ID	Sentence A	Sentence B	Predicted BERT	SICK Label
5215	There is no girl playing the piano.	There is no girl playing the piano.	C	E
5216	There is no girl playing the violin on a beach.	There is no girl playing the violin on a beach.	C	E
5217	There is no girl riding a horse.	There is no girl riding a horse.	C	E
5218	There is no girl wearing a t-shirt and keeping her mouth open.	There is no girl wearing a t-shirt and keeping her mouth open.	C	E
5219	There is no girl wearing jeans and a pink shirt and running.	There is no girl wearing jeans and a pink shirt and running.	C	E
5220	There is no girl with a black bag on a crowded train.	There is no girl with a black bag on a crowded train.	C	E
5221	There is no girl with black and orange patches on the cheeks.	There is no girl with black and orange patches on the cheeks.	C	E
5222	There is no group of people dancing.	There is no group of people dancing.	C	E
5223	There is no group of people standing together and looking at the camera.	There is no group of people standing together and looking at the camera.	C	E
5224	There is no group of racing dogs wearing striped uniforms and running down a track.	There is no group of racing dogs wearing striped uniforms and running down a track.	C	E
5225	There is no guinea pig eating a carrot.	There is no guinea pig eating a carrot.	C	E
5226	There is no guy leaping into the air in a wooded area.	There is no guy leaping into the air in a wooded area.	C	E
5227	There is no guy mowing the lawn.	There is no guy mowing the lawn.	C	E
5228	There is no hamster singing.	There is no hamster singing.	C	E
5229	There is no hiker dancing on top of the mountain.	There is no hiker dancing on top of the mountain.	C	E
5230	There is no hockey player in a yellow jersey guarding the goal.	There is no hockey player in a yellow jersey guarding the goal.	C	E
5231	There is no horse tossing the cowboy in red and blue pants.	There is no horse tossing the cowboy in red and blue pants.	C	E
5232	There is no karate practitioner kicking at another man who is wearing protective boxing gloves.	There is no karate practitioner kicking at another man who is wearing protective boxing gloves.	C	E
5233	There is no kid in orange playing outside with a snowball.	There is no kid in orange playing outside with a snowball.	C	E
5234	There is no kid playing guitar.	There is no kid playing guitar.	C	E
5235	There is no kitten drinking milk.	There is no kitten drinking milk.	C	E
5236	There is no lady cutting up some meat.	There is no lady cutting up some meat.	C	E
5237	There is no lady holding the paintbrush next to the artist's easel.	There is no lady holding the paintbrush next to the artist's easel.	C	E
5238	There is no lady mixing a meat mixture in a bowl.	There is no lady mixing a meat mixture in a bowl.	C	E
5239	There is no lady peeling the potato.	There is no lady peeling the potato.	C	E
5240	There is no lady walking in body paint in front of a crowd.	There is no lady walking in body paint in front of a crowd.	C	E
5241	There is no large brown dog and small grey dog standing on a rocky surface.	There is no large brown dog and small grey dog standing on a rocky surface.	C	E
5242	There is no large dog running on the grass with a tennis ball in its mouth.	There is no large dog running on the grass with a tennis ball in its mouth.	C	E
5243	There is no large group of cheerleaders walking in a parade.	There is no large group of cheerleaders walking in a parade.	C	E
5244	There is no lemur eating.	There is no lemur eating.	C	E
5245	There is no lemur hanging on a cord.	There is no lemur hanging on a cord.	C	E
5246	There is no light brown dog running up a street.	There is no light brown dog running up a street.	C	E
5247	There is no lion pacing tiredly in a pen.	There is no lion pacing tiredly in a pen.	C	E
5248	There is no lion walking.	There is no lion walking.	C	E
5249	There is no little black dog chasing a little brown dog.	There is no little black dog chasing a little brown dog.	C	E
5250	There is no little boy running on the ground and playing with a little girl.	There is no little boy running on the ground and playing with a little girl.	C	E
5251	There is no little boy wearing a green soccer strip and running on the grass.	There is no little boy wearing a green soccer strip and running on the grass.	C	E
5252	There is no little boy with brown hair jumping off of a brown chair onto the floor.	There is no little boy with brown hair jumping off of a brown chair onto the floor.	C	E
5253	There is no little girl peddling a scooter.	There is no little girl peddling a scooter.	C	E
5254	There is no little girl playing a grand piano on stage.	There is no little girl playing a grand piano on stage.	C	E
5255	There is no little girl playing the piano.	There is no little girl playing the piano.	C	E
5256	There is no little girl with blond hair smiling and sitting on a swing.	There is no little girl with blond hair smiling and sitting on a swing.	C	E
5257	There is no little kid playing football and falling into the grass.	There is no little kid playing football and falling into the grass.	C	E
5258	There is no man and child kayaking through gentle waters.	There is no man and child kayaking through gentle waters.	C	E
5259	There is no man being hit.	There is no man being hit.	C	E
5260	There is no man breaking a slab of concrete with a sledge hammer.	There is no man breaking a slab of concrete with a sledge hammer.	C	E
5261	There is no man breaking wooden boards with his hand.	There is no man breaking wooden boards with his hand.	C	E
5262	There is no man carrying a woman.	There is no man carrying a woman.	C	E
5263	There is no man chopping a log with an axe.	There is no man chopping a log with an axe.	C	E
5264	There is no man cooking a snake.	There is no man cooking a snake.	C	E
5265	There is no man cutting a boot with a sword.	There is no man cutting a boot with a sword.	C	E
5266	There is no man cutting a box.	There is no man cutting a box.	C	E
5267	There is no man cutting a fish.	There is no man cutting a fish.	C	E
5268	There is no man cutting a paper.	There is no man cutting a paper.	C	E
5269	There is no man cutting a paper plate.	There is no man cutting a paper plate.	C	E
5270	There is no man cutting a potato.	There is no man cutting a potato.	C	E
5271	There is no man cutting a rope with a sword.	There is no man cutting a rope with a sword.	C	E
5272	There is no man cutting an onion.	There is no man cutting an onion.	C	E
5273	There is no man cutting onions.	There is no man cutting onions.	C	E
5274	There is no man cutting pieces of butter into a mixing bowl.	There is no man cutting pieces of butter into a mixing bowl.	C	E
5275	There is no man cutting tomatoes.	There is no man cutting tomatoes.	C	E
5276	There is no man dancing.	There is no man dancing.	C	E
5277	There is no man dancing on the road.	There is no man dancing on the road.	C	E
5278	There is no man dancing upside-down on the ceiling.	There is no man dancing upside-down on the ceiling.	C	E
5279	There is no man diving off a cliff.	There is no man diving off a cliff.	C	E
5280	There is no man doing a card trick.	There is no man doing a card trick.	C	E
5281	There is no man doing back flips on a trampoline.	There is no man doing back flips on a trampoline.	C	E
5282	There is no man doing pull-ups.	There is no man doing pull-ups.	C	E
5283	There is no man drawing.	There is no man drawing.	C	E
5284	There is no man drawing a picture.	There is no man drawing a picture.	C	E
5285	There is no man dressed in black and riding a green bike.	There is no man dressed in black and riding a green bike.	C	E
5286	There is no man dressed in black wearing an elaborate black mask.	There is no man dressed in black wearing an elaborate black mask.	C	E
5287	There is no man drinking orange juice and walking on a sunny day.	There is no man drinking orange juice and walking on a sunny day.	C	E
5288	There is no man driving a car.	There is no man driving a car.	C	E
5289	There is no man driving the car.	There is no man driving the car.	C	E
5290	There is no man dunking the ball at a basketball game.	There is no man dunking the ball at a basketball game.	C	E
5291	There is no man eating a banana.	There is no man eating a banana.	C	E
5292	There is no man eating a bowl of cereal.	There is no man eating a bowl of cereal.	C	E
5293	There is no man eating a pizza.	There is no man eating a pizza.	C	E
5294	There is no man eating cereal.	There is no man eating cereal.	C	E
5295	There is no man eating food.	There is no man eating food.	C	E
5296	There is no man eating some food.	There is no man eating some food.	C	E
5297	There is no man exercising.	There is no man exercising.	C	E
5298	There is no man fishing in the river.	There is no man fishing in the river.	C	E
5299	There is no man fitting a silencer to a pistol.	There is no man fitting a silencer to a pistol.	C	E
5300	There is no man fixing a silencer to a gun.	There is no man fixing a silencer to a gun.	C	E
5301	There is no man frying a tortilla.	There is no man frying a tortilla.	C	E
5302	There is no man holding a frog.	There is no man holding a frog.	C	E
5303	There is no man holding a mask in his raised hand.	There is no man holding a mask in his raised hand.	C	E
5304	There is no man holding a sign and seeking money.	There is no man holding a sign and seeking money.	C	E
5305	There is no man in a black jacket doing tricks on a motorbike.	There is no man in a black jacket doing tricks on a motorbike.	C	E
5306	There is no man in a grey t-shirt sitting on a rock in front of the waterfall.	There is no man in a grey t-shirt sitting on a rock in front of the waterfall.	C	E
5307	There is no man in a hat playing a harp.	There is no man in a hat playing a harp.	C	E
5308	There is no man in a pose being watched by another man.	There is no man in a pose being watched by another man.	C	E
5309	There is no man in a purple suit standing by a purple case and playing a guitar.	There is no man in a purple suit standing by a purple case and playing a guitar.	C	E
5310	There is no man in a red jacket standing next to a yellow kayak on some rocks by the ocean.	There is no man in a red jacket standing next to a yellow kayak on some rocks by the ocean.	C	E
5311	There is no man in a red uniform making a jump in a dirt bike race.	There is no man in a red uniform making a jump in a dirt bike race.	C	E
5312	There is no man in a suit standing at a microphone and singing.	There is no man in a suit standing at a microphone and singing.	C	E
5313	There is no man is pushing the buttons of a microwave.	There is no man is pushing the buttons of a microwave.	C	E
5314	There is no man loading a rifle with bullets.	There is no man loading a rifle with bullets.	C	E
5315	There is no man making a phone call.	There is no man making a phone call.	C	E
5316	There is no man massaging a woman.	There is no man massaging a woman.	C	E
5317	There is no man mixing.	There is no man mixing.	C	E
5318	There is no man mixing vegetables in a pot.	There is no man mixing vegetables in a pot.	C	E
5319	There is no man mowing grass.	There is no man mowing grass.	C	E
5320	There is no man on a bicycle riding on one wheel only.	There is no man on a bicycle riding on one wheel only.	C	E
5321	There is no man on a bicycle riding on the beach.	There is no man on a bicycle riding on the beach.	C	E
5322	There is no man on a boat in front of the sunset.	There is no man on a boat in front of the sunset.	C	E
5323	There is no man on a rock high above some trees standing in a strange position.	There is no man on a rock high above some trees standing in a strange position.	C	E
5324	There is no man opening a box with a knife.	There is no man opening a box with a knife.	C	E
5325	There is no man opening a door.	There is no man opening a door.	C	E
5326	There is no man patting an alligator on the mouth.	There is no man patting an alligator on the mouth.	C	E
5327	There is no man peeling an onion.	There is no man peeling an onion.	C	E
5328	There is no man performing a trick on a green bicycle.	There is no man performing a trick on a green bicycle.	C	E
5329	There is no man playing a bamboo flute.	There is no man playing a bamboo flute.	C	E
5330	There is no man playing a flute.	There is no man playing a flute.	C	E
5331	There is no man playing a game on the grass.	There is no man playing a game on the grass.	C	E
5332	There is no man playing a guitar.	There is no man playing a guitar.	C	E
5333	There is no man playing a guitar on stage.	There is no man playing a guitar on stage.	C	E
5334	There is no man playing a harp.	There is no man playing a harp.	C	E
5335	There is no man playing a keyboard.	There is no man playing a keyboard.	C	E
5336	There is no man playing a piano.	There is no man playing a piano.	C	E
5337	There is no man playing a violin.	There is no man playing a violin.	C	E
5338	There is no man playing a wooden flute.	There is no man playing a wooden flute.	C	E
5339	There is no man playing an electronic keyboard.	There is no man playing an electronic keyboard.	C	E
5340	There is no man playing flute.	There is no man playing flute.	C	E
5341	There is no man playing guitar.	There is no man playing guitar.	C	E
5342	There is no man playing guitar next to a drummer.	There is no man playing guitar next to a drummer.	C	E
5343	There is no man playing soccer.	There is no man playing soccer.	C	E
5344	There is no man playing the drums.	There is no man playing the drums.	C	E
5345	There is no man playing the guitar.	There is no man playing the guitar.	C	E
5346	There is no man playing the guitar loudly.	There is no man playing the guitar loudly.	C	E
5347	There is no man playing the piano.	There is no man playing the piano.	C	E
5348	There is no man playing the piano with his nose.	There is no man playing the piano with his nose.	C	E
5349	There is no man playing two keyboards.	There is no man playing two keyboards.	C	E
5350	There is no man playing with a skull.	There is no man playing with a skull.	C	E
5351	There is no man pointing at a car.	There is no man pointing at a car.	C	E
5352	There is no man pouring cleaner into the sink.	There is no man pouring cleaner into the sink.	C	E
5353	There is no man pouring liquid into a pot.	There is no man pouring liquid into a pot.	C	E
5354	There is no man pouring oil into a pan.	There is no man pouring oil into a pan.	C	E
5355	There is no man pouring some oil on the tomatoes.	There is no man pouring some oil on the tomatoes.	C	E
5356	There is no man praying.	There is no man praying.	C	E
5357	There is no man putting some cheese on a pizza.	There is no man putting some cheese on a pizza.	C	E
5358	There is no man rapidly chopping some mushrooms with a knife.	There is no man rapidly chopping some mushrooms with a knife.	C	E
5359	There is no man reading an email.	There is no man reading an email.	C	E
5360	There is no man reading the email.	There is no man reading the email.	C	E
5361	There is no man recklessly riding a horse.	There is no man recklessly riding a horse.	C	E
5362	There is no man riding a horse.	There is no man riding a horse.	C	E
5363	There is no man riding a mechanical bull.	There is no man riding a mechanical bull.	C	E
5364	There is no man riding a motorcycle.	There is no man riding a motorcycle.	C	E
5365	There is no man riding a motorcycle through the town.	There is no man riding a motorcycle through the town.	C	E
5366	There is no man riding a water toy in the water.	There is no man riding a water toy in the water.	C	E
5367	There is no man riding an electric bicycle.	There is no man riding an electric bicycle.	C	E
5368	There is no man running down the road.	There is no man running down the road.	C	E
5369	There is no man running on the road.	There is no man running on the road.	C	E
5370	There is no man running, jumping and kicking near a vending machine.	There is no man running, jumping and kicking near a vending machine.	C	E
5371	There is no man screaming.	There is no man screaming.	C	E
5372	There is no man screwing a piece of wood to a wall.	There is no man screwing a piece of wood to a wall.	C	E
5373	There is no man shaking a container over a sink in the kitchen.	There is no man shaking a container over a sink in the kitchen.	C	E
5374	There is no man sharpening a knife.	There is no man sharpening a knife.	C	E
5375	There is no man shooting a shotgun.	There is no man shooting a shotgun.	C	E
5376	There is no man shooting guns.	There is no man shooting guns.	C	E
5377	There is no man singing and playing a guitar.	There is no man singing and playing a guitar.	C	E
5378	There is no man singing and playing the guitar.	There is no man singing and playing the guitar.	C	E
5379	There is no man singing to a woman.	There is no man singing to a woman.	C	E
5380	There is no man sitting on a chair and rubbing his eyes.	There is no man sitting on a chair and rubbing his eyes.	C	E
5381	There is no man sitting on the chair.	There is no man sitting on the chair.	C	E
5382	There is no man sitting on the floor and playing a guitar.	There is no man sitting on the floor and playing a guitar.	C	E
5383	There is no man skiing down a snowy hill.	There is no man skiing down a snowy hill.	C	E
5384	There is no man slicing a bun.	There is no man slicing a bun.	C	E
5385	There is no man slicing a potato.	There is no man slicing a potato.	C	E
5386	There is no man slicing a potato into pieces.	There is no man slicing a potato into pieces.	C	E
5387	There is no man slicing a tomato.	There is no man slicing a tomato.	C	E
5388	There is no man slicing an onion.	There is no man slicing an onion.	C	E
5389	There is no man slicing potatoes.	There is no man slicing potatoes.	C	E
5390	There is no man slicing some bread.	There is no man slicing some bread.	C	E
5391	There is no man speaking.	There is no man speaking.	C	E
5392	There is no man speaking on a podium.	There is no man speaking on a podium.	C	E
5393	There is no man speaking on a stage.	There is no man speaking on a stage.	C	E
5394	There is no man spitting.	There is no man spitting.	C	E
5395	There is no man spraying a super soaker into the mouth of a dog.	There is no man spraying a super soaker into the mouth of a dog.	C	E
5396	There is no man sprinkling cheese on the pizza.	There is no man sprinkling cheese on the pizza.	C	E
5397	There is no man sprinkling seasoning on several sliced and buttered loaves of bread.	There is no man sprinkling seasoning on several sliced and buttered loaves of bread.	C	E
5398	There is no man sprinkling shredded cheese on a pizza.	There is no man sprinkling shredded cheese on a pizza.	C	E
5399	There is no man squatting in brush and taking a photograph.	There is no man squatting in brush and taking a photograph.	C	E
5400	There is no man squirting water into the mouth of a white dog with a squirt gun.	There is no man squirting water into the mouth of a white dog with a squirt gun.	C	E
5401	There is no man standing beside a large and colorful birdcage.	There is no man standing beside a large and colorful birdcage.	C	E
5402	There is no man standing in the middle of a gym and is wearing a jersey.	There is no man standing in the middle of a gym and is wearing a jersey.	C	E
5403	There is no man standing near the water and holding fishing poles.	There is no man standing near the water and holding fishing poles.	C	E
5404	There is no man standing next to a bus.	There is no man standing next to a bus.	C	E
5405	There is no man standing on a roof top and playing a violin.	There is no man standing on a roof top and playing a violin.	C	E
5406	There is no man thinking.	There is no man thinking.	C	E
5407	There is no man tying a shoe.	There is no man tying a shoe.	C	E
5408	There is no man walking along a path through a wilderness.	There is no man walking along a path through a wilderness.	C	E
5409	There is no man walking in the rain.	There is no man walking in the rain.	C	E
5410	There is no man walking outside.	There is no man walking outside.	C	E
5411	There is no man wearing a black helmet and pushing a bicycle.	There is no man wearing a black helmet and pushing a bicycle.	C	E
5412	There is no man wearing a long sleeved blue shirt and jeans and riding a unicycle down a street.	There is no man wearing a long sleeved blue shirt and jeans and riding a unicycle down a street.	C	E
5413	There is no man wearing a shirt dyed black, sitting at the table and laughing.	There is no man wearing a shirt dyed black, sitting at the table and laughing.	C	E
5414	There is no man wearing a straw hat who is smoking a cigarette.	There is no man wearing a straw hat who is smoking a cigarette.	C	E
5415	There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something.	There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something.	C	E
5416	There is no man wiping the edge of a bowl.	There is no man wiping the edge of a bowl.	C	E
5417	There is no man with a camera studying the subject.	There is no man with a camera studying the subject.	C	E
5418	There is no man with a hard hat dancing.	There is no man with a hard hat dancing.	C	E
5419	There is no man working on the laptop.	There is no man working on the laptop.	C	E
5420	There is no man writing a note near a bike.	There is no man writing a note near a bike.	C	E
5421	There is no milk being drunk by a cat.	There is no milk being drunk by a cat.	C	E
5422	There is no monkey brushing the dog.	There is no monkey brushing the dog.	C	E
5423	There is no monkey kicking a person.	There is no monkey kicking a person.	C	E
5424	There is no monkey kicking at the gloved hand of a person.	There is no monkey kicking at the gloved hand of a person.	C	E
5425	There is no monkey practicing martial arts.	There is no monkey practicing martial arts.	C	E
5426	There is no monkey pulling a dog's tail.	There is no monkey pulling a dog's tail.	C	E
5427	There is no monkey riding a bike.	There is no monkey riding a bike.	C	E
5428	There is no monkey teasing a dog at the zoo.	There is no monkey teasing a dog at the zoo.	C	E
5429	There is no monkey wading through a marsh.	There is no monkey wading through a marsh.	C	E
5430	There is no motorcyclist on a bike leaning into a sharp corner.	There is no motorcyclist on a bike leaning into a sharp corner.	C	E
5431	There is no motorcyclist riding a motorbike along a roadway.	There is no motorcyclist riding a motorbike along a roadway.	C	E
5432	There is no one banging a camera lens against a nail.	There is no one banging a camera lens against a nail.	C	E
5433	There is no one climbing on the grotto with a pink interior.	There is no one climbing on the grotto with a pink interior.	C	E
5434	There is no one cutting a tomato.	There is no one cutting a tomato.	C	E
5435	There is no one on the shore.	There is no one on the shore.	C	E
5436	There is no one peeling a banana.	There is no one peeling a banana.	C	E
5437	There is no one playing a piano.	There is no one playing a piano.	C	E
5438	There is no one playing the guitar.	There is no one playing the guitar.	C	E
5439	There is no one sitting in lawn chairs and reading books.	There is no one sitting in lawn chairs and reading books.	C	E
5440	There is no one typing.	There is no one typing.	C	E
5441	There is no panda bear eating some bamboo.	There is no panda bear eating some bamboo.	C	E
5442	There is no panda climbing.	There is no panda climbing.	C	E
5443	There is no paper being cut with scissors.	There is no paper being cut with scissors.	C	E
5444	There is no parrot speaking.	There is no parrot speaking.	C	E
5445	There is no person boiling noodles.	There is no person boiling noodles.	C	E
5446	There is no person buttering a tray.	There is no person buttering a tray.	C	E
5447	There is no person cutting an onion.	There is no person cutting an onion.	C	E
5448	There is no person cutting some ginger.	There is no person cutting some ginger.	C	E
5449	There is no person cutting some mushrooms.	There is no person cutting some mushrooms.	C	E
5450	There is no person in bike gear standing steadily in front of the mountains.	There is no person in bike gear standing steadily in front of the mountains.	C	E
5451	There is no person kicking a soccer ball between somebody's feet.	There is no person kicking a soccer ball between somebody's feet.	C	E
5452	There is no person on a bike jumping through the air with the sun flaring through the bike frame.	There is no person on a bike jumping through the air with the sun flaring through the bike frame.	C	E
5453	There is no person peeling a potato.	There is no person peeling a potato.	C	E
5454	There is no person peeling an onion.	There is no person peeling an onion.	C	E
5455	There is no person playing a piano.	There is no person playing a piano.	C	E
5456	There is no person pouring olive oil into a pot on the stove.	There is no person pouring olive oil into a pot on the stove.	C	E
5457	There is no person riding a bike.	There is no person riding a bike.	C	E
5458	There is no person riding a bike along a muddy trail.	There is no person riding a bike along a muddy trail.	C	E
5459	There is no person riding a jetski in the waves.	There is no person riding a jetski in the waves.	C	E
5460	There is no person riding a motorbike in the event related to motocross.	There is no person riding a motorbike in the event related to motocross.	C	E
5461	There is no person setting fire to the cameras.	There is no person setting fire to the cameras.	C	E
5462	There is no person singing and playing the guitar.	There is no person singing and playing the guitar.	C	E
5463	There is no person slicing a carrot into pieces.	There is no person slicing a carrot into pieces.	C	E
5464	There is no person slicing a potato.	There is no person slicing a potato.	C	E
5465	There is no person slicing an onion.	There is no person slicing an onion.	C	E
5466	There is no person standing in a vast field of glacial ice.	There is no person standing in a vast field of glacial ice.	C	E
5467	There is no person throwing a cat at the ceiling.	There is no person throwing a cat at the ceiling.	C	E
5468	There is no person wearing a hat and sitting on the grass.	There is no person wearing a hat and sitting on the grass.	C	E
5469	There is no person wearing grey pants who is airborne on a snowboard.	There is no person wearing grey pants who is airborne on a snowboard.	C	E
5470	There is no person wearing jeans sitting on top of a horse saddle.	There is no person wearing jeans sitting on top of a horse saddle.	C	E
5471	There is no person with a blue backpack hiking in rocky area.	There is no person with a blue backpack hiking in rocky area.	C	E
5472	There is no person writing.	There is no person writing.	C	E
5473	There is no pet dog standing on the bank and looking at another brown dog in the pond.	There is no pet dog standing on the bank and looking at another brown dog in the pond.	C	E
5474	There is no policewoman singing at karaoke.	There is no policewoman singing at karaoke.	C	E
5475	There is no puppy rolling.	There is no puppy rolling.	C	E
5476	There is no rabbit playing with a toy rabbit.	There is no rabbit playing with a toy rabbit.	C	E
5477	There is no rhino grazing in a field.	There is no rhino grazing in a field.	C	E
5478	There is no rhino grazing on the grass.	There is no rhino grazing on the grass.	C	E
5479	There is no rope being climbed by a man.	There is no rope being climbed by a man.	C	E
5480	There is no seabird flying over some rocks.	There is no seabird flying over some rocks.	C	E
5481	There is no seated woman singing a song and playing the guitar.	There is no seated woman singing a song and playing the guitar.	C	E
5482	There is no small bee landing on a bunch of yellow flowers.	There is no small bee landing on a bunch of yellow flowers.	C	E
5483	There is no small boy in a yellow shirt laughing on the beach.	There is no small boy in a yellow shirt laughing on the beach.	C	E
5484	There is no small child in a pink sweater climbing a concrete staircase.	There is no small child in a pink sweater climbing a concrete staircase.	C	E
5485	There is no small dog chasing a large brown cow.	There is no small dog chasing a large brown cow.	C	E
5486	There is no small guinea pig gnawing and eating a piece of carrot on the floor.	There is no small guinea pig gnawing and eating a piece of carrot on the floor.	C	E
5487	There is no snowboarder doing a flip over a mound of snow.	There is no snowboarder doing a flip over a mound of snow.	C	E
5488	There is no snowboarder grinding down a long concrete rail.	There is no snowboarder grinding down a long concrete rail.	C	E
5489	There is no snowboarder jumping off the snow.	There is no snowboarder jumping off the snow.	C	E
5490	There is no soccer player who is being tackled by an opponent.	There is no soccer player who is being tackled by an opponent.	C	E
5491	There is no squirrel spinning around in circles.	There is no squirrel spinning around in circles.	C	E
5492	There is no surfer leaning on a surfboard.	There is no surfer leaning on a surfboard.	C	E
5493	There is no surfer riding the wave.	There is no surfer riding the wave.	C	E
5494	There is no tan dog jumping up and catching a tennis ball.	There is no tan dog jumping up and catching a tennis ball.	C	E
5495	There is no tan skinned child looking at the camera.	There is no tan skinned child looking at the camera.	C	E
5496	There is no team playing soccer.	There is no team playing soccer.	C	E
5497	There is no tennis player lunging to the left.	There is no tennis player lunging to the left.	C	E
5498	There is no tiger cub making a sound.	There is no tiger cub making a sound.	C	E
5499	There is no topless woman covered in mud.	There is no topless woman covered in mud.	C	E
5500	There is no toy train striking a toy car.	There is no toy train striking a toy car.	C	E
5501	There is no veteran showing things from a war to some people.	There is no veteran showing things from a war to some people.	C	E
5502	There is no water being drunk by a cat.	There is no water being drunk by a cat.	C	E
5503	There is no white and brown dog pacing with through the water difficulty.	There is no white and brown dog pacing with through the water difficulty.	C	E
5504	There is no white car being driven by the man.	There is no white car being driven by the man.	C	E
5505	There is no white cat perched on a small wooden cabinet looking outside the window.	There is no white cat perched on a small wooden cabinet looking outside the window.	C	E
5506	There is no white dog standing on the leaves on the ground.	There is no white dog standing on the leaves on the ground.	C	E
5507	There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass.	There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass.	C	E
5508	There is no white dog with beige spots running through a field.	There is no white dog with beige spots running through a field.	C	E
5509	There is no white race car driving through a puddle.	There is no white race car driving through a puddle.	C	E
5510	There is no window being cleaned by a man.	There is no window being cleaned by a man.	C	E
5511	There is no woman adding spices to some meat.	There is no woman adding spices to some meat.	C	E
5512	There is no woman beating two eggs in a bowl and using a whisk made of wire.	There is no woman beating two eggs in a bowl and using a whisk made of wire.	C	E
5513	There is no woman being kissed by a man.	There is no woman being kissed by a man.	C	E
5514	There is no woman breaking eggs in a bowl.	There is no woman breaking eggs in a bowl.	C	E
5515	There is no woman chopping up an octopus.	There is no woman chopping up an octopus.	C	E
5516	There is no woman cleaning a shrimp.	There is no woman cleaning a shrimp.	C	E
5517	There is no woman coating a pork chop.	There is no woman coating a pork chop.	C	E
5518	There is no woman combing her hair.	There is no woman combing her hair.	C	E
5519	There is no woman cooking a breaded pork chop.	There is no woman cooking a breaded pork chop.	C	E
5520	There is no woman cooking eggs.	There is no woman cooking eggs.	C	E
5521	There is no woman cooking fish.	There is no woman cooking fish.	C	E
5522	There is no woman cracking an egg into a bowl.	There is no woman cracking an egg into a bowl.	C	E
5523	There is no woman cutting a potato.	There is no woman cutting a potato.	C	E
5524	There is no woman cutting a vegetable.	There is no woman cutting a vegetable.	C	E
5525	There is no woman cutting an onion.	There is no woman cutting an onion.	C	E
5526	There is no woman cutting broccoli.	There is no woman cutting broccoli.	C	E
5527	There is no woman cutting onions.	There is no woman cutting onions.	C	E
5528	There is no woman cutting potatoes.	There is no woman cutting potatoes.	C	E
5529	There is no woman dancing.	There is no woman dancing.	C	E
5530	There is no woman dancing and singing in the rain.	There is no woman dancing and singing in the rain.	C	E
5531	There is no woman dancing in a cage.	There is no woman dancing in a cage.	C	E
5532	There is no woman dancing near a fire.	There is no woman dancing near a fire.	C	E
5533	There is no woman deep frying food.	There is no woman deep frying food.	C	E
5534	There is no woman dipping a shrimp in batter.	There is no woman dipping a shrimp in batter.	C	E
5535	There is no woman driving a car and talking to the man seated beside her.	There is no woman driving a car and talking to the man seated beside her.	C	E
5536	There is no woman exercising.	There is no woman exercising.	C	E
5537	There is no woman firing a rifle.	There is no woman firing a rifle.	C	E
5538	There is no woman frying something.	There is no woman frying something.	C	E
5539	There is no woman frying something in a pan.	There is no woman frying something in a pan.	C	E
5540	There is no woman in a purple top walking a bicycle between two stone columns.	There is no woman in a purple top walking a bicycle between two stone columns.	C	E
5541	There is no woman in a yellow shirt surfing on a pink surfboard.	There is no woman in a yellow shirt surfing on a pink surfboard.	C	E
5542	There is no woman mixing eggs.	There is no woman mixing eggs.	C	E
5543	There is no woman peeling a potato.	There is no woman peeling a potato.	C	E
5544	There is no woman penciling on eyeshadow.	There is no woman penciling on eyeshadow.	C	E
5545	There is no woman placing skewers onto a rack.	There is no woman placing skewers onto a rack.	C	E
5546	There is no woman playing a flute.	There is no woman playing a flute.	C	E
5547	There is no woman playing a guitar.	There is no woman playing a guitar.	C	E
5548	There is no woman playing an electric guitar.	There is no woman playing an electric guitar.	C	E
5549	There is no woman playing the violin.	There is no woman playing the violin.	C	E
5550	There is no woman playing with two young boys at a park.	There is no woman playing with two young boys at a park.	C	E
5551	There is no woman pouring ingredients into a bowl.	There is no woman pouring ingredients into a bowl.	C	E
5552	There is no woman preparing an egg in a skillet.	There is no woman preparing an egg in a skillet.	C	E
5553	There is no woman putting a child in a waste bin.	There is no woman putting a child in a waste bin.	C	E
5554	There is no woman putting meat in a pan.	There is no woman putting meat in a pan.	C	E
5555	There is no woman putting on lipstick.	There is no woman putting on lipstick.	C	E
5556	There is no woman putting on makeup.	There is no woman putting on makeup.	C	E
5557	There is no woman riding a horse.	There is no woman riding a horse.	C	E
5558	There is no woman riding a water scooter.	There is no woman riding a water scooter.	C	E
5559	There is no woman riding on an elephant.	There is no woman riding on an elephant.	C	E
5560	There is no woman scrubbing a zucchini with a vegetable brush.	There is no woman scrubbing a zucchini with a vegetable brush.	C	E
5561	There is no woman slicing a carrot.	There is no woman slicing a carrot.	C	E
5562	There is no woman slicing a clove of garlic.	There is no woman slicing a clove of garlic.	C	E
5563	There is no woman slicing a fish.	There is no woman slicing a fish.	C	E
5564	There is no woman slicing a green pepper.	There is no woman slicing a green pepper.	C	E
5565	There is no woman slicing a potato.	There is no woman slicing a potato.	C	E
5566	There is no woman slicing a tomato.	There is no woman slicing a tomato.	C	E
5567	There is no woman slicing an eggplant.	There is no woman slicing an eggplant.	C	E
5568	There is no woman slicing an onion.	There is no woman slicing an onion.	C	E
5569	There is no woman slicing meat with a knife.	There is no woman slicing meat with a knife.	C	E
5570	There is no woman slicing potatoes.	There is no woman slicing potatoes.	C	E
5571	There is no woman slicing tofu.	There is no woman slicing tofu.	C	E
