Cases that JIGSAW cannot find in PWN
# A Seadoo is being ridden by a woman . 
2	Seadoo	Seadoo	_	NNP	Number=Sing	5	nsubjpass	5:nsubjpass	U
# There is no man breaking wooden boards with his hand . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man carrying a woman . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man chopping a log with an axe . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man cooking a snake . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man cutting a boot with a sword . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man cutting a box . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man cutting a fish . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man cutting a paper . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man cutting a paper plate . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man cutting a potato . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man cutting a rope with a sword . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man cutting an onion . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man cutting onions . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man cutting pieces of butter into a mixing bowl . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man cutting tomatoes . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man dancing . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man dancing on the road . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man dancing upside-down on the ceiling . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man diving off a cliff . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man doing a card trick . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man doing back flips on a trampoline . 
1	There	there	_	EX	_	2	expl	2:expl	U
7	flips	flip	_	VBZ	Person=3|Tense=Pres	2	ccomp	2:ccomp	U

# There is no man doing pull-ups . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man drawing . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man drawing a picture . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man dressed in black and riding a green bike . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man dressed in black wearing an elaborate black mask . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man drinking orange juice and walking on a sunny day . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man driving a car . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man driving the car . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man dunking the ball at a basketball game . 
1	There	there	_	EX	_	2	expl	2:expl	U
5	dunking	dunk	_	VBG	_	4	acl	4:acl	U

# There is no man eating a banana . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man eating a bowl of cereal . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man eating a pizza . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man eating cereal . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man eating food . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man eating some food . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man exercising . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man fishing in the river . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man fitting a silencer to a pistol . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man fixing a silencer to a gun . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man frying a tortilla . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man holding a frog . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man holding a mask in his raised hand . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man holding a sign and seeking money . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man in a black jacket doing tricks on a motorbike . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man in a grey t-shirt sitting on a rock in front of the waterfall . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man in a hat playing a harp . 
1	There	there	_	EX	_	2	expl	2:expl	U
10	harp	harp	_	NN	Number=Sing	8	dobj	8:dobj	U

# There is no man in a pose being watched by another man . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man in a purple suit standing by a purple case and playing a guitar . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man in a red jacket standing next to a yellow kayak on some rocks by the ocean . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man in a red uniform making a jump in a dirt bike race . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man in a suit standing at a microphone and singing . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man is pushing the buttons of a microwave . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man loading a rifle with bullets . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man making a phone call . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man massaging a woman . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man mixing . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man mixing vegetables in a pot . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man mowing grass . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man on a bicycle riding on one wheel only . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man on a bicycle riding on the beach . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man on a boat in front of the sunset . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man on a rock high above some trees standing in a strange position . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man opening a box with a knife . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man opening a door . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man patting an alligator on the mouth . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man peeling an onion . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man performing a trick on a green bicycle . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing a bamboo flute . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing a flute . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing a game on the grass . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing a guitar . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing a guitar on stage . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing a harp . 
1	There	there	_	EX	_	2	expl	2:expl	U
7	harp	harp	_	NN	Number=Sing	5	dobj	5:dobj	U

# There is no man playing a keyboard . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing a piano . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing a violin . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing a wooden flute . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing an electronic keyboard . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing flute . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing guitar . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing guitar next to a drummer . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing soccer . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing the drums . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing the guitar . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing the guitar loudly . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing the piano . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing the piano with his nose . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing two keyboards . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man playing with a skull . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man pointing at a car . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man pouring cleaner into the sink . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man pouring liquid into a pot . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man pouring oil into a pan . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man pouring some oil on the tomatoes . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man praying . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man putting some cheese on a pizza . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man rapidly chopping some mushrooms with a knife . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man reading an email . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man reading the email . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man recklessly riding a horse . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man riding a horse . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man riding a mechanical bull . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man riding a motorcycle . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man riding a motorcycle through the town . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man riding a water toy in the water . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man riding an electric bicycle . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man running down the road . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man running on the road . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man running , jumping and kicking near a vending machine . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man screaming . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man screwing a piece of wood to a wall . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man shaking a container over a sink in the kitchen . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man sharpening a knife . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man shooting a shotgun . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man shooting guns . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man singing and playing a guitar . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man singing and playing the guitar . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man singing to a woman . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man sitting on a chair and rubbing his eyes . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man sitting on the chair . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man sitting on the floor and playing a guitar . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man skiing down a snowy hill . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man slicing a bun . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man slicing a potato . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man slicing a potato into pieces . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man slicing a tomato . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man slicing an onion . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man slicing potatoes . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man slicing some bread . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man speaking . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man speaking on a podium . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man speaking on a stage . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man spitting . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man spraying a super soaker into the mouth of a dog . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man sprinkling cheese on the pizza . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man sprinkling seasoning on several sliced and buttered loaves of bread . 
1	There	there	_	EX	_	2	expl	2:expl	U
11	buttered	buttered	_	JJ	_	9	conj	9:conj:and|12:amod	U

# There is no man sprinkling shredded cheese on a pizza . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man squatting in brush and taking a photograph . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man squirting water into the mouth of a white dog with a squirt gun . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man standing beside a large and colorful birdcage . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man standing in the middle of a gym and is wearing a jersey . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man standing near the water and holding fishing poles . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man standing next to a bus . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man standing on a roof top and playing a violin . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man thinking . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man tying a shoe . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man walking along a path through a wilderness . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man walking in the rain . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man walking outside . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man wearing a black helmet and pushing a bicycle . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man wearing a long sleeved blue shirt and jeans and riding a unicycle down a street . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man wearing a shirt dyed black , sitting at the table and laughing . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man wearing a straw hat who is smoking a cigarette . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something . 
1	There	there	_	EX	_	2	expl	2:expl	U
21	something	something	_	NN	Number=Sing	20	dobj	20:dobj	U

# There is no man wiping the edge of a bowl . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man with a camera studying the subject . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man with a hard hat dancing . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man working on the laptop . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no man writing a note near a bike . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no milk being drunk by a cat . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no monkey brushing the dog . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no monkey kicking a person . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no monkey kicking at the gloved hand of a person . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no monkey practicing martial arts . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no monkey pulling a dog 's tail . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no monkey riding a bike . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no monkey teasing a dog at the zoo . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no monkey wading through a marsh . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no motorcyclist on a bike leaning into a sharp corner . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no motorcyclist riding a motorbike along a roadway . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no one banging a camera lens against a nail . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no one climbing on the grotto with a pink interior . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no one cutting a tomato . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no one on the shore . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no one peeling a banana . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no one playing a piano . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no one playing the guitar . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no one sitting in lawn chairs and reading books . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no one typing . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no panda bear eating some bamboo . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no panda climbing . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no paper being cut with scissors . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no parrot speaking . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person boiling noodles . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person buttering a tray . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person cutting an onion . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person cutting some ginger . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person cutting some mushrooms . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person in bike gear standing steadily in front of the mountains . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person kicking a soccer ball between somebody 's feet . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person on a bike jumping through the air with the sun flaring through the bike frame . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person peeling a potato . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person peeling an onion . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person playing a piano . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person pouring olive oil into a pot on the stove . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person riding a bike . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person riding a bike along a muddy trail . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person riding a jetski in the waves . 
1	There	there	_	EX	_	2	expl	2:expl	U
7	jetski	jetski	_	NN	Number=Sing	5	dobj	5:dobj	U

# There is no person riding a motorbike in the event related to motocross . 
1	There	there	_	EX	_	2	expl	2:expl	U
13	motocross	motocross	_	NN	Number=Sing	11	nmod	11:nmod:to	U

# There is no person setting fire to the cameras . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person singing and playing the guitar . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person slicing a carrot into pieces . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person slicing a potato . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person slicing an onion . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person standing in a vast field of glacial ice . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person throwing a cat at the ceiling . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person wearing a hat and sitting on the grass . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person wearing grey pants who is airborne on a snowboard . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person wearing jeans sitting on top of a horse saddle . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person with a blue backpack hiking in rocky area . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no person writing . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no pet dog standing on the bank and looking at another brown dog in the pond . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no policewoman singing at karaoke . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no puppy rolling . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no rabbit playing with a toy rabbit . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no rhino grazing in a field . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no rhino grazing on the grass . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no rope being climbed by a man . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no seabird flying over some rocks . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no seated woman singing a song and playing the guitar . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no small bee landing on a bunch of yellow flowers . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no small boy in a yellow shirt laughing on the beach . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no small child in a pink sweater climbing a concrete staircase . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no small dog chasing a large brown cow . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no small guinea pig gnawing and eating a piece of carrot on the floor . 
1	There	there	_	EX	_	2	expl	2:expl	U
7	gnawing	gnawing	_	NN	Number=Sing	2	nsubj	2:nsubj|9:nsubj	U

# There is no snowboarder doing a flip over a mound of snow . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no snowboarder grinding down a long concrete rail . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no snowboarder jumping off the snow . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no soccer player who is being tackled by an opponent . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no squirrel spinning around in circles . 
1	There	there	_	EX	_	2	expl	2:expl	U
6	around	around	_	IN	_	5	advmod	5:advmod	U

# There is no surfer leaning on a surfboard . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no surfer riding the wave . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no tan dog jumping up and catching a tennis ball . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no tan skinned child looking at the camera . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no team playing soccer . 
1	There	there	_	EX	_	2	expl	2:expl	U
6	soccer	soccer	_	NN	Number=Sing	5	dobj	5:dobj	U

# There is no tennis player lunging to the left . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no tiger cub making a sound . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no topless woman covered in mud . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no toy train striking a toy car . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no veteran showing things from a war to some people . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no water being drunk by a cat . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no white and brown dog pacing with through the water difficulty . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no white car being driven by the man . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no white cat perched on a small wooden cabinet looking outside the window . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no white dog standing on the leaves on the ground . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no white dog with beige spots running through a field . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no white race car driving through a puddle . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no window being cleaned by a man . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman adding spices to some meat . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman beating two eggs in a bowl and using a whisk made of wire . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman being kissed by a man . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman breaking eggs in a bowl . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman chopping up an octopus . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman cleaning a shrimp . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman coating a pork chop . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman combing her hair . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman cooking a breaded pork chop . 
1	There	there	_	EX	_	2	expl	2:expl	U
7	breaded	bread	_	VBN	Tense=Past	8	amod	8:amod	U

# There is no woman cooking eggs . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman cooking fish . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman cracking an egg into a bowl . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman cutting a potato . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman cutting a vegetable . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman cutting an onion . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman cutting broccoli . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman cutting onions . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman cutting potatoes . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman dancing . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman dancing and singing in the rain . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman dancing in a cage . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman dancing near a fire . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman deep frying food . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman dipping a shrimp in batter . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman driving a car and talking to the man seated beside her . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman exercising . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman firing a rifle . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman frying something . 
1	There	there	_	EX	_	2	expl	2:expl	U
6	something	something	_	NN	Number=Sing	2	nsubj	2:nsubj	U

# There is no woman frying something in a pan . 
1	There	there	_	EX	_	2	expl	2:expl	U
6	something	something	_	NN	Number=Sing	2	nsubj	2:nsubj	U

# There is no woman in a purple top walking a bicycle between two stone columns . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman in a yellow shirt surfing on a pink surfboard . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman mixing eggs . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman peeling a potato . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman penciling on eyeshadow . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman placing skewers onto a rack . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman playing a flute . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman playing a guitar . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman playing an electric guitar . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman playing the violin . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman playing with two young boys at a park . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman pouring ingredients into a bowl . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman preparing an egg in a skillet . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman putting a child in a waste bin . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman putting meat in a pan . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman putting on lipstick . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman putting on makeup . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman riding a horse . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman riding a water scooter . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman riding on an elephant . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman scrubbing a zucchini with a vegetable brush . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman slicing a carrot . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman slicing a clove of garlic . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman slicing a fish . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman slicing a green pepper . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman slicing a potato . 
1	There	there	_	EX	_	2	expl	2:expl	U

# There is no woman slicing a tomato . 
1	There	there	_	EX	_	2	expl	2:expl	U

