pair_ID,sentence
4109,A man is eating a pizza
4109,A pizza is being eaten by a man
4110,A man is eating a pizza
4110,There is no man eating a pizza
4111,A pizza is being eaten by a man
4111,A man is eating some food
4112,There is no man eating a pizza
4112,A man is eating some food
4113,A man is eating a pizza
4113,Some food is being eaten by a man
4114,There is no man eating food
4114,A man is eating a pizza
4115,A man is eating a pizza
4115,A man is eating some food
4116,A cute panda is lying down
4116,A panda that is cute is lying down
4117,A cute panda is lying down
4117,A cute panda is not lying down
4118,The panda bear is resting on the logs
4118,The panda bear is lying on the logs
4119,The panda bear is lying on the logs
4119,The panda bear is not lying on the logs
4120,The log is lying on the panda bear
4120,The panda bear is lying on the logs
4121,The panda bear is resting on the logs
4121,A cute panda is lying down
4122,The panda bear is not lying on the logs
4122,A cute panda is lying down
4123,A cute panda is lying down
4123,The log is lying on the panda bear
4124,A panda that is cute is lying down
4124,The panda bear is lying on the logs
4125,The panda bear is lying on the logs
4125,A cute panda is not lying down
4126,A cute panda is lying down
4126,The panda bear is lying on the logs
4127,A dog is jumping on a trampoline
4127,A dog is bouncing on a trampoline
4128,There is no dog bouncing on a trampoline
4128,A dog is bouncing on a trampoline
4129,A dog is jumping on a diving board
4129,A dog is jumping on a trampoline
4130,A dog is lying on a trampoline
4130,A dog is jumping on a trampoline
4131,A dog is jumping on a diving board
4131,A dog is bouncing on a trampoline
4132,A dog is lying on a trampoline
4132,A dog is bouncing on a trampoline
4134,There is no dog bouncing on a trampoline
4134,A dog is jumping on a trampoline
4135,A dog is bouncing on a trampoline
4135,A dog is jumping on a trampoline
4136,A man is doing back flips on a trampoline
4136,A man is jumping on a trampoline
4137,There is no man doing back flips on a trampoline
4137,A man is doing back flips on a trampoline
4138,Several boys are jumping on a trampoline
4138,Several kids are jumping on a trampoline
4139,There are no kids jumping on a trampoline
4139,Several kids are jumping on a trampoline
4140,Several boys are jumping on a trampoline
4140,A man is doing back flips on a trampoline
4141,A man is doing back flips on a trampoline
4141,There are no kids jumping on a trampoline
4142,Several kids are jumping on a trampoline
4142,A man is jumping on a trampoline
4143,There is no man doing back flips on a trampoline
4143,Several kids are jumping on a trampoline
4144,Several kids are jumping on a trampoline
4144,A man is doing back flips on a trampoline
4145,A woman is slicing an onion
4145,A woman is cutting an onion
4147,A woman is cutting meat
4147,A woman is slicing some meat
4148,A woman is cutting meat
4148,A woman is not cutting meat
4149,A woman is cutting an onion
4149,A woman is slicing some meat
4150,A woman is cutting an onion
4150,A woman is not cutting meat
4151,A woman is cutting meat
4151,A woman is slicing an onion
4152,A woman is cutting meat
4152,There is no woman cutting an onion
4153,A woman is cutting meat
4153,A woman is cutting an onion
4154,A man is playing a wooden flute
4154,A wooden flute is being played by a man
4155,A man is playing a wooden flute
4155,There is no man playing a wooden flute
4157,There is no man playing the piano
4157,A man is playing the piano
4158,The piano is being played by a man
4158,A man is playing a wooden flute
4159,There is no man playing the piano
4159,A man is playing a wooden flute
4160,A wooden flute is being played by a man
4160,A man is playing the piano
4161,There is no man playing a wooden flute
4161,A man is playing the piano
4162,A man is playing a wooden flute
4162,A man is playing the piano
4163,The man is cleaning the drawing on the board
4163,The man is erasing the drawing on the board
4164,The man is erasing the drawing on the board
4164,The woman is erasing the drawing on the board
4165,The man is erasing the other man's work from the board
4165,The man is erasing the other man's work from the panel
4166,The man is erasing the other man's work from the board
4166,The girl is erasing the other man's work from the board
4167,The man is erasing the drawing on the board
4167,The man is erasing the other man's work from the panel
4168,The man is erasing the drawing on the board
4168,The girl is erasing the other man's work from the board
4169,The man is cleaning the drawing on the board
4169,The man is erasing the other man's work from the board
4170,The woman is erasing the drawing on the board
4170,The man is erasing the other man's work from the board
4171,The man is erasing the other man's work from the board
4171,The man is erasing the drawing on the board
4172,A woman is cutting a vegetable
4172,A woman is slicing a vegetable
4173,There is no woman cutting a vegetable
4173,A woman is cutting a vegetable
4174,An eggplant is being sliced by a woman
4174,A woman is slicing an eggplant
4175,A woman is slicing an eggplant
4175,There is no woman slicing an eggplant
4176,An eggplant is being sliced by a woman
4176,A woman is cutting a vegetable
4177,There is no woman slicing an eggplant
4177,A woman is cutting a vegetable
4178,A woman is slicing an eggplant
4178,A woman is slicing a vegetable
4179,A woman is slicing an eggplant
4179,There is no woman cutting a vegetable
4180,A woman is slicing an eggplant
4180,A woman is cutting a vegetable
4181,A dog is eating a doll
4181,A dog is biting a doll
4182,There is no dog eating a doll
4182,A dog is eating a doll
4183,A dog is playing with a toy
4183,A dog is having fun with a toy
4184,A dog is playing with a toy
4184,There is no dog playing with a toy
4185,A dog is playing with a toy
4185,A kid is playing with a toy dog
4186,A dog is eating a doll
4186,A dog is having fun with a toy
4187,There is no dog playing with a toy
4187,A dog is eating a doll
4188,A dog is eating a doll
4188,A kid is playing with a toy dog
4189,A dog is playing with a toy
4189,A dog is biting a doll
4190,A dog is playing with a toy
4190,There is no dog eating a doll
4191,A dog is eating a doll
4191,A dog is playing with a toy
4192,A man is dancing
4192,A man is performing a dance
4193,A man is dancing
4193,There is no man dancing
4194,A man is praying fervently
4194,A man is praying
4195,There is no man praying
4195,A man is praying
4196,A man is dancing
4196,A man is praying fervently
4197,A man is dancing
4197,There is no man praying
4198,A man is performing a dance
4198,A man is praying
4199,A man is praying
4199,There is no man dancing
4200,A man is dancing
4200,A man is praying
4201,A man is slicing some bread
4201,A man is slicing bread
4202,There is no man slicing some bread
4202,A man is slicing some bread
4203,A man is cutting a slice of bread
4203,A person is slicing a piece of bread
4204,A person is slicing a piece of bread
4204,Nobody is slicing a piece of bread
4205,A man is slicing some bread
4205,A man is cutting a slice of bread
4206,Nobody is slicing a piece of bread
4206,A man is slicing some bread
4207,A man is slicing bread
4207,A person is slicing a piece of bread
4208,A person is slicing a piece of bread
4208,There is no man slicing some bread
4209,A man is slicing some bread
4209,A person is slicing a piece of bread
4210,A woman is stroking a lemur
4210,A lemur is being stroked by a woman
4211,There is no woman stroking a lemur
4211,A woman is stroking a lemur
4212,Someone is scratching the belly of an animal
4212,Someone is stroking the belly of an animal
4213,Someone is scratching the belly of an animal
4213,Someone is scratching the back of an animal
4214,Someone is stroking the belly of an animal
4214,A woman is stroking a lemur
4215,A woman is stroking a lemur
4215,Someone is scratching the back of an animal
4216,Someone is scratching the belly of an animal
4216,A lemur is being stroked by a woman
4217,Someone is scratching the belly of an animal
4217,There is no woman stroking a lemur
4218,A woman is stroking a lemur
4218,Someone is scratching the belly of an animal
4219,A lemur is eating quickly
4219,A lemur is eating
4220,A lemur is eating
4220,There is no lemur eating
4221,The animal with big eyes is voraciously eating
4221,The animal with big eyes is eating
4222,The animal with big eyes is sleeping
4222,The animal with big eyes is eating
4223,The animal with big eyes is voraciously eating
4223,A lemur is eating
4224,The animal with big eyes is sleeping
4224,A lemur is eating
4225,A lemur is eating quickly
4225,The animal with big eyes is eating
4226,The animal with big eyes is eating
4226,There is no lemur eating
4227,The animal with big eyes is eating
4227,A lemur is eating
4228,Guitar is being played by two men
4228,Two men are playing guitar
4229,Two men are playing guitar
4229,Two girls are playing guitar
4230,Two men are talking
4230,Two people are talking
4231,Two men are talking
4231,Two women are talking
4232,Two people are talking
4232,Two men are playing guitar
4233,Two women are talking
4233,Two men are playing guitar
4234,Guitar is being played by two men
4234,Two men are talking
4235,Two girls are playing guitar
4235,Two men are talking
4236,Two men are talking
4236,Two men are playing guitar
4237,A man is playing a flute
4237,A flute is being played by a man
4238,A man is playing a flute
4238,There is no man playing a flute
4240,There is no man playing an electronic keyboard
4240,A man is playing an electronic keyboard
4241,A man is playing a flute
4241,An electronic keyboard is being played by a man
4242,A man is playing a flute
4242,There is no man playing an electronic keyboard
4243,A flute is being played by a man
4243,A man is playing an electronic keyboard
4244,There is no man playing a flute
4244,A man is playing an electronic keyboard
4245,A man is playing a flute
4245,A man is playing an electronic keyboard
4246,A song is being sung by a clown
4246,A clown is singing
4247,There is no clown singing
4247,A clown is singing
4248,A clown is singing and people are dancing
4248,A costumed performer is singing and people are dancing
4249,There is no clown singing and people are not dancing
4249,A clown is singing and people are dancing
4250,People are singing and a clown is dancing
4250,A clown is singing and people are dancing
4251,A costumed performer is singing and people are dancing
4251,A clown is singing
4252,There is no clown singing and people are not dancing
4252,A clown is singing
4253,People are singing and a clown is dancing
4253,A clown is singing
4254,A clown is singing and people are dancing
4254,A song is being sung by a clown
4255,There is no clown singing
4255,A clown is singing and people are dancing
4256,A clown is singing and people are dancing
4256,A clown is singing
4257,The horse is being ridden by the girl
4257,The girl is riding the horse
4258,The girl is riding the horse
4258,The man is riding the horse
4259,The girl is spraying the plants with water
4259,The girl is watering the plants
4260,The girl is spraying the plants with water
4260,The boy is spraying the plants with water
4261,The girl is riding the horse
4261,The girl is watering the plants
4262,The girl is riding the horse
4262,The boy is spraying the plants with water
4263,The horse is being ridden by the girl
4263,The girl is spraying the plants with water
4264,The man is riding the horse
4264,The girl is spraying the plants with water
4265,The girl is spraying the plants with water
4265,The girl is riding the horse
4266,A man is rapidly chopping some mushrooms with a knife
4266,A man is quickly chopping some mushrooms with a knife
4267,There is no man rapidly chopping some mushrooms with a knife
4267,A man is rapidly chopping some mushrooms with a knife
4268,A person is quickly cutting mushrooms with a knife
4268,A person is quickly chopping mushrooms with a knife
4269,A person is not quickly chopping mushrooms with a knife
4269,A person is quickly chopping mushrooms with a knife
4270,A person is quickly cutting mushrooms with a knife
4270,A man is rapidly chopping some mushrooms with a knife
4271,A person is not quickly chopping mushrooms with a knife
4271,A man is rapidly chopping some mushrooms with a knife
4272,A man is quickly chopping some mushrooms with a knife
4272,A person is quickly chopping mushrooms with a knife
4273,A person is quickly chopping mushrooms with a knife
4273,There is no man rapidly chopping some mushrooms with a knife
4274,A person is quickly chopping mushrooms with a knife
4274,A man is rapidly chopping some mushrooms with a knife
4275,A man and a woman are shaking hands
4275,Two persons are shaking hands
4276,A man and a woman are shaking hands
4276,A man and a woman are not shaking hands
4277,An old woman is shaking hands with a man
4277,An woman that is old is shaking hands with a man
4278,An old woman is shaking hands with a man
4278,A young woman is shaking hands with a man
4279,An woman that is old is shaking hands with a man
4279,A man and a woman are shaking hands
4280,A young woman is shaking hands with a man
4280,A man and a woman are shaking hands
4281,An old woman is shaking hands with a man
4281,Two persons are shaking hands
4282,An old woman is shaking hands with a man
4282,A man and a woman are not shaking hands
4283,An old woman is shaking hands with a man
4283,A man and a woman are shaking hands
4284,A woman is chopping up an octopus
4284,A woman is cutting an octopus
4285,There is no woman chopping up an octopus
4285,A woman is chopping up an octopus
4286,The woman is slicing cooked octopus
4286,The woman is cutting cooked octopus
4287,The man is cutting cooked octopus
4287,The woman is cutting cooked octopus
4288,The woman is slicing cooked octopus
4288,A woman is chopping up an octopus
4289,The man is cutting cooked octopus
4289,A woman is chopping up an octopus
4290,The woman is cutting cooked octopus
4290,A woman is cutting an octopus
4291,There is no woman chopping up an octopus
4291,The woman is cutting cooked octopus
4292,The woman is cutting cooked octopus
4292,A woman is chopping up an octopus
4293,A plane is taking off
4293,An airplane is taking off
4294,A plane is landing
4294,A plane is taking off
4295,An airplane is taking off
4295,An aircraft is taking off
4296,An airplane is taking off
4296,There is no airplane taking off
4297,An aircraft is taking off
4297,A plane is taking off
4298,A plane is taking off
4298,There is no airplane taking off
4300,An airplane is taking off
4300,A plane is landing
4301,An airplane is taking off
4301,A plane is taking off
4302,A man is shooting guns
4302,A man is shooting a weapon
4303,A man is shooting guns
4303,There is no man shooting guns
4304,A woman is riding a horse
4304,A woman is riding an animal
4305,A woman is not riding a horse
4305,A woman is riding a horse
4306,A man is shooting guns
4306,A woman is riding an animal
4307,A man is shooting guns
4307,A woman is not riding a horse
4308,A man is shooting a weapon
4308,A woman is riding a horse
4309,A woman is riding a horse
4309,There is no man shooting guns
4310,A man is shooting guns
4310,A woman is riding a horse
4311,A man is cutting a potato
4311,A man is slicing a potato
4312,A man is cutting a potato
4312,There is no man cutting a potato
4313,A woman is slicing a tomato
4313,A woman is cutting a tomato
4314,A woman is cutting a tomato
4314,A man is cutting a tomato
4315,A woman is slicing a tomato
4315,A man is cutting a potato
4316,A man is cutting a potato
4316,A man is cutting a tomato
4317,A man is slicing a potato
4317,A woman is cutting a tomato
4318,There is no man cutting a potato
4318,A woman is cutting a tomato
4319,A woman is cutting a tomato
4319,A man is cutting a potato
4320,A man is making a sketch
4320,A man is drawing
4321,A man is drawing
4321,There is no man drawing
4322,A girl is drawing a man
4322,A man is drawing
4323,The man is drawing
4323,The man is painting
4324,The man is drawing
4324,The man is not drawing
4325,The man is drawing
4325,The woman is drawing a man
4326,The man is painting
4326,A man is drawing
4327,The man is not drawing
4327,A man is drawing
4328,The woman is drawing a man
4328,A man is drawing
4329,A man is making a sketch
4329,The man is drawing
4330,The man is drawing
4330,There is no man drawing
4331,The man is drawing
4331,A girl is drawing a man
4332,A man is drawing
4332,The man is drawing
4333,A woman is picking a can
4333,A woman is taking a can
4334,A man is picking a can
4334,A woman is picking a can
4337,A woman is picking a can
4337,A woman is cutting a tomato
4338,A woman is picking a can
4338,There is no woman slicing a tomato
4339,A woman is slicing a tomato
4339,A woman is taking a can
4340,A man is picking a can
4340,A woman is slicing a tomato
4341,A woman is picking a can
4341,A woman is slicing a tomato
4342,A man is eating a banana
4342,A man is eating a fruit
4343,A man is eating a banana
4343,There is no man eating a banana
4344,Someone is peeling a banana
4344,Someone is removing the peel of a banana
4345,Someone is peeling a banana
4345,There is no one peeling a banana
4346,A man is eating a banana
4346,Someone is removing the peel of a banana
4347,A man is eating a banana
4347,There is no one peeling a banana
4348,Someone is peeling a banana
4348,A man is eating a fruit
4349,There is no man eating a banana
4349,Someone is peeling a banana
4350,A man is eating a banana
4350,Someone is peeling a banana
4351,A dog is barking noisily
4351,A dog is barking
4352,There is no dog barking
4352,A dog is barking
4353,A jet is flying
4353,A plane is flying
4354,A jet is not flying
4354,A jet is flying
4355,A plane is flying
4355,A dog is barking
4356,A jet is not flying
4356,A dog is barking
4357,A dog is barking noisily
4357,A jet is flying
4358,A jet is flying
4358,There is no dog barking
4359,A jet is flying
4359,A dog is barking
4360,A man is cutting a note
4360,A man is cutting a paper
4361,A man is cutting a paper
4361,There is no man cutting a paper
4362,A man is cutting a paper
4362,A man is cutting himself with a piece of paper
4363,A person is tearing paper
4363,A person is tearing sheets
4364,A person is not tearing paper
4364,A person is tearing paper
4365,A person is tearing sheets
4365,A man is cutting a paper
4366,A man is cutting a paper
4366,A person is not tearing paper
4367,A man is cutting a note
4367,A person is tearing paper
4368,A person is tearing paper
4368,There is no man cutting a paper
4369,A man is cutting himself with a piece of paper
4369,A person is tearing paper
4370,A person is tearing paper
4370,A man is cutting a paper
4372,A man is not playing a guitar
4372,A man is playing a guitar
4373,Someone is playing a piano
4373,A piano is being played by someone
4374,Someone is playing a piano
4374,There is no one playing a piano
4375,A piano is being played by someone
4375,A man is playing a guitar
4376,A man is playing a guitar
4376,There is no one playing a piano
4377,Someone is playing a piano
4377,A guitar is being played by a man
4378,A man is not playing a guitar
4378,Someone is playing a piano
4379,A man is playing a guitar
4379,Someone is playing a piano
4380,A shoe is being tied by a man
4380,A man is tying a shoe
4382,A man is tying a shoe
4382,A man is tying the shoe
4383,There is no man tying a shoe
4383,A man is tying a shoe
4387,A man is untying a shoe
4387,A man is tying a shoe
4389,A guy is riding a horse
4389,A horse is being ridden by a guy
4390,A guy is not riding a horse
4390,A guy is riding a horse
4391,A man is riding a horse in the desert
4391,A man is riding a horse in a sandy land
4392,A man is riding a horse on the beach
4392,A man is riding a horse in the desert
4393,A man is riding a horse in a sandy land
4393,A guy is riding a horse
4394,A man is riding a horse on the beach
4394,A guy is riding a horse
4395,A man is riding a horse in the desert
4395,A horse is being ridden by a guy
4396,A guy is not riding a horse
4396,A man is riding a horse in the desert
4397,A man is riding a horse in the desert
4397,A guy is riding a horse
4398,A paper plate is being cut by a man
4398,A man is cutting a paper plate
4399,There is no man cutting a paper plate
4399,A man is cutting a paper plate
4400,A paper plate is being cut by the man
4400,The man is cutting a paper plate
4401,The man is not cutting a paper plate
4401,The man is cutting a paper plate
4402,A man is cutting a paper plate
4402,A paper plate is being cut by the man
4403,A man is cutting a paper plate
4403,The man is not cutting a paper plate
4404,A paper plate is being cut by a man
4404,The man is cutting a paper plate
4405,There is no man cutting a paper plate
4405,The man is cutting a paper plate
4406,A man is cutting a paper plate
4406,The man is cutting a paper plate
4407,Two men are competing in a tire rolling race
4407,Two men are racing in a tire rolling competition
4408,Two men are competing in a tire rolling race
4408,Two women are competing in a tire rolling race
4409,Two men in a race are flipping the tires of a tractor
4409,Two people in a race are flipping the tires of a tractor
4410,There are no people flipping the tires of a tractor
4410,Two people in a race are flipping the tires of a tractor
4411,Two men in a race are flipping the tires of a tractor
4411,Two men are competing in a tire rolling race
4412,There are no people flipping the tires of a tractor
4412,Two men are competing in a tire rolling race
4413,Two people in a race are flipping the tires of a tractor
4413,Two men are racing in a tire rolling competition
4414,Two people in a race are flipping the tires of a tractor
4414,Two women are competing in a tire rolling race
4415,Two men are competing in a tire rolling race
4415,Two people in a race are flipping the tires of a tractor
4416,An alligator is being patted on the mouth by a man
4416,A man is patting an alligator on the mouth
4417,There is no man patting an alligator on the mouth
4417,A man is patting an alligator on the mouth
4418,A person is dropping chopped vegetables into a pot on the stove
4418,Chopped vegetables are being dropped into a pot on the stove by a person
4419,A person is removing chopped vegetables from a pot on the stove
4419,A person is dropping chopped vegetables into a pot on the stove
4420,Chopped vegetables are being dropped into a pot on the stove by a person
4420,A man is patting an alligator on the mouth
4421,A person is removing chopped vegetables from a pot on the stove
4421,A man is patting an alligator on the mouth
4422,An alligator is being patted on the mouth by a man
4422,A person is dropping chopped vegetables into a pot on the stove
4423,A person is dropping chopped vegetables into a pot on the stove
4423,There is no man patting an alligator on the mouth
4424,A man is patting an alligator on the mouth
4424,A person is dropping chopped vegetables into a pot on the stove
4425,The men are having a conversation
4425,The men are talking
4426,The men are not talking
4426,The men are talking
4427,Some old women are talking
4427,Some women are talking
4428,Some women are talking
4428,Some women are not talking
4429,The men are talking
4429,Some old women are talking
4430,Some women are not talking
4430,The men are talking
4431,Some women are talking
4431,The men are having a conversation
4432,The men are not talking
4432,Some women are talking
4433,The men are talking
4433,Some women are talking
4434,A man is playing the guitar
4434,A man is playing an instrument
4436,A woman is putting on lipstick
4436,A woman is putting on makeup
4437,A woman is putting on lipstick
4437,There is no woman putting on lipstick
4438,A woman is putting on makeup
4438,A man is playing the guitar
4439,There is no woman putting on lipstick
4439,A man is playing the guitar
4440,A man is playing an instrument
4440,A woman is putting on lipstick
4441,There is no man playing the guitar
4441,A woman is putting on lipstick
4442,A man is playing the guitar
4442,A woman is putting on lipstick
4443,A man is singing to a girl
4443,A man is singing to a woman
4444,There is no man singing to a woman
4444,A man is singing to a woman
4445,A man is phoning
4445,A man is talking on the phone
4446,A man is talking on the phone
4446,A man is not talking on the phone
4447,A man is phoning
4447,A man is singing to a woman
4448,A man is singing to a woman
4448,A man is not talking on the phone
4449,A man is singing to a girl
4449,A man is talking on the phone
4450,There is no man singing to a woman
4450,A man is talking on the phone
4451,A man is singing to a woman
4451,A man is talking on the phone
4452,A rhino is grazing in a field
4452,A animal is grazing in a field
4453,A rhino is grazing in a field
4453,There is no rhino grazing in a field
4454,The rhino is grazing on the grass
4454,The rhino is being fed on the grass
4455,The rhino is grazing on the grass
4455,The rhino is not grazing on the grass
4456,The rhino is being fed on the grass
4456,A rhino is grazing in a field
4457,A rhino is grazing in a field
4457,The rhino is not grazing on the grass
4458,The rhino is grazing on the grass
4458,A animal is grazing in a field
4459,There is no rhino grazing in a field
4459,The rhino is grazing on the grass
4460,A rhino is grazing in a field
4460,The rhino is grazing on the grass
4461,A couple is running towards the ocean
4461,A couple is running towards the water
4462,There is no couple running towards the ocean
4462,A couple is running towards the ocean
4463,A man and a woman are running together and holding hands
4463,A couple is running and holding hands
4464,A man and a woman are running together and holding hands
4464,A man and a woman are standing together and holding hands
4465,A couple is running towards the ocean
4465,A couple is running and holding hands
4466,A couple is running towards the ocean
4466,A man and a woman are standing together and holding hands
4467,A couple is running towards the water
4467,A man and a woman are running together and holding hands
4468,A man and a woman are running together and holding hands
4468,There is no couple running towards the ocean
4469,A man and a woman are running together and holding hands
4469,A couple is running towards the ocean
4470,A man is kicking a soccer ball
4470,A man is kicking a ball
4471,A man is punching a soccer ball
4471,A man is kicking a soccer ball
4472,The content of a bowl is being mixed by a man
4472,A man is mixing the content of a bowl
4473,A man is mixing the content of a bowl
4473,A woman is mixing the content of a bowl
4474,A man is kicking a soccer ball
4474,The content of a bowl is being mixed by a man
4475,A man is kicking a soccer ball
4475,A woman is mixing the content of a bowl
4476,A man is kicking a ball
4476,A man is mixing the content of a bowl
4477,A man is punching a soccer ball
4477,A man is mixing the content of a bowl
4478,A man is mixing the content of a bowl
4478,A man is kicking a soccer ball
4479,The boy is playing the piano
4479,The boy is playing a musical instrument
4480,The boy is playing the piano
4480,The boy is not playing the piano
4481,The woman is pouring oil into the pan
4481,Oil is being poured into the pan by the woman
4482,The woman is not pouring oil into the pan
4482,The woman is pouring oil into the pan
4483,Oil is being poured into the pan by the woman
4483,The boy is playing the piano
4484,The woman is not pouring oil into the pan
4484,The boy is playing the piano
4485,The woman is pouring oil into the pan
4485,The boy is playing a musical instrument
4486,The boy is not playing the piano
4486,The woman is pouring oil into the pan
4487,The woman is pouring oil into the pan
4487,The boy is playing the piano
4488,A girl is brushing her hair
4488,A girl is combing her hair
4489,There is no girl brushing her hair
4489,A girl is brushing her hair
4490,A girl is brushing her hair
4490,A girl is styling her hair
4491,A girl is styling her hair
4491,A boy is styling his hair
4493,A girl is brushing her hair
4493,A boy is styling his hair
4494,A girl is combing her hair
4494,A girl is styling her hair
4495,There is no girl brushing her hair
4495,A girl is styling her hair
4496,A girl is styling her hair
4496,A girl is brushing her hair
4497,The doctors are healing a man
4497,The doctors are reviving a man
4498,The doctors are reviving a man
4498,The doctors are not reviving a man
4499,The patient is being helped by the doctor
4499,The doctor is helping the patient
4500,The doctor is not helping the patient
4500,The doctor is helping the patient
4501,The doctor is helping the patient
4501,The patient is helping the doctor
4502,The patient is being helped by the doctor
4502,The doctors are reviving a man
4503,The doctor is not helping the patient
4503,The doctors are reviving a man
4504,The patient is helping the doctor
4504,The doctors are reviving a man
4505,The doctors are healing a man
4505,The doctor is helping the patient
4506,The doctor is helping the patient
4506,The doctors are not reviving a man
4507,The doctors are reviving a man
4507,The doctor is helping the patient
4508,A woman is being massaged by a man
4508,A man is massaging a woman
4509,There is no man massaging a woman
4509,A man is massaging a woman
4510,A piece of wood is being screwed to a wall by a man
4510,A man is screwing a piece of wood to a wall
4511,There is no man screwing a piece of wood to a wall
4511,A man is screwing a piece of wood to a wall
4512,A piece of wood is being screwed to a wall by a man
4512,A man is massaging a woman
4513,A man is massaging a woman
4513,There is no man screwing a piece of wood to a wall
4514,A woman is being massaged by a man
4514,A man is screwing a piece of wood to a wall
4515,A man is screwing a piece of wood to a wall
4515,There is no man massaging a woman
4516,A man is massaging a woman
4516,A man is screwing a piece of wood to a wall
4518,There is no man playing a flute
4518,A man is playing a flute
4521,A man is playing a flute
4521,A guitar is being played by a man
4522,A man is playing a flute
4522,There is no man playing a guitar
4523,A man is playing a guitar
4523,A flute is being played by a man
4524,A man is playing a guitar
4524,There is no man playing a flute
4525,A man is playing a flute
4525,A man is playing a guitar
4527,There is no man driving a car
4527,A man is driving a car
4528,A man is riding a horse
4528,A man is riding an animal
4529,A man is riding a horse
4529,There is no man riding a horse
4530,A man is riding an animal
4530,A man is driving a car
4531,A man is driving a car
4531,There is no man riding a horse
4532,A man is riding a horse
4532,A man is driving a vehicle
4533,A man is riding a horse
4533,There is no man driving a car
4534,A man is driving a car
4534,A man is riding a horse
4535,A cat is crawling under a piece of furniture
4535,An animal is crawling under a piece of furniture
4536,A cat is not crawling under a piece of furniture
4536,A cat is crawling under a piece of furniture
4537,A cat is sliding upside down under a sofa
4537,A cat is sliding upside down under a couch
4538,There is no cat sliding upside down under a couch
4538,A cat is sliding upside down under a couch
4539,A cat is sliding upside down under a sofa
4539,A cat is crawling under a piece of furniture
4540,A cat is crawling under a piece of furniture
4540,There is no cat sliding upside down under a couch
4541,A cat is sliding upside down under a couch
4541,An animal is crawling under a piece of furniture
4542,A cat is sliding upside down under a couch
4542,A cat is not crawling under a piece of furniture
4543,A cat is crawling under a piece of furniture
4543,A cat is sliding upside down under a couch
4547,A woman is riding a horse
4547,There is no woman riding a horse
4548,A man is riding a horse
4548,A horse is being ridden by a woman
4549,A man is riding a horse
4549,There is no woman riding a horse
4550,A horse is being ridden by a man
4550,A woman is riding a horse
4551,There is no man riding a horse
4551,A woman is riding a horse
4552,A man is riding a horse
4552,A woman is riding a horse
4553,A man is emptying a container made of plastic
4553,A man is emptying a plastic container
4554,A man is emptying a plastic container
4554,A man is filling a plastic container
4555,A container is being shaken over a sink in the kitchen by a man
4555,A man is shaking a container over a sink in the kitchen
4556,A man is shaking a container over a sink in the kitchen
4556,There is no man shaking a container over a sink in the kitchen
4557,A man is emptying a plastic container
4557,A container is being shaken over a sink in the kitchen by a man
4558,There is no man shaking a container over a sink in the kitchen
4558,A man is emptying a plastic container
4559,A man is shaking a container over a sink in the kitchen
4559,A man is emptying a container made of plastic
4560,A man is shaking a container over a sink in the kitchen
4560,A man is filling a plastic container
4561,A man is shaking a container over a sink in the kitchen
4561,A man is emptying a plastic container
4562,Some men are fighting
4562,A group of men is fighting
4563,Some men are fighting
4563,There are no men fighting
4564,Two men are battling
4564,Two men are fighting
4565,Two men are not fighting
4565,Two men are fighting
4566,Two men are battling
4566,Some men are fighting
4567,Two men are not fighting
4567,Some men are fighting
4568,A group of men is fighting
4568,Two men are fighting
4569,There are no men fighting
4569,Two men are fighting
4570,Two men are fighting
4570,Some men are fighting
4571,A couple of policewomen are singing karaoke
4571,A couple of policewomen are singing
4572,There is no policewoman singing at karaoke
4572,A couple of policewomen are singing karaoke
4573,Two women are happily dancing
4573,Two women are dancing
4574,Two women are dancing
4574,Two women are not dancing
4575,Two women are happily dancing
4575,A couple of policewomen are singing karaoke
4576,A couple of policewomen are singing karaoke
4576,Two women are not dancing
4577,A couple of policewomen are singing
4577,Two women are dancing
4578,Two women are dancing
4578,There is no policewoman singing at karaoke
4579,Two women are dancing
4579,A couple of policewomen are singing karaoke
4580,A horse is being ridden by a woman
4580,A woman is riding a horse
4582,A woman is riding a horse
4582,An animal is being ridden by a woman
4584,An animal is being ridden by a woman
4584,A woman is riding a horse
4586,A woman is riding a horse
4586,A horse is being ridden by a woman
4587,A woman is riding a horse
4587,A woman is not riding a horse
4589,A hamster is singing
4589,A small animal is singing
4590,There is no hamster singing
4590,A hamster is singing
4591,Some onions are being cut by a person
4591,A person is slicing some onions
4592,A person is slicing some onions
4592,A person is not slicing some onions
4593,Some onions are being cut by a person
4593,A hamster is singing
4594,A person is not slicing some onions
4594,A hamster is singing
4595,A small animal is singing
4595,A person is slicing some onions
4596,There is no hamster singing
4596,A person is slicing some onions
4597,A person is slicing some onions
4597,A hamster is singing
4598,A man is playing a guitar
4598,A guitar is being played by a man
4600,A man is singing and playing a guitar
4600,A man is performing with a guitar
4601,There is no man singing and playing a guitar
4601,A man is singing and playing a guitar
4602,A man is performing with a guitar
4602,A man is playing a guitar
4603,There is no man singing and playing a guitar
4603,A man is playing a guitar
4604,A man is singing and playing a guitar
4604,A guitar is being played by a man
4606,A man is singing and playing a guitar
4606,A man is playing a guitar
4607,A man is driving a car
4607,A car is being driven by a man
4608,A man is driving a car
4608,There is no man driving a car
4611,A man is driving a car
4611,A man is driving a vehicle
4613,A car is being driven by a man
4613,A man is driving a car
4616,A boy is cutting grass with scissors
4616,A kid is cutting grass with scissors
