pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set	A:sentence_A,B:sentence_B,
5427	There is no man reading the email	A man is reading the email	CONTRADICTION	3.365	A_contradicts_B	B_contradicts_A	a man is reading his email	a man is reading his email	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
5428	Someone is checking the email	Someone is reading the email	ENTAILMENT	4.4	A_entails_B	B_neutral_A	someone is reading an email	someone is reading an email	SEMEVAL	SEMEVAL	TEST	A:checking,B:reading,
5429	Someone is reading the email	Someone is not reading the email	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	someone is reading an email	someone is reading an email	SEMEVAL	SEMEVAL	TRAIN	B:not,
5432	Someone is reading the email	A person is reading the email	ENTAILMENT	4.8	A_entails_B	B_entails_A	someone is reading an email	a man is reading his email	SEMEVAL	SEMEVAL	TRAIN	A:Someone,B:person,
5434	A man is reading the email	Someone is reading the email	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a man is reading his email	someone is reading an email	SEMEVAL	SEMEVAL	TRAIN	A:man,B:Someone,
5438	Two pandas are not lying together	Two pandas are lying together	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	two pandas are laying together	two pandas are laying together	SEMEVAL	SEMEVAL	TEST	A:not,
5445	A woman is cooking fish	There is no woman cooking fish	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a woman is cooking fish	a woman is cooking fish	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5447	A woman is frying fish	A woman is not frying fish	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a woman is frying fish	a woman is frying fish	SEMEVAL	SEMEVAL	TRAIN	B:not,
5452	A woman is frying fish	A woman is cooking fish	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a woman is cooking fish	a woman is frying fish	SEMEVAL	SEMEVAL	TEST	A:frying,B:cooking,
5453	A man is playing a flute	A man is playing an instrument	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is playing a flute	a man is playing a flute	SEMEVAL	SEMEVAL	TEST	A:flute,B:instrument,
5454	A man is playing a flute	A man is not playing a flute	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a man is playing a flute	a man is playing a flute	SEMEVAL	SEMEVAL	TRIAL	B:not,
5458	A man is playing a flute	A man is playing the flute	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is playing a flute	a woman is playing the flute	SEMEVAL	SEMEVAL	TRAIN	
5462	A boy is mowing the lawn	A guy is mowing the lawn	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a guy is mowing the lawn	a guy is mowing the lawn	SEMEVAL	SEMEVAL	TRAIN	A:boy,B:guy,
5463	A guy is mowing the lawn	There is no guy mowing the lawn	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a guy is mowing the lawn	a guy is mowing the lawn	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5465	There is no man mowing grass	A man is mowing grass	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a man is mowing grass	a man is mowing grass	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
5471	A person is frying meat in a pan	A person is frying food in a pan	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a person is frying meat in a pan	a person is frying meat in a pan	SEMEVAL	SEMEVAL	TRAIN	A:meat,B:food,
5472	A person is frying meat in a pan	A person is not frying meat in a pan	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a person is frying meat in a pan	a person is frying meat in a pan	SEMEVAL	SEMEVAL	TEST	B:not,
5474	A person is not holding a skunk	A person is holding a skunk	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a person is holding a skunk	a person is holding a skunk	SEMEVAL	SEMEVAL	TRAIN	A:not,
5480	The lady is cracking an egg into a bowl	The lady is cracking an egg into a dish	ENTAILMENT	4.5	A_entails_B	B_contradicts_A	the lady cracked an egg into a bowl	the lady cracked an egg into a bowl	SEMEVAL	SEMEVAL	TRAIN	A:bowl,B:dish,
5482	The man is cracking eggs into a bowl	The person is cracking eggs into a bowl	ENTAILMENT	4.5	A_entails_B	B_neutral_A	the man is cracking eggs into a bowl	the man is cracking eggs into a bowl	SEMEVAL	SEMEVAL	TEST	A:man,B:person,
5489	A man is cutting tomatoes	A man is slicing tomatoes	ENTAILMENT	5	A_entails_B	B_entails_A	a man is cutting tomatoes	a man is cutting tomatoes	SEMEVAL	SEMEVAL	TRAIN	A:cutting,B:slicing,
5490	There is no man cutting tomatoes	A man is cutting tomatoes	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a man is cutting tomatoes	a man is cutting tomatoes	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
5492	A woman is not cutting broccoli	A woman is cutting broccoli	CONTRADICTION	2.9	A_contradicts_B	B_contradicts_A	a woman is cutting broccoli	a woman is cutting broccoli	SEMEVAL	SEMEVAL	TRAIN	A:not,
5498	A woman is cutting a lemon	A woman is cutting fruit	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a woman is cutting a lemon	a woman is cutting a lemon	SEMEVAL	SEMEVAL	TRIAL	A:lemon,B:fruit,
5500	A woman is firing a rifle	A woman is firing a weapon	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a woman is firing a rifle	a woman is firing a rifle	SEMEVAL	SEMEVAL	TRAIN	A:rifle,B:weapon,
5501	There is no woman firing a rifle	A woman is firing a rifle	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a woman is firing a rifle	a woman is firing a rifle	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
5509	A man is playing the drums	A man is playing the instrument	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a man is playing the drums	a man is playing the drums	SEMEVAL	SEMEVAL	TEST	A:drums,B:instrument,
5511	A man is playing guitar	A man is playing the instrument	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a man is playing the drums	a man is playing guitar	SEMEVAL	SEMEVAL	TEST	A:guitar,B:instrument,
5517	A man is not drawing on a digital dry erase board	A man is drawing on a digital dry erase board	CONTRADICTION	3.015	A_contradicts_B	B_contradicts_A	a man is drawing on a digital dry erase board	a man is drawing on a digital dry erase board	SEMEVAL	SEMEVAL	TEST	A:not,
5518	A man is drawing some figures	A person is drawing some figures	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a man is drawing some figures	a man is drawing some figures	SEMEVAL	SEMEVAL	TRAIN	A:man,B:person,
5525	A woman is cutting onions	A woman is chopping onions	ENTAILMENT	4.5	A_entails_B	B_entails_A	a woman is cutting onions	a woman is cutting onions	SEMEVAL	SEMEVAL	TRAIN	A:cutting,B:chopping,
5526	A woman is cutting onions	There is no woman cutting onions	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a woman is cutting onions	a woman is cutting onions	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5527	A woman is slicing tofu	A woman is cutting tofu	ENTAILMENT	4.8	A_entails_B	B_entails_A	a woman is cutting tofu	a woman is cutting tofu	SEMEVAL	SEMEVAL	TEST	A:slicing,B:cutting,
5528	A woman is cutting tofu	A woman is not cutting tofu	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a woman is cutting tofu	a woman is cutting tofu	SEMEVAL	SEMEVAL	TEST	B:not,
5535	A group of people are not dancing at a concert	A group of people are dancing at a concert	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a group of people are dancing in concert	a group of people are dancing in concert	SEMEVAL	SEMEVAL	TRAIN	A:not,
5536	A group of people are marching	A group of people are walking	ENTAILMENT	3.9	A_entails_B	B_neutral_A	a group of people are marching in place	a group of people are marching in place	SEMEVAL	SEMEVAL	TEST	A:marching,B:walking,
5543	A man is working on the laptop	A man is working on the computer	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a man is working on his laptop	a man is working on his laptop	SEMEVAL	SEMEVAL	TEST	A:laptop,B:computer,
5544	There is no man working on the laptop	A man is working on the laptop	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a man is working on his laptop	a man is working on his laptop	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
5545	The man is feeding the snake with a mouse	The man is feeding the snake with an animal	ENTAILMENT	4.635	A_entails_B	B_neutral_A	the man is trying to feed the snake with a mouse	the man is trying to feed the snake with a mouse	SEMEVAL	SEMEVAL	TRAIN	A:mouse,B:animal,
5546	The man is feeding the snake with a mouse	The man is not feeding the snake with a mouse	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	the man is trying to feed the snake with a mouse	the man is trying to feed the snake with a mouse	SEMEVAL	SEMEVAL	TRAIN	B:not,
5552	A boy is playing on a toy phone	A boy is playing on a toy	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a boy is playing on a toy phone	a boy is playing on a toy phone	SEMEVAL	SEMEVAL	TRAIN	A:phone,
5554	The man is aiming a gun	The man is handling a gun	ENTAILMENT	4.3	A_entails_B	B_neutral_A	the man is aiming a gun	the man is aiming a gun	SEMEVAL	SEMEVAL	TRAIN	A:aiming,B:handling,
5555	The man is aiming a gun	The man is drawing a gun	ENTAILMENT	4.2	A_entails_B	B_contradicts_A	the man is aiming a gun	the man is aiming a gun	SEMEVAL	SEMEVAL	TRAIN	A:aiming,B:drawing,
5562	There is no girl riding a horse	A girl is riding a horse	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	a girl is riding a horse	a girl is riding a horse	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
5563	The girl is trotting on the horse	The person is trotting on the horse	ENTAILMENT	4.1	A_entails_B	B_neutral_A	the girl trotted the horse	the girl trotted the horse	SEMEVAL	SEMEVAL	TRAIN	A:girl,B:person,
5570	A man is breaking a slab of concrete with a sledge hammer	A man is breaking a block of concrete with a sledge hammer	ENTAILMENT	4.7	A_entails_B	B_entails_A	a man breaks a slab of concrete that is lying on a prone man with a sledge hammer	a man breaks a slab of concrete that is lying on a prone man with a sledge hammer	SEMEVAL	SEMEVAL	TEST	A:slab,B:block,
5571	A man is breaking a slab of concrete with a sledge hammer	There is no man breaking a slab of concrete with a sledge hammer	CONTRADICTION	4.5	A_contradicts_B	B_contradicts_A	a man breaks a slab of concrete that is lying on a prone man with a sledge hammer	a man breaks a slab of concrete that is lying on a prone man with a sledge hammer	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5579	A dog is barking at a ball	An animal is barking at a ball	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a dog is barking at a ball	a dog is barking at a ball	SEMEVAL	SEMEVAL	TEST	A:dog,B:animal,
5580	A dog is barking at a ball	There is no dog barking at a ball	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a dog is barking at a ball	a dog is barking at a ball	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5581	A dog is swimming after a tennis ball	A dog is swimming after a ball	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a dog swims after a tennis ball	a dog swims after a tennis ball	SEMEVAL	SEMEVAL	TEST	A:tennis,
5591	A woman is eating a cupcake	A woman is not eating a cupcake	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a woman is eating a cupcake	a woman is eating a cupcake	SEMEVAL	SEMEVAL	TRAIN	B:not,
5597	A man is talking	A man is speaking	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is speaking	a man is speaking	SEMEVAL	SEMEVAL	TEST	A:talking,B:speaking,
5598	A man is speaking	There is no man speaking	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	a man is speaking	a man is speaking	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5599	A man is spitting	A person is spitting	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a man is spitting	a man is spitting	SEMEVAL	SEMEVAL	TEST	A:man,B:person,
5600	There is no man spitting	A man is spitting	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a man is spitting	a man is spitting	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
5606	A man is playing keyboards	A man is playing an instrument	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a man is playing keyboards	a man is playing keyboards	SEMEVAL	SEMEVAL	TEST	A:keyboards,B:instrument,
5607	A man is playing keyboards	A man is not playing keyboards	CONTRADICTION	3.85	A_contradicts_B	B_contradicts_A	a man is playing keyboards	a man is playing keyboards	SEMEVAL	SEMEVAL	TRAIN	B:not,
5615	A man is cutting a boot with a sword	A man is cutting a boot with a blade	ENTAILMENT	4.7	A_entails_B	B_entails_A	a man is cutting a boot with a sword	a man is cutting a boot with a sword	SEMEVAL	SEMEVAL	TRAIN	A:sword,B:blade,
5616	A man is cutting a boot with a sword	There is no man cutting a boot with a sword	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a man is cutting a boot with a sword	a man is cutting a boot with a sword	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5617	A person is severing the toe of an empty leather boot with a sword	A man is severing the toe of an empty leather boot with a sword	ENTAILMENT	4.815	A_entails_B	B_entails_A	a man severs the toe of an empty leather boot using a sword	a man severs the toe of an empty leather boot using a sword	SEMEVAL	SEMEVAL	TRAIN	A:person,B:man,
5626	A man is wiping the edge of a bowl	A man is cleaning the edge of a bowl	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is wiping the edge of a bowl off	a man is wiping the edge of a bowl off	SEMEVAL	SEMEVAL	TEST	A:wiping,B:cleaning,
5627	A man is wiping the edge of a bowl	There is no man wiping the edge of a bowl	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a man is wiping the edge of a bowl off	a man is wiping the edge of a bowl off	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5643	Nobody is stirring a pot of chili with a spoon	Someone is stirring a pot of chili with a spoon	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	someone is stirring a pot of chili with a spoon	someone is stirring a pot of chili with a spoon	SEMEVAL	SEMEVAL	TRAIN	A:Nobody,B:Someone,
5644	Someone is stirring chili in a kettle	Someone is stirring chili in a pot	ENTAILMENT	4.2	A_entails_B	B_neutral_A	someone is stirring chili in a kettle	someone is stirring chili in a kettle	SEMEVAL	SEMEVAL	TEST	A:kettle,B:pot,
5645	Someone is not stirring chili in a kettle	Someone is stirring chili in a kettle	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	someone is stirring chili in a kettle	someone is stirring chili in a kettle	SEMEVAL	SEMEVAL	TRAIN	A:not,
5652	A person is eating at a table	A person is not eating at a table	CONTRADICTION	3.95	A_contradicts_B	B_contradicts_A	a person is eating at a table	a person is eating at a table	SEMEVAL	SEMEVAL	TEST	B:not,
5653	A man is making a bed	A person is making a bed	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a person is making a bed	a person is making a bed	SEMEVAL	SEMEVAL	TRAIN	A:man,B:person,
5654	A person is not making a bed	A person is making a bed	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	a person is making a bed	a person is making a bed	SEMEVAL	SEMEVAL	TEST	A:not,
5660	A cat is playing with a small bottle	An animal is playing with a small bottle	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a cat plays with a small bottle	a cat plays with a small bottle	SEMEVAL	SEMEVAL	TEST	A:cat,B:animal,
5669	A small dog is lying on the bed	A small dog is lying on a bed	ENTAILMENT	5	A_entails_B	B_entails_A	a small dog is laying on a bed	a small dog is laying on a bed	SEMEVAL	SEMEVAL	TEST	
5671	A small dog is lying on the bed	A small animal is lying on the bed	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a small dog laying on the bed	a small dog laying on the bed	SEMEVAL	SEMEVAL	TRAIN	A:dog,B:animal,
5673	A small dog is lying on a bed	A small animal is lying on the bed	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a small dog is laying on a bed	a small dog laying on the bed	SEMEVAL	SEMEVAL	TEST	A:dog,B:animal,
5677	A small dog is lying on a bed	A small dog is lying on the bed	ENTAILMENT	5	A_entails_B	B_entails_A	a small dog is laying on a bed	a small dog laying on the bed	SEMEVAL	SEMEVAL	TRAIN	
5678	A woman is cutting butter	A woman is slicing butter	ENTAILMENT	4.7	A_entails_B	B_entails_A	a woman is slicing butter	a woman is slicing butter	SEMEVAL	SEMEVAL	TRAIN	A:cutting,B:slicing,
5681	There is no woman slicing tofu	A woman is slicing tofu	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a woman slices tofu	a woman slices tofu	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
5688	The man is not playing the guitar	The man is playing the guitar	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	the man is playing the guitar	the man is playing the guitar	SEMEVAL	SEMEVAL	TEST	A:not,
5689	The man is playing with a skull	The person is playing with a skull	ENTAILMENT	4.8	A_entails_B	B_neutral_A	the man is playing with a skull	the man is playing with a skull	SEMEVAL	SEMEVAL	TEST	A:man,B:person,
5690	There is no man playing with a skull	The man is playing with a skull	CONTRADICTION	2.3	A_contradicts_B	B_contradicts_A	the man is playing with a skull	the man is playing with a skull	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
5697	There is no man putting some cheese on a pizza	A man is putting some cheese on a pizza	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a man puts some cheese on a pizza	a man puts some cheese on a pizza	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
5699	The man is sprinkling cheese on the pizza	There is no man sprinkling cheese on the pizza	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	the man sprinkled cheese on the pizza	the man sprinkled cheese on the pizza	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5704	The man is sprinkling cheese on the pizza	A man is putting some cheese on a pizza	ENTAILMENT	4.7	A_entails_B	B_entails_A	a man puts some cheese on a pizza	the man sprinkled cheese on the pizza	SEMEVAL	SEMEVAL	TEST	A:sprinkling,B:putting,
5705	A man is firing a shotgun	A man is firing a gun	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a man is firing a shot gun	a man is firing a shot gun	SEMEVAL	SEMEVAL	TEST	A:shotgun,B:gun,
5707	A man is shooting a shotgun	A man is shooting a weapon	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a man shoots a shotgun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TEST	A:shotgun,B:weapon,
5708	A man is shooting a shotgun	There is no man shooting a shotgun	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a man shoots a shotgun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5713	A man is shooting a shotgun	A man is firing a shotgun	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is firing a shot gun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TEST	A:shooting,B:firing,
5714	A famous singer is dancing on the ceiling	A great singer is dancing on the ceiling	ENTAILMENT	4.3	A_entails_B	B_neutral_A	lionel richie is dancing on the ceiling	lionel richie is dancing on the ceiling	SEMEVAL	SEMEVAL	TEST	A:famous,B:great,
5715	There is no famous singer dancing on the ceiling	A famous singer is dancing on the ceiling	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	lionel richie is dancing on the ceiling	lionel richie is dancing on the ceiling	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
5716	A man is dancing on the ceiling	A person is dancing on the ceiling	ENTAILMENT	4.5	A_entails_B	B_neutral_A	lionel ritchie dances while standing on the ceiling	lionel ritchie dances while standing on the ceiling	SEMEVAL	SEMEVAL	TEST	A:man,B:person,
5724	A cow is eating grass	A cow is not eating grass	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a cow is eating grass	a cow is eating grass	SEMEVAL	SEMEVAL	TEST	B:not,
5726	A cow is not eating hay	A cow is eating hay	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a cow is eating hay	a cow is eating hay	SEMEVAL	SEMEVAL	TEST	A:not,
5731	A cow is eating grass	A cow is eating hay	ENTAILMENT	4.2	A_entails_B	B_contradicts_A	a cow is eating grass	a cow is eating hay	SEMEVAL	SEMEVAL	TEST	A:grass,B:hay,
5734	A woman is dancing gracefully	A woman is dancing	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a woman is dancing	a woman is dancing	SEMEVAL	SEMEVAL	TEST	A:gracefully,
5741	A baby is playing with a doll	A baby is playing with a toy	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a baby is playing with a doll	a baby is playing with a doll	SEMEVAL	SEMEVAL	TRAIN	A:doll,B:toy,
5742	A baby is not playing with a doll	A baby is playing with a doll	CONTRADICTION	3.85	A_contradicts_B	B_contradicts_A	a baby is playing with a doll	a baby is playing with a doll	SEMEVAL	SEMEVAL	TRAIN	A:not,
5743	A tiger cub is playing with a ball	A baby tiger is playing with a ball	ENTAILMENT	4.9	A_entails_B	B_entails_A	a baby tiger is playing with a ball	a baby tiger is playing with a ball	SEMEVAL	SEMEVAL	TEST	A:cub,B:baby,
5744	A baby tiger is playing with a ball	There is no baby tiger playing with a ball	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a baby tiger is playing with a ball	a baby tiger is playing with a ball	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5750	The man is playing a game on a lawn	The man is playing a game on the grass	ENTAILMENT	4.2	A_entails_B	B_entails_A	the men played follow the leader on the grass	the men played follow the leader on the grass	SEMEVAL	SEMEVAL	TRAIN	A:lawn,B:grass,
5751	The man is playing a game on the grass	There is no man playing a game on the grass	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	the men played follow the leader on the grass	the men played follow the leader on the grass	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5752	The rhino is grazing on the grass	The animal is grazing on the grass	ENTAILMENT	4.4	A_entails_B	B_neutral_A	the rhino grazed on the grass	the rhino grazed on the grass	SEMEVAL	SEMEVAL	TRAIN	A:rhino,B:animal,
5753	The rhino is grazing on the grass	There is no rhino grazing on the grass	CONTRADICTION	2.8	A_contradicts_B	B_contradicts_A	the rhino grazed on the grass	the rhino grazed on the grass	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5761	A woman is talking to a man	A man is talking to a woman	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is talking to a woman	a man is talking to a woman	SEMEVAL	SEMEVAL	TRAIN	
5762	A woman is cracking eggs	A woman is breaking eggs	ENTAILMENT	4.8	A_entails_B	B_entails_A	a woman is cracking eggs	a woman is cracking eggs	SEMEVAL	SEMEVAL	TRAIN	A:cracking,B:breaking,
5771	A man is riding a bicycle	A man is not riding a bicycle	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	a man is riding a bicycle	a man is riding a bicycle	SEMEVAL	SEMEVAL	TEST	B:not,
5772	A man is riding an electric bicycle	A person is riding an electric bicycle	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is riding an electric bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TRAIN	A:man,B:person,
5773	A man is riding an electric bicycle	There is no man riding an electric bicycle	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a man is riding an electric bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5777	A man is riding an electric bicycle	A man is not riding a bicycle	CONTRADICTION	2.6	A_contradicts_B	B_contradicts_A	a man is riding an electric bicycle	a man is riding a bicycle	SEMEVAL	SEMEVAL	TRAIN	A:electric,B:not,
5778	A man is riding an electric bicycle	A man is riding a bicycle	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a man is riding a bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TEST	A:electric,
5779	A cat is jumping into a container	A cat is jumping into a box	ENTAILMENT	4.4	A_entails_B	B_entails_A	a cat is jumping into a box	a cat is jumping into a box	SEMEVAL	SEMEVAL	TRAIN	A:container,B:box,
5789	There is no man cutting a fish	A man is cutting a fish	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a man is cutting up a fish	a man is cutting up a fish	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
5796	A man is slicing a fish	A man is cutting a fish	ENTAILMENT	4.7	A_entails_B	B_entails_A	a man is cutting up a fish	a man is slicing open a fish	SEMEVAL	SEMEVAL	TEST	A:slicing,B:cutting,
5797	A person is frying some food	A person is cooking some food	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a person is frying	a person is frying	SEMEVAL	SEMEVAL	TRAIN	A:frying,B:cooking,
5798	A person is not frying	A person is frying some food	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a person is frying	a person is frying	SEMEVAL	SEMEVAL	TEST	A:not,B:food,
5800	A person is peeling a potato	There is no person peeling a potato	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a person is peeling a potato	a person is peeling a potato	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5806	A man is rowing a canoe	A man is rowing a boat	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a man is rowing a boat	a man is rowing a boat	SEMEVAL	SEMEVAL	TRIAL	A:canoe,B:boat,
5808	A man is shooting with a gun	A man is shooting with a weapon	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a man is shooting off a gun	a man is shooting off a gun	SEMEVAL	SEMEVAL	TEST	A:gun,B:weapon,
5809	A man is shooting with a bow	A man is shooting with a gun	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a man is shooting off a gun	a man is shooting off a gun	SEMEVAL	SEMEVAL	TEST	A:bow,B:gun,
5815	A woman is cutting a tomato	A woman is slicing a tomato	ENTAILMENT	4.8	A_entails_B	B_entails_A	a woman is cutting a tomatoe	a woman is cutting a tomatoe	SEMEVAL	SEMEVAL	TRAIN	A:cutting,B:slicing,
5818	A woman is dancing near a fire	There is no woman dancing near a fire	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a woman is dancing near a fire	a woman is dancing near a fire	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5834	A man is diving off a cliff	There is no man diving off a cliff	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a man dives off of a cliff	a man dives off of a cliff	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5842	The man is playing the guitar	The man is playing the instrument	ENTAILMENT	4.4	A_entails_B	B_entails_A	the man is playing the guitar	the man is playing the guitar	SEMEVAL	SEMEVAL	TRAIN	A:guitar,B:instrument,
5844	The man is playing the guitar	The person is playing the guitar	ENTAILMENT	4.5	A_entails_B	B_neutral_A	the man played his guitar	the man played his guitar	SEMEVAL	SEMEVAL	TEST	A:man,B:person,
5845	There is no man playing the guitar	The man is playing the guitar	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	the man played his guitar	the man played his guitar	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
5847	The man is playing the guitar	There is no man playing the guitar	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	the man is playing the guitar	the man played his guitar	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5853	Someone is stirring noodles in the water	Someone is stirring food in the water	ENTAILMENT	4.5	A_entails_B	B_neutral_A	someone is sitring noodles in water	someone is sitring noodles in water	SEMEVAL	SEMEVAL	TRAIN	A:noodles,B:food,
5854	Someone is stirring noodles in the water	Nobody is stirring noodles in the water	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	someone is sitring noodles in water	someone is sitring noodles in water	SEMEVAL	SEMEVAL	TEST	A:Someone,B:Nobody,
5869	A lemur is biting a person's finger	An animal is biting a person's finger	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a slow loris is biting a persons finger	a slow loris is biting a persons finger	SEMEVAL	SEMEVAL	TEST	A:lemur,B:animal,
5875	An animal is biting a person's finger	An animal is biting someone's finger	ENTAILMENT	5	A_entails_B	B_entails_A	an animal is biting a persons finger	a slow loris is biting a persons finger	SEMEVAL	SEMEVAL	TRAIN	A:person's,B:someone's,
