pair_ID,sentence_A,sentence_B,entailment_label,relatedness_score,entailment_AB,entailment_BA,sentence_A_original,sentence_B_original,sentence_A_dataset,sentence_B_dataset,SemEval_set	[sentence_A, sentence_B]
5686,A woman is slicing tofu,A woman is slicing butter,NEUTRAL,3.4,A_neutral_B,B_neutral_A,a woman is slicing butter,a woman slices tofu,SEMEVAL,SEMEVAL,TEST	[tofu, butter]
5698,The cook is sprinkling cheese on the pizza,The man is sprinkling cheese on the pizza,NEUTRAL,4,A_neutral_B,B_neutral_A,the man sprinkled cheese on the pizza,the man sprinkled cheese on the pizza,SEMEVAL,SEMEVAL,TRIAL	[cook, man]
5717,A man is dancing on the floor,A man is dancing on the ceiling,NEUTRAL,3.6,A_neutral_B,B_neutral_A,lionel ritchie dances while standing on the ceiling,lionel ritchie dances while standing on the ceiling,SEMEVAL,SEMEVAL,TRAIN	[floor, ceiling]
5733,A man is puking,A man is eating,NEUTRAL,2.3,A_neutral_B,B_neutral_A,a man is eating,a man is eating,SEMEVAL,SEMEVAL,TRAIN	[puking, eating]
5735,A woman is dancing,A woman is sleeping,NEUTRAL,3,A_neutral_B,B_neutral_A,a woman is dancing,a woman is dancing,SEMEVAL,SEMEVAL,TEST	[dancing, sleeping]
5763,A man is cracking eggs,A woman is cracking eggs,NEUTRAL,3.6,A_neutral_B,B_neutral_A,a woman is cracking eggs,a woman is cracking eggs,SEMEVAL,SEMEVAL,TEST	[man, woman]
5780,A dog is jumping into a box,A cat is jumping into a box,NEUTRAL,2.6,A_neutral_B,B_neutral_A,a cat is jumping into a box,a cat is jumping into a box,SEMEVAL,SEMEVAL,TEST	[dog, cat]
5791,A man is slicing a fish,A woman is slicing a fish,NEUTRAL,3.6,A_neutral_B,B_neutral_A,a man is slicing open a fish,a man is slicing open a fish,SEMEVAL,SEMEVAL,TRAIN	[man, woman]
5807,A man is rowing a boat,A woman is rowing a boat,NEUTRAL,2.8,A_neutral_B,B_neutral_A,a man is rowing a boat,a man is rowing a boat,SEMEVAL,SEMEVAL,TEST	[man, woman]
5816,A man is cutting a tomato,A woman is cutting a tomato,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a woman is cutting a tomatoe,a woman is cutting a tomatoe,SEMEVAL,SEMEVAL,TRAIN	[man, woman]
5817,A woman is dancing near a fire,A woman is dancing near a fireplace,NEUTRAL,4.2,A_neutral_B,B_neutral_A,a woman is dancing near a fire,a woman is dancing near a fire,SEMEVAL,SEMEVAL,TEST	[fire, fireplace]
5825,A girl is playing a guitar,A boy is playing a guitar,NEUTRAL,4,A_neutral_B,B_neutral_A,a girl is playing a guitar,a girl is playing a guitar,SEMEVAL,SEMEVAL,TRAIN	[girl, boy]
5831,A man is playing a guitar,A boy is playing a guitar,NEUTRAL,3.3,A_neutral_B,B_neutral_A,a man is playing a guitar,a girl is playing a guitar,SEMEVAL,SEMEVAL,TEST	[man, boy]
5832,A man is playing a guitar,A girl is playing a guitar,NEUTRAL,3.3,A_neutral_B,B_neutral_A,a girl is playing a guitar,a man is playing a guitar,SEMEVAL,SEMEVAL,TEST	[man, girl]
5833,A man is diving off a rock,A man is diving off a cliff,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a man dives off of a cliff,a man dives off of a cliff,SEMEVAL,SEMEVAL,TEST	[rock, cliff]
5843,The woman is playing the guitar,The man is playing the guitar,NEUTRAL,3.3,A_neutral_B,B_neutral_A,the man is playing the guitar,the man is playing the guitar,SEMEVAL,SEMEVAL,TEST	[woman, man]
5849,The man is playing the guitar,The woman is playing the guitar,NEUTRAL,3.8,A_neutral_B,B_neutral_A,the man played his guitar,the man is playing the guitar,SEMEVAL,SEMEVAL,TEST	[man, woman]
5852,A woman is boiling noodles in water,A man is boiling noodles in water,NEUTRAL,4,A_neutral_B,B_neutral_A,a woman is boiling noodles in water,a woman is boiling noodles in water,SEMEVAL,SEMEVAL,TRAIN	[woman, man]
5863,Two women are dancing and singing in front of a crowd,Two men are dancing and singing in front of a crowd,NEUTRAL,4.1,A_neutral_B,B_neutral_A,two women are dancing and singing in front of a crowd,two women are dancing and singing in front of a crowd,SEMEVAL,SEMEVAL,TEST	[women, men]
5870,A lemur is licking a person's finger,A lemur is biting a person's finger,NEUTRAL,3.6,A_neutral_B,B_neutral_A,a slow loris is biting a persons finger,a slow loris is biting a persons finger,SEMEVAL,SEMEVAL,TEST	[licking, biting]
5878,A boy is skateboarding on a half pipe,A man is skateboarding on a half pipe,NEUTRAL,3.9,A_neutral_B,B_neutral_A,a man skateboards on a half pipe,a man skateboards on a half pipe,SEMEVAL,SEMEVAL,TEST	[boy, man]
5879,A man is skateboarding on a half pipe,A girl is skateboarding on a half pipe,NEUTRAL,3.835,A_neutral_B,B_neutral_A,a man skateboards on a half pipe,a man skateboards on a half pipe,SEMEVAL,SEMEVAL,TRAIN	[man, girl]
5907,The chef is seasoning the oil,The woman is seasoning the oil,NEUTRAL,4.1,A_neutral_B,B_neutral_A,the woman is seasoning the oil,the woman is seasoning the oil,SEMEVAL,SEMEVAL,TRAIN	[chef, woman]
5915,A person is riding a horse,A person is riding a motorbike,NEUTRAL,2.2,A_neutral_B,B_neutral_A,a person is riding a horse,a person is riding a horse,SEMEVAL,SEMEVAL,TEST	[horse, motorbike]
6005,A young girl in a blue shirt is walking on the sidewalk and holding up a pink sign,A young girl by a pink sign is holding up a blue shirt and is walking on the sidewalk,NEUTRAL,3.4,A_neutral_B,B_neutral_A,a young girl in a blue shirt is walking in the sidewalk and holding up a pink sign that says the rescue.,a young girl in a blue shirt is walking in the sidewalk and holding up a pink sign that says the rescue.,FLICKR,FLICKR,TRIAL	[in, by]
6106,A dog in a colored coat is running across the yard,A dog in the yard is running across colored coats,NEUTRAL,3.3,A_neutral_B,B_neutral_A,a dog with a brindle-colored coat is running across the yard,a dog with a brindle-colored coat is running across the yard,FLICKR,FLICKR,TRAIN	[coat, coats]
6122,A black and white dog is holding a baseball in its mouth,A brown and white dog is holding a baseball in its mouth,NEUTRAL,3.4,A_neutral_B,B_neutral_A,brown and white dog with a baseball in its mouth,black and white dog holding a baseball in mouth,FLICKR,FLICKR,TRAIN	[black, brown]
6184,Four people are standing on a low cement ledge,Four people are sitting on a low cement ledge,NEUTRAL,3.7,A_neutral_B,B_neutral_A,four people sitting on low cement ledge,four people sitting on low cement ledge,FLICKR,FLICKR,TEST	[standing, sitting]
6281,A black dog is running in the grass,A black dog is lying in the grass,NEUTRAL,3.4,A_neutral_B,B_neutral_A,a black dog running in grass,a black dog running in grass,FLICKR,FLICKR,TEST	[running, lying]
6328,A little boy in a pink shirt is running under a tree in the desert,The little girl in a pink shirt is running under a tree in the desert,NEUTRAL,4.1,A_neutral_B,B_neutral_A,the little girl in the pink shirt is running under a tree in the desert,the little girl in the pink shirt is running under a tree in the desert,FLICKR,FLICKR,TEST	[boy, girl]
6337,The white reindeer wearing dog ears is near a brown reindeer,The white dog wearing reindeer ears is near a brown dog,NEUTRAL,3.3,A_neutral_B,B_neutral_A,a white dog wearing reindeer ears is next to a brown dog,a white dog wearing reindeer ears is next to a brown dog,FLICKR,FLICKR,TRAIN	[]
6419,A bike rider in a black and red uniform is standing on a dirt bike,A black bike rider in a red bike uniform is standing in the dirt,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a bmx bike rider in a black and red uniform on a dirt bike,a bmx bike rider in a black and red uniform on a dirt bike,FLICKR,FLICKR,TRAIN	[and, on]
6450,A little boy is wearing a yellow tank top and is laughing,A laughing boy is in a yellow tank and is wearing a top,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a little boy wearing a yellow tank top is laughing,a little boy wearing a yellow tank top is laughing,FLICKR,FLICKR,TRIAL	[little, in]
6459,Two men are riding an orange raft on the beach,Two men are riding an orange raft on the shore,NEUTRAL,4.33,A_neutral_B,B_neutral_A,two men ride an orange raft to shore,two men ride an orange raft to shore,FLICKR,FLICKR,TEST	[beach, shore]
6469,A dog with long hair and a red vest is sitting in the grass,A dog with long hair and a red vest is running in the grass,NEUTRAL,4.1,A_neutral_B,B_neutral_A,a dog with long hair and a red vest runs in the grass,a dog with long hair and a red vest runs in the grass,FLICKR,FLICKR,TRAIN	[sitting, running]
6549,A small boy is standing in the forest,A small boy is sitting in the forest,NEUTRAL,3.5,A_neutral_B,B_neutral_A,small boy in forest,small boy in forest,FLICKR,FLICKR,TRAIN	[standing, sitting]
6558,Two young men are sitting outside near a golden statue,Two young men are playing outside near a golden statue,NEUTRAL,3.7,A_neutral_B,B_neutral_A,two young men play outside near a golden statue of ghandi,two young men play outside near a golden statue of ghandi,FLICKR,FLICKR,TRAIN	[sitting, playing]
6652,A woman in a white dress and a woman in a blue dress are standing beside a stage,A woman in a white dress and a woman in a blue dress are standing on a stage,NEUTRAL,4.1,A_neutral_B,B_neutral_A,a woman in a white dress and a woman in a blue dress on stage,a woman in a white dress and a woman in a blue dress on stage,FLICKR,FLICKR,TEST	[beside, on]
6718,A dead bird is near a black man sitting on a tree,A black bird is sitting on a dead tree,NEUTRAL,2.1,A_neutral_B,B_neutral_A,a black bird sits in a dead tree,a black bird sits in a dead tree,FLICKR,FLICKR,TEST	[near, man]
6728,A child is making a snow ball,A child is smashing a snow ball,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a child makes a ball out of snow,a child makes a ball out of snow,FLICKR,FLICKR,TRAIN	[making, smashing]
6822,A large duck is flying over a rocky stream,A large duck is perching over a rocky stream,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a large duck in flight over a rocky stream,a large duck in flight over a rocky stream,FLICKR,FLICKR,TRAIN	[flying, perching]
6853,A dog is running downhill,A dog is running uphill,NEUTRAL,3.2,A_neutral_B,B_neutral_A,a dog running uphill,a dog running uphill,FLICKR,FLICKR,TEST	[downhill, uphill]
6917,A man is holding a sign and is seeking money,A man is seeking a sign and is holding some money,NEUTRAL,3,A_neutral_B,B_neutral_A,a man holds a sign seeking money,a man holds a sign seeking money,FLICKR,FLICKR,TEST	[some]
6980,A happy family is posing by the fireplace,A sad family is posing by the fireplace,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a happy family poses by the fireplace,a happy family poses by the fireplace,FLICKR,FLICKR,TRAIN	[happy, sad]
6991,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,Two girls are wearing brown shirts and are tugging at a rope on a wooden platform,NEUTRAL,3.5,A_neutral_B,B_neutral_A,two boys wearing brown shirts tug at a rope on a wooden platform,two boys wearing brown shirts tug at a rope on a wooden platform,FLICKR,FLICKR,TRAIN	[boys, girls]
7007,A white dog is standing on fallen leaves,A white dog is lying on fallen leaves,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a white dog standing on fallen leaves,a white dog standing on fallen leaves,FLICKR,FLICKR,TRIAL	[standing, lying]
7017,Two girls are jumping inside a playing house,Two girls are playing inside a jumper house,NEUTRAL,4.4,A_neutral_B,B_neutral_A,two girls playing inside a jumper house,two girls playing inside a jumper house,FLICKR,FLICKR,TEST	[jumping, jumper]
7067,A man on inline skates is skating at a skate park,A man on inline skates is resting at a skate park,NEUTRAL,3.65,A_neutral_B,B_neutral_A,a man on inline-skates at a skate park,a man on inline-skates at a skate park,FLICKR,FLICKR,TEST	[skating, resting]
7106,A small girl is riding in a toy car,A small toy girl is in a riding car,NEUTRAL,2.7,A_neutral_B,B_neutral_A,small girl riding in play car,small girl riding in play car,FLICKR,FLICKR,TEST	[]
7185,Two small boys dressed in tuxedos are sitting on a red carpeted floor,Two small boys dressed in tuxedos are standing on a red carpeted floor,NEUTRAL,3.9,A_neutral_B,B_neutral_A,two small boys dressed in tuxedos sitting on a red carpeted floor,two small boys dressed in tuxedos sitting on a red carpeted floor,FLICKR,FLICKR,TRAIN	[sitting, standing]
7204,A dog with a muzzle and a blue jacket is running around the court,A dog with a muzzle and a blue jacket is running around the yard,NEUTRAL,4.2,A_neutral_B,B_neutral_A,a dog with a muzzle and blue jacket runs around the yard,a dog with a muzzle and blue jacket runs around the yard,FLICKR,FLICKR,TRAIN	[court, yard]
7206,A dog with a muzzle and a blue jacket is running around the yard,A dog with a blue muzzle is running around the yard with a jacket,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a dog with a muzzle and blue jacket runs around the yard,a dog with a muzzle and blue jacket runs around the yard,FLICKR,FLICKR,TEST	[and]
7288,The elderly lady is waiting on the sidewalk,The elderly person is waiting a lady on the sidewalk,NEUTRAL,3.6,A_neutral_B,B_neutral_A,the elderly lady waits on the sidewalk,the elderly lady waits on the sidewalk,FLICKR,FLICKR,TEST	[person]
7306,The man in the hat is smoking a straw cigarette,The man in the straw hat is smoking a cigarette,NEUTRAL,3.6,A_neutral_B,B_neutral_A,the man in the straw hat smokes a cigarette,the man in the straw hat smokes a cigarette,FLICKR,FLICKR,TRAIN	[]
7367,A person is sitting on a mountain top,A person is standing on a mountain top,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a person stands on a mountain top,a person stands on a mountain top,FLICKR,FLICKR,TRAIN	[sitting, standing]
7370,A man is standing on the top of the rocks with clouds behind them,A man is standing behind the rocks with clouds on top of them,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a man at the top of rocks clouds behind,a man at the top of rocks clouds behind,FLICKR,FLICKR,TRAIN	[]
7417,A dog is chasing a ball on the grass,A dog is losing a ball on the grass,NEUTRAL,3.7,A_neutral_B,B_neutral_A,dog chasing after a ball on the grass,dog chasing after a ball on the grass,FLICKR,FLICKR,TRAIN	[chasing, losing]
7435,The bearded man is sitting on a train,The hairy man is sitting on a train,NEUTRAL,4,A_neutral_B,B_neutral_A,a bearded man on a train,a bearded man on a train,FLICKR,FLICKR,TEST	[bearded, hairy]
7443,A small child is showing excitement on a swing set at the park,A small child is showing boredom on a swing set at the park,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a small child shows excitement on a swing set at the park,a small child shows excitement on a swing set at the park,FLICKR,FLICKR,TEST	[excitement, boredom]
7468,The group of people is sitting in a dim room,The group of dim people is sitting in a room,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a group of people in a dim room,a group of people in a dim room,FLICKR,FLICKR,TRAIN	[]
7499,The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt,The woman is holding a white jacket and a red glass in front of the man wearing a t-shirt,NEUTRAL,3.5,A_neutral_B,B_neutral_A,the woman wearing a red jacket is holding a glass and she is in front of the man in a white tee shirt,the woman wearing a red jacket is holding a glass and she is in front of the man in a white tee shirt,FLICKR,FLICKR,TRAIN	[]
7536,A football player is running into an official carrying a football,A football player is running past an official carrying a football,NEUTRAL,4,A_neutral_B,B_neutral_A,a football player runs past an official carrying a football,a football player runs past an official carrying a football,FLICKR,FLICKR,TEST	[into, past]
7556,A little boy is sitting in a green tunnel with a smile on his face,A little boy is crawling in a green tunnel with a smile on his face,NEUTRAL,4.6,A_neutral_B,B_neutral_A,little boy sitting in a green tunnel with a smile on his face,little boy sitting in a green tunnel with a smile on his face,FLICKR,FLICKR,TRAIN	[sitting, crawling]
7659,A young lady in a bikini is lying on the beach,A young lady in a bikini is standing on the beach,NEUTRAL,4.2,A_neutral_B,B_neutral_A,young lady in bikini lying on the beach,young lady in bikini lying on the beach,FLICKR,FLICKR,TRAIN	[lying, standing]
7696,Two kids are sitting on colorful balls,Two kids are bouncing on colorful balls,NEUTRAL,3.8,A_neutral_B,B_neutral_A,two kids are bouncing on colorful balls,two kids are bouncing on colorful balls,FLICKR,FLICKR,TEST	[sitting, bouncing]
7726,A boy under an umbrella is being held by his father who is wearing a blue coat,A boy who is wearing a blue coat is being held by his father under an umbrella ,NEUTRAL,4.3,A_neutral_B,B_neutral_A,a boy under an umbrella is held by his father who is wearing a blue coat,a boy under an umbrella is held by his father who is wearing a blue coat,FLICKR,FLICKR,TRIAL	[]
7780,The muscular black man is dancing and the man behind him is wearing green beads,The muscular white man is dancing and the man behind him is wearing green beads,NEUTRAL,3.7,A_neutral_B,B_neutral_A,the muscular black man is dancing while the man behind him wears green beads,the muscular black man is dancing while the man behind him wears green beads,FLICKR,FLICKR,TRAIN	[black, white]
7789,A snowboarding woman is jumping through the air,A snowboarding man is jumping through the air,NEUTRAL,3.9,A_neutral_B,B_neutral_A,a man jumps through the air while snowboarding,a man jumps through the air while snowboarding,FLICKR,FLICKR,TEST	[woman, man]
7805,A man is crouching and holding a camera,A woman is crouching and holding a camera,NEUTRAL,3.7,A_neutral_B,B_neutral_A,a man crouching and holding a camera,a man crouching and holding a camera,FLICKR,FLICKR,TRAIN	[man, woman]
7823,A white dog is leaping from a cylindrical hay bale,A black dog is leaping from a cylindrical hay bale,NEUTRAL,3.6,A_neutral_B,B_neutral_A,a black dog is leaping from a cylindrical hay bale,a black dog is leaping from a cylindrical hay bale,FLICKR,FLICKR,TRAIN	[white, black]
7832,The brown dog is jumping in the air,A brown dog is jumping in the water,NEUTRAL,3.6,A_neutral_B,B_neutral_A,a brown dog jumps in the air,a brown dog jumps in the air,FLICKR,FLICKR,TEST	[air, water]
7838,A brown dog is jumping in the water,A brown dog is jumping in the air,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a brown dog jumping in the air,a brown dog jumps in the air,FLICKR,FLICKR,TRAIN	[water, air]
7841,A man on a horse is riding on a track and waving,A man on a motorcycle is riding on a track and waving,NEUTRAL,2.9,A_neutral_B,B_neutral_A,a man on a motorcycle riding on a track and waving,a man on a motorcycle riding on a track and waving,FLICKR,FLICKR,TRAIN	[horse, motorcycle]
7868,A man in blue is riding a horse on a dirt road,A woman in blue is riding a horse on a dirt road,NEUTRAL,3,A_neutral_B,B_neutral_A,a man in blue is riding a horse on a dirt road,a man in blue is riding a horse on a dirt road,FLICKR,FLICKR,TRAIN	[man, woman]
7890,Two white cats are playing with a brown dog and a ball,Two white dogs are playing with a brown dog and a ball,NEUTRAL,3.6,A_neutral_B,B_neutral_A,two white dogs are playing with a brown dog and a ball,two white dogs are playing with a brown dog and a ball,FLICKR,FLICKR,TRAIN	[cats, dogs]
7899,A white rally car is throwing mud into the air and is approaching a bend in the track,A black rally car is throwing mud into the air and is approaching a bend in the track,NEUTRAL,3.6,A_neutral_B,B_neutral_A,a white rally car is throwing mud into the air as it approaches a bend in the track,a white rally car is throwing mud into the air as it approaches a bend in the track,FLICKR,FLICKR,TRAIN	[white, black]
7907,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,A dog is jumping at dry leaves in a field of shiny blue soccer balls,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a dog jumps at a shiny blue soccer ball in a field of dry leaves,a dog jumps at a shiny blue soccer ball in a field of dry leaves,FLICKR,FLICKR,TEST	[ball, balls]
7909,A big black dog is wearing a red collar and is in the leaves with a blue ball,A little black dog is wearing a red collar and is in the leaves with a blue ball,NEUTRAL,4,A_neutral_B,B_neutral_A,a little black dog wearing a red collar is in the leaves with a blue ball,a little black dog wearing a red collar is in the leaves with a blue ball,FLICKR,FLICKR,TRAIN	[big, little]
7944,A girl is running through the water at the beach,A boy is running through the water at the beach,NEUTRAL,3.8,A_neutral_B,B_neutral_A,boy running through the water at the beach,boy running through the water at the beach,FLICKR,FLICKR,TEST	[girl, boy]
7953,Two football players are scrambling for the ball on the court,Two basketball players are scrambling for the ball on the court,NEUTRAL,3,A_neutral_B,B_neutral_A,two basketball players are scrambling for the ball on the court,two basketball players are scrambling for the ball on the court,FLICKR,FLICKR,TRAIN	[football, basketball]
7963,The black llama is curiously looking at the white dogs,The white dogs are looking curiously at the black llama,NEUTRAL,4.1,A_neutral_B,B_neutral_A,the white dogs look curiously at the black llama,the white dogs look curiously at the black llama,FLICKR,FLICKR,TRAIN	[is, are]
7975,A grey dog is jumping toward a black and white dog in the snow,A grey dog is jumping toward a black and white dog in the water,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a grey dog is jumping toward a black and white dog in the snow,a grey dog is jumping toward a black and white dog in the snow,FLICKR,FLICKR,TEST	[snow, water]
7982,The man surrounded by photographers is wearing a gray suit and glasses,The woman surrounded by photographers is wearing a gray suit and glasses,NEUTRAL,3.3,A_neutral_B,B_neutral_A,the man surrounded by photographers is wearing a gray suit and glasses,the man surrounded by photographers is wearing a gray suit and glasses,FLICKR,FLICKR,TEST	[man, woman]
8022,A brown and white cat is playing on the grass,A brown and white dog is playing on the grass,NEUTRAL,3,A_neutral_B,B_neutral_A,a brown and white dog playing on grass,a brown and white dog playing on grass,FLICKR,FLICKR,TEST	[cat, dog]
8040,A young girl is jumping into a still lake,A young boy is jumping into a still lake,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a young boy jumping into a still lake,a young boy jumping into a still lake,FLICKR,FLICKR,TRAIN	[girl, boy]
8047,Two people are carrying colorful baskets and blankets and walking near a building,Two people are carrying gray baskets and blankets and walking near a building,NEUTRAL,3.5,A_neutral_B,B_neutral_A,two people carrying colorful baskets and blankets walk near a building,two people carrying colorful baskets and blankets walk near a building,FLICKR,FLICKR,TRAIN	[colorful, gray]
8056,A young girl is sitting in swimming gear,A young man is sitting in swimming gear,NEUTRAL,3.3,A_neutral_B,B_neutral_A,a young girl sitting in swimming gear,a young girl sitting in swimming gear,FLICKR,FLICKR,TEST	[girl, man]
8065,A dog is running on a muddy path,A dog is running on a snowy path,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a dog runs on a snowy path,a dog runs on a snowy path,FLICKR,FLICKR,TRAIN	[muddy, snowy]
8067,A brown dog is running through a snowy trail,A white dog is running through a snowy trail,NEUTRAL,3.4,A_neutral_B,B_neutral_A,a brown dog runs through a snowy trail,a brown dog runs through a snowy trail,FLICKR,FLICKR,TRAIN	[brown, white]
8074,Two children in white outfits and red protective gear are sitting on a mat,Two children in white outfits and red protective gear are sparring on a mat,NEUTRAL,4.2,A_neutral_B,B_neutral_A,two children in white outfits and red protective gear spar on a mat,two children in white outfits and red protective gear spar on a mat,FLICKR,FLICKR,TEST	[sitting, sparring]
8085,A black and white dog is playing with a new volleyball,A black and white dog is playing with a broken volleyball,NEUTRAL,3.5,A_neutral_B,B_neutral_A,a black and white dog playing with a broken volleyball,a black and white dog playing with a broken volleyball,FLICKR,FLICKR,TEST	[new, broken]
8094,The little boy is riding a bicycle in a race,The little girl is riding a bicycle in a race,NEUTRAL,3.6,A_neutral_B,B_neutral_A,the little boy rides his bicycle in a race,the little boy rides his bicycle in a race,FLICKR,FLICKR,TRAIN	[boy, girl]
8110,Two kids and a man are playing games at an arcade,Two kids and a woman are playing games at an arcade,NEUTRAL,3.7,A_neutral_B,B_neutral_A,two kids and a man play games at an arcade,two kids and a man play games at an arcade,FLICKR,FLICKR,TRAIN	[man, woman]
8128,A group of people is holding food and pointing at the camera,A group of people is holding drinks and pointing at the camera,NEUTRAL,3.1,A_neutral_B,B_neutral_A,a group of people hold drinks and point at the camera,a group of people hold drinks and point at the camera,FLICKR,FLICKR,TEST	[food, drinks]
8130,Several young people are posing for a photo and holding beers,Several old people are posing for a photo and holding beers,NEUTRAL,3.265,A_neutral_B,B_neutral_A,several young people posing for this photo holding beers,several young people posing for this photo holding beers,FLICKR,FLICKR,TRAIN	[young, old]
8145,A woman in blue has a yellow ball in the mitt,A woman in blue has a yellow ball in the hand,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a woman in blue has a yellow ball in her mitt,a woman in blue has a yellow ball in her mitt,FLICKR,FLICKR,TRAIN	[mitt, hand]
8146,A woman in blue has a yellow ball in the mitt,A man in blue has a yellow ball in the mitt,NEUTRAL,2.8,A_neutral_B,B_neutral_A,a woman in blue has a yellow ball in her mitt,a woman in blue has a yellow ball in her mitt,FLICKR,FLICKR,TEST	[woman, man]
8148,The girl in blue is chasing the base runner with a number on the jersey,The man in blue is chasing the base runner with a number on the jersey,NEUTRAL,3.3,A_neutral_B,B_neutral_A,girl in blue tries to get a base runner number 11 out during softball game,girl in blue tries to get a base runner number 11 out during softball game,FLICKR,FLICKR,TEST	[girl, man]
8164,Two people are driving a jeep and a lady is sitting on the top of it,Two people are driving a boat and a lady is sitting on the top of it,NEUTRAL,3.415,A_neutral_B,B_neutral_A,two people drive a jeep while a lady sits on the top of it,two people drive a jeep while a lady sits on the top of it,FLICKR,FLICKR,TEST	[jeep, boat]
8166,A blond woman is sitting on the roof of a yellow vehicle and two people are inside,A blond woman is sitting on the roof of a yellow vehicle and two people are outside,NEUTRAL,3.8,A_neutral_B,B_neutral_A,in rural outdoors blond woman sits on roof of yellow bmw vehicle two people inside,in rural outdoors blond woman sits on roof of yellow bmw vehicle two people inside,FLICKR,FLICKR,TEST	[inside, outside]
8173,A large brown cat is jumping over a red hurdle,A large brown dog is jumping over a red hurdle,NEUTRAL,3.4,A_neutral_B,B_neutral_A,large brown dog jumps over red hurdle,large brown dog jumps over red hurdle,FLICKR,FLICKR,TRAIN	[cat, dog]
8187,The yellow dog is drinking water from a container,A yellow dog is drinking water from the faucet,NEUTRAL,3.9,A_neutral_B,B_neutral_A,yellow labrador drinking water from a faucet,the yellow dog is drinking water from a bottle,FLICKR,FLICKR,TRAIN	[container, faucet]
8188,A yellow dog is drinking water from the faucet,The yellow dog is drinking water from a pot,NEUTRAL,3.3,A_neutral_B,B_neutral_A,yellow labrador drinking water from a faucet,the yellow dog is drinking water from a bottle,FLICKR,FLICKR,TEST	[faucet, pot]
8199,A bride with a white dress is looking down,A bride with a white veil is looking down,NEUTRAL,4.435,A_neutral_B,B_neutral_A,bride with a white veil looking down,bride with a white veil looking down,FLICKR,FLICKR,TRAIN	[dress, veil]
8200,A bride with a black veil is looking down,A bride with a white veil is looking down,NEUTRAL,3.5,A_neutral_B,B_neutral_A,bride with a white veil looking down,bride with a white veil looking down,FLICKR,FLICKR,TRAIN	[black, white]
8202,A woman is looking down and is wearing a wedding veil,A boy is looking down and wearing a wedding veil,NEUTRAL,2.9,A_neutral_B,B_neutral_A,a woman is looking down and wearing a white hair piece that looks like a wedding veil,a woman is looking down and wearing a white hair piece that looks like a wedding veil,FLICKR,FLICKR,TEST	[woman, boy]
8238,Three dogs are resting on a couch,Three dogs are resting on a sidewalk,NEUTRAL,3,A_neutral_B,B_neutral_A,three dogs on a sidewalk,three dogs on a sidewalk,FLICKR,FLICKR,TEST	[couch, sidewalk]
8245,A young man is pushing a motocross bike up a dirt hill,A young man is pushing a motocross bike down a dirt hill,NEUTRAL,3.4,A_neutral_B,B_neutral_A,a young man pushes his motocross bike up a dirt hill,a young man pushes his motocross bike up a dirt hill,FLICKR,FLICKR,TEST	[up, down]
8254,A middle aged man and woman are riding bikes down a road beside the water,A middle aged man and woman are riding horses down a road beside the water,NEUTRAL,3.8,A_neutral_B,B_neutral_A,a middle aged man and woman ride bikes down a road beside the water,a middle aged man and woman ride bikes down a road beside the water,FLICKR,FLICKR,TEST	[bikes, horses]
8265,Pedestrians and cars are moving through a traffic jam in a small city,Pedestrians and cars are moving through a traffic jam in a big city,NEUTRAL,4,A_neutral_B,B_neutral_A,pedestrians and cars make their way through times square in new york,pedestrians and cars make their way through times square in new york,FLICKR,FLICKR,TEST	[small, big]
8281,A soccer player is sitting on the field and is drinking water,A soccer player is sitting on the field and is drinking beer,NEUTRAL,2.9,A_neutral_B,B_neutral_A,a soccer player sits on the field drinking water,a soccer player sits on the field drinking water,FLICKR,FLICKR,TRAIN	[water, beer]
8283,A man is sitting on the grass and drinking from a water bottle,A woman is sitting on the grass and is drinking from a water bottle,NEUTRAL,4,A_neutral_B,B_neutral_A,a man sits on the grass and drinks from a water bottle,a man sits on the grass and drinks from a water bottle,FLICKR,FLICKR,TRAIN	[man, woman]
8299,A boy is wearing sunglasses,A girl is wearing sunglasses,NEUTRAL,3.3,A_neutral_B,B_neutral_A,a boy wears sunglasses,a boy wears sunglasses,FLICKR,FLICKR,TEST	[boy, girl]
