pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set	A:sentence_A,B:sentence_B,
4804	A dog is teasing a monkey at the zoo	A monkey is teasing a dog at the zoo	NEUTRAL	3.5	A_neutral_B	B_contradicts_A	a monkey is teasing a dog at the zoo	a monkey is teasing a dog at the zoo	SEMEVAL	SEMEVAL	TEST	
4806	There is no monkey pulling a dog's tail	A monkey is pulling a dog's tail	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a monkey pulls the tail of a dog	a monkey pulls the tail of a dog	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
4815	A person is slicing some ginger	A person is cutting some ginger	ENTAILMENT	4.9	A_entails_B	B_entails_A	a person cuts ginger	a person cuts ginger	SEMEVAL	SEMEVAL	TRAIN	A:slicing,B:cutting,
4816	There is no person cutting some ginger	A person is cutting some ginger	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a person cuts ginger	a person cuts ginger	SEMEVAL	SEMEVAL	TRIAL	A:There,A:no,
4818	There is no person slicing an onion	A person is slicing an onion	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a person is slicing an onion	a person is slicing an onion	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
4821	A person is slicing an onion	A person is slicing some ginger	NEUTRAL	2.8	A_neutral_B	B_neutral_A	a person is slicing an onion	a person cuts ginger	SEMEVAL	SEMEVAL	TRAIN	A:onion,B:ginger,
4825	A man is not cutting a potato	A man is cutting a potato	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a man is cutting a potato	a man is cutting a potato	SEMEVAL	SEMEVAL	TRAIN	A:not,
4826	A man is slicing a potato into pieces	A man is cutting a potato into pieces	ENTAILMENT	4.6	A_entails_B	B_entails_A	a man is slicing a potato into pieces	a man is slicing a potato into pieces	SEMEVAL	SEMEVAL	TRAIN	A:slicing,B:cutting,
4827	A man is slicing a potato into pieces	There is no man slicing a potato into pieces	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a man is slicing a potato into pieces	a man is slicing a potato into pieces	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
4828	A man is cutting a potato into pieces	A man is cutting a potato	ENTAILMENT	4.8	A_entails_B	B_neutral_A	a man is cutting a potato	a man is slicing a potato into pieces	SEMEVAL	SEMEVAL	TEST	A:into,A:pieces,
4830	A man is slicing a potato	A man is slicing a potato into pieces	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is slicing a potato into pieces	a man is cutting a potato	SEMEVAL	SEMEVAL	TEST	B:into,B:pieces,
4834	There is no girl filing her nails	A girl is filing her nails	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a girl is filing her nails	a girl is filing her nails	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
4835	A girl is styling her hair	A girl is combing her hair	NEUTRAL	4.4	A_neutral_B	B_neutral_A	a girl is styling her hair	a girl is styling her hair	SEMEVAL	SEMEVAL	TEST	A:styling,B:combing,
4843	A man is opening a box with a knife	There is no man opening a box with a knife	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a man is opening a box using a knife	a man is opening a box using a knife	SEMEVAL	SEMEVAL	TRIAL	B:There,B:no,
4852	A band is not playing some instruments	A band is playing some instruments	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a band is playing instruments	a band is playing instruments	SEMEVAL	SEMEVAL	TRIAL	A:not,
4854	A man is playing an electronic keyboard	There is no man playing an electronic keyboard	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	a man is playing an electronic keyboard	a man is playing an electronic keyboard	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
4861	A man is not dancing	A man is dancing	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a man is dancing	a man is dancing	SEMEVAL	SEMEVAL	TEST	A:not,
4862	A woman is exercising	A person is exercising	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a woman is exercising	a woman is exercising	SEMEVAL	SEMEVAL	TEST	A:woman,B:person,
4863	A woman is exercising	There is no woman exercising	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a woman is exercising	a woman is exercising	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
4869	A woman is cutting potatoes	A woman is slicing potatoes	ENTAILMENT	4.9	A_entails_B	B_entails_A	a woman is cutting potatoes	a woman is cutting potatoes	SEMEVAL	SEMEVAL	TRAIN	A:cutting,B:slicing,
4870	A woman is cutting potatoes	There is no woman cutting potatoes	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a woman is cutting potatoes	a woman is cutting potatoes	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
4872	A woman is not slicing carrots	A woman is slicing carrots	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	a woman is slicing carrots	a woman is slicing carrots	SEMEVAL	SEMEVAL	TRAIN	A:not,
4875	A woman is slicing potatoes	A woman is slicing carrots	NEUTRAL	3.2	A_neutral_B	B_neutral_A	a woman is slicing carrots	a woman is cutting potatoes	SEMEVAL	SEMEVAL	TEST	A:potatoes,B:carrots,
4879	There is no man mixing vegetables in a pot	A man is mixing vegetables in a pot	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a man mixes vegetables in a pot	a man mixes vegetables in a pot	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
4880	A person is stirring vegetables in a pot	A person is stirring vegetables in a bowl	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a person is stirring vegetables in a pot	a person is stirring vegetables in a pot	SEMEVAL	SEMEVAL	TRAIN	A:pot,B:bowl,
4881	A person is not stirring vegetables in a pot	A person is stirring vegetables in a pot	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a person is stirring vegetables in a pot	a person is stirring vegetables in a pot	SEMEVAL	SEMEVAL	TRAIN	A:not,
4887	A man is doing pull-ups	A man is doing exercises	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a man is doing pull-ups	a man is doing pull-ups	SEMEVAL	SEMEVAL	TEST	A:pull-ups,B:exercises,
4888	A man is doing pull-ups	There is no man doing pull-ups	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a man is doing pull-ups	a man is doing pull-ups	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
4890	The man is not exercising	The man is exercising	CONTRADICTION	3.715	A_contradicts_B	B_contradicts_A	the man is exercising	the man is exercising	SEMEVAL	SEMEVAL	TEST	A:not,
4897	There is no man carrying a woman	A man is carrying a woman	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	a man carries a women	a man carries a women	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
4898	A man is sharpening a knife	A man is sharpening a weapon	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a man shappens a knife	a man shappens a knife	SEMEVAL	SEMEVAL	TRAIN	A:knife,B:weapon,
4899	There is no man sharpening a knife	A man is sharpening a knife	CONTRADICTION	2.8	A_contradicts_B	B_contradicts_A	a man shappens a knife	a man shappens a knife	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
4905	A baby is toddling happily	A baby is crawling happily	NEUTRAL	3.9	A_neutral_B	B_neutral_A	a baby is crawling happily	a baby is crawling happily	SEMEVAL	SEMEVAL	TRAIN	A:toddling,B:crawling,
4906	A baby is not crawling happily	A baby is crawling happily	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	a baby is crawling happily	a baby is crawling happily	SEMEVAL	SEMEVAL	TEST	A:not,
4908	A cat is walking on a hardwood floor	There is no cat walking on a hardwood floor	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a cat is walking on hardwood floor	a cat is walking on hardwood floor	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
4923	A person is cutting garlic into pieces with a knife	A person is slicing garlic into pieces with a knife	ENTAILMENT	4.815	A_entails_B	B_entails_A	a person is cutting garlic into pieces with a knife	a person is cutting garlic into pieces with a knife	SEMEVAL	SEMEVAL	TEST	A:cutting,B:slicing,
4924	A person is not cutting garlic into pieces with a knife	A person is cutting garlic into pieces with a knife	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a person is cutting garlic into pieces with a knife	a person is cutting garlic into pieces with a knife	SEMEVAL	SEMEVAL	TEST	A:not,
4925	Someone is putting ingredients into a wok	Someone is putting ingredients into a pan	ENTAILMENT	4.5	A_entails_B	B_neutral_A	someone is putting ingredients into a wok	someone is putting ingredients into a wok	SEMEVAL	SEMEVAL	TEST	A:wok,B:pan,
4926	Someone is putting ingredients into a wok	Someone is not putting ingredients into a wok	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	someone is putting ingredients into a wok	someone is putting ingredients into a wok	SEMEVAL	SEMEVAL	TRAIN	B:not,
4932	An officer is talking to the recruits	An officer is talking to the soldiers	NEUTRAL	4.2	A_neutral_B	B_neutral_A	an officer is talking to recruits	an officer is talking to recruits	SEMEVAL	SEMEVAL	TRAIN	A:recruits,B:soldiers,
4933	An officer is talking to the recruits	An officer is listening to the recruits	NEUTRAL	3.2	A_neutral_B	B_neutral_A	an officer is talking to recruits	an officer is talking to recruits	SEMEVAL	SEMEVAL	TRAIN	A:talking,B:listening,
4935	The military officer is shouting at the recruits	The military officer is barking at the recruits	ENTAILMENT	4.8	A_entails_B	B_entails_A	the military officer barked at the recruits	the military officer barked at the recruits	SEMEVAL	SEMEVAL	TEST	A:shouting,B:barking,
4936	The military officer is barking at the recruits	The military officer is not barking at the recruits	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	the military officer barked at the recruits	the military officer barked at the recruits	SEMEVAL	SEMEVAL	TEST	B:not,
4937	The military officer is barking at the recruits	The recruits are barking at the military officer	NEUTRAL	3.3	A_neutral_B	B_neutral_A	the military officer barked at the recruits	the military officer barked at the recruits	SEMEVAL	SEMEVAL	TRAIN	A:is,B:are,
4946	A baby elephant is not eating a small tree	A baby elephant is eating a small tree	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a baby elephant is eating a small tree	a baby elephant is eating a small tree	SEMEVAL	SEMEVAL	TRAIN	A:not,
4947	A little girl is selling a scooter	A little girl is peddling a scooter	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a little girl peddling a scooter	a little girl peddling a scooter	SEMEVAL	SEMEVAL	TRAIN	A:selling,B:peddling,
4948	There is no little girl peddling a scooter	A little girl is peddling a scooter	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a little girl peddling a scooter	a little girl peddling a scooter	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
4964	A woman is not chopping garlic	A woman is chopping garlic	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	a woman is chopping garlic	a woman is chopping garlic	SEMEVAL	SEMEVAL	TRAIN	A:not,
4965	A woman is cutting a fish	A woman is slicing a fish	ENTAILMENT	5	A_entails_B	B_entails_A	a woman slices a fish	a woman slices a fish	SEMEVAL	SEMEVAL	TRAIN	A:cutting,B:slicing,
4966	A woman is slicing a fish	There is no woman slicing a fish	CONTRADICTION	2.7	A_contradicts_B	B_contradicts_A	a woman slices a fish	a woman slices a fish	SEMEVAL	SEMEVAL	TRIAL	B:There,B:no,
4972	An onion is being chopped	An onion is being sliced	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a onion is being sliced	a onion is being sliced	SEMEVAL	SEMEVAL	TEST	A:chopped,B:sliced,
4973	An onion is being sliced	An onion is not being sliced	CONTRADICTION	3.415	A_contradicts_B	B_contradicts_A	a onion is being sliced	a onion is being sliced	SEMEVAL	SEMEVAL	TEST	B:not,
4975	Nobody is holding a hedgehog	Someone is holding a hedgehog	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	someone is holding a hedgehog	someone is holding a hedgehog	SEMEVAL	SEMEVAL	TRAIN	A:Nobody,B:Someone,
4982	There is no woman frying something	A woman is frying something	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a woman is frying something	a woman is frying something	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
4991	A man is reading an email	There is no man reading an email	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a man is reading an email	a man is reading an email	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
4993	A person is peeling a banana	A person is not peeling a banana	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a person opening a banana	a person opening a banana	SEMEVAL	SEMEVAL	TEST	B:not,
5001	A cat is opening a drawer and jumping inside	A cat is opening a drawer and climbing inside	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a cat opens a drawer and climbs inside	a cat opens a drawer and climbs inside	SEMEVAL	SEMEVAL	TEST	A:jumping,B:climbing,
5002	A dog is opening a drawer and climbing inside	A cat is opening a drawer and climbing inside	NEUTRAL	4.1	A_neutral_B	B_neutral_A	a cat opens a drawer and climbs inside	a cat opens a drawer and climbs inside	SEMEVAL	SEMEVAL	TRAIN	A:dog,B:cat,
5008	A man is cutting an onion	A man is chopping an onion	ENTAILMENT	4.8	A_entails_B	B_entails_A	a man is cutting an onion	a man is cutting an onion	SEMEVAL	SEMEVAL	TEST	A:cutting,B:chopping,
5009	There is no man cutting an onion	A man is cutting an onion	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a man is cutting an onion	a man is cutting an onion	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
5011	A woman is slicing an onion	There is no woman slicing an onion	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a woman is slicing an onion	a woman is slicing an onion	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5018	A woman is painting a man's face	A woman is cleaning a man's face	NEUTRAL	3.9	A_neutral_B	B_neutral_A	a woman is painting the face of a man	a woman is painting the face of a man	SEMEVAL	SEMEVAL	TRAIN	A:painting,B:cleaning,
5021	The woman is not putting makeup on the man	The woman is putting makeup on the man	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	the woman is putting makeup on the man	the woman is putting makeup on the man	SEMEVAL	SEMEVAL	TEST	A:not,
5028	The man is speaking on the phone	The man is talking on the phone	ENTAILMENT	4.8	A_entails_B	B_entails_A	the man is talking on the phone	the man is talking on the phone	SEMEVAL	SEMEVAL	TEST	A:speaking,B:talking,
5029	The man is not talking on the phone	The man is talking on the phone	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	the man is talking on the phone	the man is talking on the phone	SEMEVAL	SEMEVAL	TEST	A:not,
5030	The man is talking on the telephone	The man is speaking on the telephone	ENTAILMENT	4.9	A_entails_B	B_entails_A	the man talked on the telephone	the man talked on the telephone	SEMEVAL	SEMEVAL	TRIAL	A:talking,B:speaking,
5031	The man is talking on the telephone	The man isn't talking on the telephone	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	the man talked on the telephone	the man talked on the telephone	SEMEVAL	SEMEVAL	TRAIN	A:is,B:isn't,
5032	The man is talking about the telephone	The man is talking on the telephone	NEUTRAL	3.6	A_neutral_B	B_neutral_A	the man talked on the telephone	the man talked on the telephone	SEMEVAL	SEMEVAL	TRAIN	A:about,B:on,
5038	The man is talking on the telephone	The man is talking on the phone	ENTAILMENT	4.8	A_entails_B	B_entails_A	the man is talking on the phone	the man talked on the telephone	SEMEVAL	SEMEVAL	TEST	A:telephone,B:phone,
5039	A man is slicing onions	A man is cutting onions	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is cutting onions	a man is cutting onions	SEMEVAL	SEMEVAL	TRAIN	A:slicing,B:cutting,
5040	There is no man cutting onions	A man is cutting onions	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	a man is cutting onions	a man is cutting onions	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
5042	A woman is cutting an onion	There is no woman cutting an onion	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a woman is cutting an onion	a woman is cutting an onion	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5049	A man is not cutting an onion	A man is cutting an onion	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a man is cutting an onion	a man is cutting an onion	SEMEVAL	SEMEVAL	TRAIN	A:not,
5051	A man is opening a door	There is no man opening a door	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a man is opening a door	a man is opening a door	SEMEVAL	SEMEVAL	TRIAL	B:There,B:no,
5058	There is no man cutting a potato	A man is cutting a potato	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a man cuts a potato	a man cuts a potato	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
5059	A man is chopping a potato	A man is slicing a potato	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a man is slicing a potato	a man is slicing a potato	SEMEVAL	SEMEVAL	TEST	A:chopping,B:slicing,
5060	A man is slicing a potato	There is no man slicing a potato	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a man is slicing a potato	a man is slicing a potato	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5061	A man is chopping a potato	A man is cutting a potato	ENTAILMENT	4.6	A_entails_B	B_entails_A	a man cuts a potato	a man is slicing a potato	SEMEVAL	SEMEVAL	TEST	A:chopping,B:cutting,
5065	A man is slicing a potato	A man is cutting a potato	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man cuts a potato	a man is slicing a potato	SEMEVAL	SEMEVAL	TEST	A:slicing,B:cutting,
5067	A man is playing the guitar	A man is not playing the guitar	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a man is playing his guitar	a man is playing his guitar	SEMEVAL	SEMEVAL	TEST	B:not,
5068	A woman is frying something in a pan	A woman is cooking something in a pan	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a woman is frying something in the pan	a woman is frying something in the pan	SEMEVAL	SEMEVAL	TEST	A:frying,B:cooking,
5069	A woman is frying something in a pan	There is no woman frying something in a pan	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	a woman is frying something in the pan	a woman is frying something in the pan	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5076	A man is playing the piano	There is no man playing the piano	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a man is playing the piano	a man is playing the piano	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5078	A woman is playing the violin	There is no woman playing the violin	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a woman is playing the violin	a woman is playing the violin	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5084	A man is fishing in the river	A man is fishing in the stream	NEUTRAL	4.4	A_neutral_B	B_neutral_A	a man is fishing in the river	a man is fishing in the river	SEMEVAL	SEMEVAL	TEST	A:river,B:stream,
5085	A man is fishing in the river	There is no man fishing in the river	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a man is fishing in the river	a man is fishing in the river	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5093	A man is loading a rifle with bullets	A man is loading a weapon with bullets	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a man is loading a rifle with bullets	a man is loading a rifle with bullets	SEMEVAL	SEMEVAL	TEST	A:rifle,B:weapon,
5094	A man is loading a rifle with bullets	There is no man loading a rifle with bullets	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	a man is loading a rifle with bullets	a man is loading a rifle with bullets	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5096	A woman is eating a piece of meat	A woman is seasoning a piece of meat	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a woman is seasoning a piece of meat	a woman is seasoning a piece of meat	SEMEVAL	SEMEVAL	TRAIN	A:eating,B:seasoning,
5103	A chef is preparing some food	A chef is discarding some food	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a chef is preparing some food	a chef is preparing some food	SEMEVAL	SEMEVAL	TEST	A:preparing,B:discarding,
5104	A chef is preparing a meal	A chef is cooking a meal	ENTAILMENT	4.5	A_entails_B	B_entails_A	a chef prepared a meal	a chef prepared a meal	SEMEVAL	SEMEVAL	TEST	A:preparing,B:cooking,
5105	A chef is preparing a meal	There is no chef preparing a meal	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a chef prepared a meal	a chef prepared a meal	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5110	A chef is preparing some food	A chef is preparing a meal	ENTAILMENT	4.8	A_entails_B	B_entails_A	a chef is preparing some food	a chef prepared a meal	SEMEVAL	SEMEVAL	TRIAL	A:food,B:meal,
5112	A man is riding a water toy in the water	There is no man riding a water toy in the water	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a man rides a water toy in the water	a man rides a water toy in the water	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5113	Two sumo ringers are fighting	Two sumo wrestlers are fighting	ENTAILMENT	4	A_entails_B	B_entails_A	two sumo ringers are fighting each other	two sumo ringers are fighting each other	SEMEVAL	SEMEVAL	TRIAL	A:ringers,B:wrestlers,
5114	Two sumo ringers are not fighting	Two sumo ringers are fighting	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	two sumo ringers are fighting each other	two sumo ringers are fighting each other	SEMEVAL	SEMEVAL	TRAIN	A:not,
5121	There is no person playing a piano	A person is playing a piano	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a person is playing a piano	a person is playing a piano	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
5123	A person is slicing a potato	There is no person slicing a potato	CONTRADICTION	2.9	A_contradicts_B	B_contradicts_A	a person is slicing a potato	a person is slicing a potato	SEMEVAL	SEMEVAL	TRAIN	B:There,B:no,
5129	A man is sprinkling shredded cheese on a pizza	A man is sprinkling cheese on a pizza	ENTAILMENT	4.7	A_entails_B	B_entails_A	a man is sprinkling shredded cheese on a pizza	a man is sprinkling shredded cheese on a pizza	SEMEVAL	SEMEVAL	TEST	A:shredded,
5130	A man is sprinkling shredded cheese on a pizza	There is no man sprinkling shredded cheese on a pizza	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a man is sprinkling shredded cheese on a pizza	a man is sprinkling shredded cheese on a pizza	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5131	A man is putting seasoning on a pizza	A man is putting some cheese on a pizza	NEUTRAL	3.9	A_neutral_B	B_neutral_A	a man puts some cheese on a pizza	a man puts some cheese on a pizza	SEMEVAL	SEMEVAL	TEST	A:seasoning,B:cheese,
5135	A man is sprinkling cheese on a pizza	A man is putting some cheese on a pizza	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a man puts some cheese on a pizza	a man is sprinkling shredded cheese on a pizza	SEMEVAL	SEMEVAL	TRAIN	A:sprinkling,B:putting,
5138	A man is doing a card trick	A man is doing a magic trick	NEUTRAL	3.7	A_neutral_B	B_neutral_A	a man is doing a card trick	a man is doing a card trick	SEMEVAL	SEMEVAL	TEST	A:card,B:magic,
5139	There is no man doing a card trick	A man is doing a card trick	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a man is doing a card trick	a man is doing a card trick	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
5141	A man is playing with water	A man is not playing with water	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a man is squeezing water	a man is squeezing water	SEMEVAL	SEMEVAL	TRAIN	B:not,
5147	A man is buttering a piece of bread	A man is buttering a slice of bread	ENTAILMENT	4.6	A_entails_B	B_entails_A	a man is buttering a piece of bread	a man is buttering a piece of bread	SEMEVAL	SEMEVAL	TRAIN	A:piece,B:slice,
5148	A man is buttering a piece of bread	A woman is buttering a piece of bread	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a man is buttering a piece of bread	a man is buttering a piece of bread	SEMEVAL	SEMEVAL	TRIAL	A:man,B:woman,
5149	A lemur is hanging on a cord	A lemur is hanging on a rope	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a slow loris hanging on a cord	a slow loris hanging on a cord	SEMEVAL	SEMEVAL	TRAIN	A:cord,B:rope,
5150	A lemur is hanging on a cord	There is no lemur hanging on a cord	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a slow loris hanging on a cord	a slow loris hanging on a cord	SEMEVAL	SEMEVAL	TEST	B:There,B:no,
5156	A woman is putting a baby in a waste bin	A woman is putting a child in a waste bin	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a woman is putting her baby in a waste bin	a woman is putting her baby in a waste bin	SEMEVAL	SEMEVAL	TEST	A:baby,B:child,
5158	The woman is poking holes in the potato	The woman is poking a potato	ENTAILMENT	4.5	A_entails_B	B_neutral_A	the woman is poking holes in the potato	the woman is poking holes in the potato	SEMEVAL	SEMEVAL	TEST	A:holes,A:in,
5166	There is no man pouring cleaner into the sink	A man is pouring cleaner into the sink	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	a man pours cleaner in his sink	a man pours cleaner in his sink	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
5168	The man is not playing the drums	The man is playing the drums	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	the man is playing the drums	the man is playing the drums	SEMEVAL	SEMEVAL	TEST	A:not,
5175	There is no woman deep frying food	A woman is deep frying food	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	a woman is deep frying food	a woman is deep frying food	SEMEVAL	SEMEVAL	TRAIN	A:There,A:no,
5177	A woman is not frying some food	A woman is frying some food	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a woman is frying a food	a woman is frying a food	SEMEVAL	SEMEVAL	TRAIN	A:not,
5179	A woman is not frying some food	A woman is deep frying food	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a woman is deep frying food	a woman is frying a food	SEMEVAL	SEMEVAL	TEST	A:not,B:deep,
5182	A woman is deep frying food	A woman is frying some food	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a woman is deep frying food	a woman is frying a food	SEMEVAL	SEMEVAL	TEST	A:deep,
5184	A man is petting two cats	A man is petting two dogs	NEUTRAL	2.6	A_neutral_B	B_neutral_A	a man is petting two dogs	a man is petting two dogs	SEMEVAL	SEMEVAL	TEST	A:cats,B:dogs,
5185	A woman is pouring eggs into a frying pan	A woman is pouring eggs into a pan	ENTAILMENT	4.8	A_entails_B	B_neutral_A	a woman is pouring egg into a frying pan	a woman is pouring egg into a frying pan	SEMEVAL	SEMEVAL	TEST	A:frying,
5192	A baby is talking	A child is talking	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a baby is talking	a baby is talking	SEMEVAL	SEMEVAL	TEST	A:baby,B:child,
5193	There is no baby talking	A baby is talking	CONTRADICTION	4.315	A_contradicts_B	B_contradicts_A	a baby is talking	a baby is talking	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
5194	A boy is saying a word	A boy is saying something	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a boy is trying to say firetruck	a boy is trying to say firetruck	SEMEVAL	SEMEVAL	TEST	A:word,B:something,
5204	The woman is not putting pasta into a dish	The woman is putting pasta into a dish	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	the woman is putting paste into a dish	the woman is putting paste into a dish	SEMEVAL	SEMEVAL	TRAIN	A:not,
5210	A man is riding a motorcycle	A man is riding a motorbike	ENTAILMENT	4.8	A_entails_B	B_entails_A	a man is riding a motorcycle	a man is riding a motorcycle	SEMEVAL	SEMEVAL	TEST	A:motorcycle,B:motorbike,
5211	There is no man riding a motorcycle	A man is riding a motorcycle	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a man is riding a motorcycle	a man is riding a motorcycle	SEMEVAL	SEMEVAL	TEST	A:There,A:no,
5213	The men are not playing soccer	The men are playing soccer	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	the men are playing soccer	the men are playing soccer	SEMEVAL	SEMEVAL	TEST	A:not,
5219	A dog is looking around	An animal is looking around	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a dog is looking around	a dog is looking around	SEMEVAL	SEMEVAL	TRAIN	A:dog,B:animal,
