pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set,[sentence_A, sentence_B]
5708	A man is shooting a shotgun	There is no man shooting a shotgun	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a man shoots a shotgun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TEST,[There, no]
5712	A man is reloading a shotgun	A man is shooting a shotgun	NEUTRAL	4.1	A_contradicts_B	B_neutral_A	a man shoots a shotgun	a man is firing a shot gun	SEMEVAL	SEMEVAL	TRAIN,[reloading, shooting]
5713	A man is shooting a shotgun	A man is firing a shotgun	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man is firing a shot gun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TEST,[shooting, firing]
5714	A famous singer is dancing on the ceiling	A great singer is dancing on the ceiling	ENTAILMENT	4.3	A_entails_B	B_neutral_A	lionel richie is dancing on the ceiling	lionel richie is dancing on the ceiling	SEMEVAL	SEMEVAL	TEST,[famous, great]
5715	There is no famous singer dancing on the ceiling	A famous singer is dancing on the ceiling	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	lionel richie is dancing on the ceiling	lionel richie is dancing on the ceiling	SEMEVAL	SEMEVAL	TEST,[There, no]
5716	A man is dancing on the ceiling	A person is dancing on the ceiling	ENTAILMENT	4.5	A_entails_B	B_neutral_A	lionel ritchie dances while standing on the ceiling	lionel ritchie dances while standing on the ceiling	SEMEVAL	SEMEVAL	TEST,[man, person]
5717	A man is dancing on the floor	A man is dancing on the ceiling	NEUTRAL	3.6	A_neutral_B	B_neutral_A	lionel ritchie dances while standing on the ceiling	lionel ritchie dances while standing on the ceiling	SEMEVAL	SEMEVAL	TRAIN,[floor, ceiling]
5731	A cow is eating grass	A cow is eating hay	ENTAILMENT	4.2	A_entails_B	B_contradicts_A	a cow is eating grass	a cow is eating hay	SEMEVAL	SEMEVAL	TEST,[grass, hay]
5733	A man is puking	A man is eating	NEUTRAL	2.3	A_neutral_B	B_neutral_A	a man is eating	a man is eating	SEMEVAL	SEMEVAL	TRAIN,[puking, eating]
5735	A woman is dancing	A woman is sleeping	NEUTRAL	3	A_neutral_B	B_neutral_A	a woman is dancing	a woman is dancing	SEMEVAL	SEMEVAL	TEST,[dancing, sleeping]
5741	A baby is playing with a doll	A baby is playing with a toy	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a baby is playing with a doll	a baby is playing with a doll	SEMEVAL	SEMEVAL	TRAIN,[doll, toy]
5743	A tiger cub is playing with a ball	A baby tiger is playing with a ball	ENTAILMENT	4.9	A_entails_B	B_entails_A	a baby tiger is playing with a ball	a baby tiger is playing with a ball	SEMEVAL	SEMEVAL	TEST,[cub, baby]
5744	A baby tiger is playing with a ball	There is no baby tiger playing with a ball	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a baby tiger is playing with a ball	a baby tiger is playing with a ball	SEMEVAL	SEMEVAL	TRAIN,[There, no]
5750	The man is playing a game on a lawn	The man is playing a game on the grass	ENTAILMENT	4.2	A_entails_B	B_entails_A	the men played follow the leader on the grass	the men played follow the leader on the grass	SEMEVAL	SEMEVAL	TRAIN,[lawn, grass]
5751	The man is playing a game on the grass	There is no man playing a game on the grass	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	the men played follow the leader on the grass	the men played follow the leader on the grass	SEMEVAL	SEMEVAL	TRAIN,[There, no]
5752	The rhino is grazing on the grass	The animal is grazing on the grass	ENTAILMENT	4.4	A_entails_B	B_neutral_A	the rhino grazed on the grass	the rhino grazed on the grass	SEMEVAL	SEMEVAL	TRAIN,[rhino, animal]
5753	The rhino is grazing on the grass	There is no rhino grazing on the grass	CONTRADICTION	2.8	A_contradicts_B	B_contradicts_A	the rhino grazed on the grass	the rhino grazed on the grass	SEMEVAL	SEMEVAL	TRAIN,[There, no]
5760	A man is talking to a boy	A man is talking to a woman	NEUTRAL	3.4	A_contradicts_B	B_neutral_A	a man is talking to a woman	a man is talking to a woman	SEMEVAL	SEMEVAL	TEST,[boy, woman]
5762	A woman is cracking eggs	A woman is breaking eggs	ENTAILMENT	4.8	A_entails_B	B_entails_A	a woman is cracking eggs	a woman is cracking eggs	SEMEVAL	SEMEVAL	TRAIN,[cracking, breaking]
5763	A man is cracking eggs	A woman is cracking eggs	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a woman is cracking eggs	a woman is cracking eggs	SEMEVAL	SEMEVAL	TEST,[man, woman]
5772	A man is riding an electric bicycle	A person is riding an electric bicycle	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man is riding an electric bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TRAIN,[man, person]
5773	A man is riding an electric bicycle	There is no man riding an electric bicycle	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a man is riding an electric bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TRAIN,[There, no]
5778	A man is riding an electric bicycle	A man is riding a bicycle	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a man is riding a bicycle	a man is riding an electric bicycle	SEMEVAL	SEMEVAL	TEST,[an, electric]
5779	A cat is jumping into a container	A cat is jumping into a box	ENTAILMENT	4.4	A_entails_B	B_entails_A	a cat is jumping into a box	a cat is jumping into a box	SEMEVAL	SEMEVAL	TRAIN,[container, box]
5780	A dog is jumping into a box	A cat is jumping into a box	NEUTRAL	2.6	A_neutral_B	B_neutral_A	a cat is jumping into a box	a cat is jumping into a box	SEMEVAL	SEMEVAL	TEST,[dog, cat]
5789	There is no man cutting a fish	A man is cutting a fish	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a man is cutting up a fish	a man is cutting up a fish	SEMEVAL	SEMEVAL	TEST,[There, no]
5791	A man is slicing a fish	A woman is slicing a fish	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a man is slicing open a fish	a man is slicing open a fish	SEMEVAL	SEMEVAL	TRAIN,[man, woman]
5796	A man is slicing a fish	A man is cutting a fish	ENTAILMENT	4.7	A_entails_B	B_entails_A	a man is cutting up a fish	a man is slicing open a fish	SEMEVAL	SEMEVAL	TEST,[slicing, cutting]
5797	A person is frying some food	A person is cooking some food	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a person is frying	a person is frying	SEMEVAL	SEMEVAL	TRAIN,[frying, cooking]
5800	A person is peeling a potato	There is no person peeling a potato	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a person is peeling a potato	a person is peeling a potato	SEMEVAL	SEMEVAL	TEST,[There, no]
5806	A man is rowing a canoe	A man is rowing a boat	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a man is rowing a boat	a man is rowing a boat	SEMEVAL	SEMEVAL	TRIAL,[canoe, boat]
5807	A man is rowing a boat	A woman is rowing a boat	NEUTRAL	2.8	A_neutral_B	B_neutral_A	a man is rowing a boat	a man is rowing a boat	SEMEVAL	SEMEVAL	TEST,[man, woman]
5808	A man is shooting with a gun	A man is shooting with a weapon	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a man is shooting off a gun	a man is shooting off a gun	SEMEVAL	SEMEVAL	TEST,[gun, weapon]
5809	A man is shooting with a bow	A man is shooting with a gun	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a man is shooting off a gun	a man is shooting off a gun	SEMEVAL	SEMEVAL	TEST,[bow, gun]
5815	A woman is cutting a tomato	A woman is slicing a tomato	ENTAILMENT	4.8	A_entails_B	B_entails_A	a woman is cutting a tomatoe	a woman is cutting a tomatoe	SEMEVAL	SEMEVAL	TRAIN,[cutting, slicing]
5816	A man is cutting a tomato	A woman is cutting a tomato	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a woman is cutting a tomatoe	a woman is cutting a tomatoe	SEMEVAL	SEMEVAL	TRAIN,[man, woman]
5817	A woman is dancing near a fire	A woman is dancing near a fireplace	NEUTRAL	4.2	A_neutral_B	B_neutral_A	a woman is dancing near a fire	a woman is dancing near a fire	SEMEVAL	SEMEVAL	TEST,[fire, fireplace]
5818	A woman is dancing near a fire	There is no woman dancing near a fire	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a woman is dancing near a fire	a woman is dancing near a fire	SEMEVAL	SEMEVAL	TEST,[There, no]
5825	A girl is playing a guitar	A boy is playing a guitar	NEUTRAL	4	A_neutral_B	B_neutral_A	a girl is playing a guitar	a girl is playing a guitar	SEMEVAL	SEMEVAL	TRAIN,[girl, boy]
5831	A man is playing a guitar	A boy is playing a guitar	NEUTRAL	3.3	A_neutral_B	B_neutral_A	a man is playing a guitar	a girl is playing a guitar	SEMEVAL	SEMEVAL	TEST,[man, boy]
5832	A man is playing a guitar	A girl is playing a guitar	NEUTRAL	3.3	A_neutral_B	B_neutral_A	a girl is playing a guitar	a man is playing a guitar	SEMEVAL	SEMEVAL	TEST,[man, girl]
5833	A man is diving off a rock	A man is diving off a cliff	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a man dives off of a cliff	a man dives off of a cliff	SEMEVAL	SEMEVAL	TEST,[rock, cliff]
5834	A man is diving off a cliff	There is no man diving off a cliff	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a man dives off of a cliff	a man dives off of a cliff	SEMEVAL	SEMEVAL	TRAIN,[There, no]
5842	The man is playing the guitar	The man is playing the instrument	ENTAILMENT	4.4	A_entails_B	B_entails_A	the man is playing the guitar	the man is playing the guitar	SEMEVAL	SEMEVAL	TRAIN,[guitar, instrument]
5843	The woman is playing the guitar	The man is playing the guitar	NEUTRAL	3.3	A_neutral_B	B_neutral_A	the man is playing the guitar	the man is playing the guitar	SEMEVAL	SEMEVAL	TEST,[woman, man]
5844	The man is playing the guitar	The person is playing the guitar	ENTAILMENT	4.5	A_entails_B	B_neutral_A	the man played his guitar	the man played his guitar	SEMEVAL	SEMEVAL	TEST,[man, person]
5845	There is no man playing the guitar	The man is playing the guitar	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	the man played his guitar	the man played his guitar	SEMEVAL	SEMEVAL	TRAIN,[There, no]
5847	The man is playing the guitar	There is no man playing the guitar	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	the man is playing the guitar	the man played his guitar	SEMEVAL	SEMEVAL	TRAIN,[There, no]
5849	The man is playing the guitar	The woman is playing the guitar	NEUTRAL	3.8	A_neutral_B	B_neutral_A	the man played his guitar	the man is playing the guitar	SEMEVAL	SEMEVAL	TEST,[man, woman]
5852	A woman is boiling noodles in water	A man is boiling noodles in water	NEUTRAL	4	A_neutral_B	B_neutral_A	a woman is boiling noodles in water	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TRAIN,[woman, man]
5853	Someone is stirring noodles in the water	Someone is stirring food in the water	ENTAILMENT	4.5	A_entails_B	B_neutral_A	someone is sitring noodles in water	someone is sitring noodles in water	SEMEVAL	SEMEVAL	TRAIN,[noodles, food]
5854	Someone is stirring noodles in the water	Nobody is stirring noodles in the water	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	someone is sitring noodles in water	someone is sitring noodles in water	SEMEVAL	SEMEVAL	TEST,[Someone, Nobody]
5860	The women are singing and dancing	The persons are singing and dancing	ENTAILMENT	4.5	A_entails_B	B_neutral_A	the women are singing and dancing	the women are singing and dancing	SEMEVAL	SEMEVAL	TRAIN,[women, persons]
5863	Two women are dancing and singing in front of a crowd	Two men are dancing and singing in front of a crowd	NEUTRAL	4.1	A_neutral_B	B_neutral_A	two women are dancing and singing in front of a crowd	two women are dancing and singing in front of a crowd	SEMEVAL	SEMEVAL	TEST,[women, men]
5870	A lemur is licking a person's finger	A lemur is biting a person's finger	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a slow loris is biting a persons finger	a slow loris is biting a persons finger	SEMEVAL	SEMEVAL	TEST,[licking, biting]
5875	An animal is biting a person's finger	An animal is biting someone's finger	ENTAILMENT	5	A_entails_B	B_entails_A	an animal is biting a persons finger	a slow loris is biting a persons finger	SEMEVAL	SEMEVAL	TRAIN,[person's, someone's]
5878	A boy is skateboarding on a half pipe	A man is skateboarding on a half pipe	NEUTRAL	3.9	A_neutral_B	B_neutral_A	a man skateboards on a half pipe	a man skateboards on a half pipe	SEMEVAL	SEMEVAL	TEST,[boy, man]
5879	A man is skateboarding on a half pipe	A girl is skateboarding on a half pipe	NEUTRAL	3.835	A_neutral_B	B_neutral_A	a man skateboards on a half pipe	a man skateboards on a half pipe	SEMEVAL	SEMEVAL	TRAIN,[man, girl]
5880	A skateboarder is doing acrobatics on a half pipe	A skateboarder is doing tricks on a half pipe	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a skateboarder does tricks on a half-pipe	a skateboarder does tricks on a half-pipe	SEMEVAL	SEMEVAL	TEST,[acrobatics, tricks]
5888	A dog is sitting on the ground	A dog is running on the ground	NEUTRAL	4	A_neutral_B	B_contradicts_A	a dog is running on the ground	a dog is running on the ground	SEMEVAL	SEMEVAL	TEST,[sitting, running]
5906	There is no woman pouring ingredients into a bowl	A woman is pouring ingredients into a bowl	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a woman is pouring ingredients in a bowl	a woman is pouring ingredients in a bowl	SEMEVAL	SEMEVAL	TRAIN,[There, no]
5907	The chef is seasoning the oil	The woman is seasoning the oil	NEUTRAL	4.1	A_neutral_B	B_neutral_A	the woman is seasoning the oil	the woman is seasoning the oil	SEMEVAL	SEMEVAL	TRAIN,[chef, woman]
5915	A person is riding a horse	A person is riding a motorbike	NEUTRAL	2.2	A_neutral_B	B_neutral_A	a person is riding a horse	a person is riding a horse	SEMEVAL	SEMEVAL	TEST,[horse, motorbike]
5917	There is no woman slicing potatoes	A woman is slicing potatoes	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a woman is slicing potatoes	a woman is slicing potatoes	SEMEVAL	SEMEVAL	TEST,[There, no]
5925	Two men are boxing	Two men are fighting	ENTAILMENT	4	A_entails_B	B_neutral_A	two men are fighting	two men are fighting	SEMEVAL	SEMEVAL	TEST,[boxing, fighting]
5926	Two men are hugging	Two men are fighting	NEUTRAL	3.2	A_neutral_B	B_contradicts_A	two men are fighting	two men are fighting	SEMEVAL	SEMEVAL	TEST,[hugging, fighting]
5935	Nobody is pouring ingredients into a pot	Someone is pouring ingredients into a pot	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	someone is pouring ingrediants into a pot	someone is pouring ingrediants into a pot	SEMEVAL	SEMEVAL	TEST,[Nobody, Someone]
5942	The man is standing on a rocky mountain and gray clouds are in the background	The man is not standing on a rocky mountain and gray clouds are not in the background	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	a man standing on a rocky mountain with gray clouds in the background	a man standing on a rocky mountain with gray clouds in the background	FLICKR	FLICKR	TEST,[not, not]
5953	A dog is catching a ball	There is no dog catching a ball	CONTRADICTION	2.9	A_contradicts_B	B_contradicts_A	a dog is running towards a ball to catch it	a dog is running towards a ball to catch it	FLICKR	FLICKR	TEST,[There, no]
5965	A blond child is holding a yellow bottle	There is no blond child holding a yellow bottle	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	blond child with dirty face holding yellow bottle with red cap, plants in background	blond child with dirty face holding yellow bottle with red cap, plants in background	FLICKR	FLICKR	TRAIN,[There, no]
5972	A man in a hat is pacing through a store	A man in a hat is walking through a store	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a man in a hat is making his way through a store	a man in a hat is making his way through a store	FLICKR	FLICKR	TEST,[pacing, walking]
5973	A man in a hat is walking through a store	A man in a hat is walking past a store	NEUTRAL	4.1	A_neutral_B	B_contradicts_A	a man in a hat is making his way through a store	a man in a hat is making his way through a store	FLICKR	FLICKR	TEST,[through, past]
5976	The man in a cowboy hat is walking through a market and is putting a hand in his pocket	The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a man in a cowboy hat is walking through a market and reaching into his pocket	a man in a cowboy hat is walking through a market and reaching into his pocket	FLICKR	FLICKR	TRAIN,[not, not]
5995	There is no brown dog standing in the water	A brown dog is standing in the water	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a brown dog is standing in the water	a brown dog is standing in the water	FLICKR	FLICKR	TEST,[There, no]
5996	A dog with golden fur is in the water	A dog with a golden coat is in the water	ENTAILMENT	4.9	A_entails_B	B_entails_A	a dog with golden fur is chest deep in water	a dog with golden fur is chest deep in water	FLICKR	FLICKR	TRAIN,[fur, coat]
6004	A young girl in a blue shirt is walking on the sidewalk and holding up a pink sign	There is no young girl in a blue shirt walking on the sidewalk and holding up a pink sign	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	a young girl in a blue shirt is walking in the sidewalk and holding up a pink sign that says, "the rescue."	a young girl in a blue shirt is walking in the sidewalk and holding up a pink sign that says, ""the rescue.""	FLICKR	FLICKR	TEST,[There, no]
6005	A young girl in a blue shirt is walking on the sidewalk and holding up a pink sign	A young girl by a pink sign is holding up a blue shirt and is walking on the sidewalk	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a young girl in a blue shirt is walking in the sidewalk and holding up a pink sign that says, "the rescue."	a young girl in a blue shirt is walking in the sidewalk and holding up a pink sign that says, ""the rescue.""	FLICKR	FLICKR	TRIAL,[in, by]
6007	The girl is carrying a sign and a group of people is following her	The girl is not carrying a sign and no group of people is following her	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a girl carries a sign that reads the rescue while a group of people follow her	a girl carries a sign that reads the rescue while a group of people follow her	FLICKR	FLICKR	TRAIN,[not, no]
6014	One man in a big city is holding up a sign and begging for money	A man in a big city is holding a sign and begging for money	ENTAILMENT	5	A_entails_B	B_entails_A	a man in seattle holds a sign begging for money	a man in seattle holds a sign begging for money	FLICKR	FLICKR	TRAIN,[One, up]
6026	A small dog is chasing a large brown cow	There is no small dog chasing a large brown cow	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a small dog chases after a large brown cow	a small dog chases after a large brown cow	FLICKR	FLICKR	TEST,[There, no]
6027	A dog is chasing the tail of an animal in the grass	The tail of an animal is being chasing by a dog in the grass	ENTAILMENT	4.9	A_entails_B	B_entails_A	a dog chasing an animals tail on the grass	a dog chasing an animals tail on the grass	FLICKR	FLICKR	TRAIN,[being, by]
6034	The small child is walking through the water and is being guided by another person	The small child is wading through the water and is being guided by another person	ENTAILMENT	4.6	A_entails_B	B_entails_A	a small child wades through the water while being guided by another person	a small child wades through the water while being guided by another person	FLICKR	FLICKR	TEST,[walking, wading]
6035	The small child is wading through the water and is being guided by another person	The small child is not wading through the water and is not being guided by another person	CONTRADICTION	4.5	A_contradicts_B	B_contradicts_A	a small child wades through the water while being guided by another person	a small child wades through the water while being guided by another person	FLICKR	FLICKR	TRAIN,[not, not]
6037	A young child is splashing in the water	There is no young child splashing in the water	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a young child splashing in water	a young child splashing in water	FLICKR	FLICKR	TRAIN,[There, no]
6057	A brown dog is staring attentively at a brown and white dog	There is no brown dog staring attentively at a brown and white dog	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	a brown dog is staring closely at a sleeping brown and white dog	a brown dog is staring closely at a sleeping brown and white dog	FLICKR	FLICKR	TEST,[There, no]
6077	A person wearing jeans is sitting on top of a horse saddle	There is no person wearing jeans sitting on top of a horse saddle	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a person wearing jeans sits on top of a horse saddle	a person wearing jeans sits on top of a horse saddle	FLICKR	FLICKR	TRAIN,[There, no]
6085	The brown dogs are playfully fighting on the sandy beach	The brown dogs are playfully fighting on the sandy shore	ENTAILMENT	4.8	A_entails_B	B_entails_A	two brown dogs chase and playfully fight with each other on the sandy beach	two brown dogs chase and playfully fight with each other on the sandy beach	FLICKR	FLICKR	TRAIN,[beach, shore]
6095	There is no man standing beside a large and colorful birdcage	A man is standing beside a large and colorful birdcage	CONTRADICTION	4.6	A_contradicts_B	B_contradicts_A	a man is standing beside a large, colorful birdcage containing birds	a man is standing beside a large, colorful birdcage containing birds	FLICKR	FLICKR	TRAIN,[There, no]
6105	There is no dog in a colored coat running across the yard	A dog in a colored coat is running across the yard	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a dog with a brindle-colored coat is running across the yard	a dog with a brindle-colored coat is running across the yard	FLICKR	FLICKR	TRAIN,[There, no]
6106	A dog in a colored coat is running across the yard	A dog in the yard is running across colored coats	NEUTRAL	3.3	A_neutral_B	B_neutral_A	a dog with a brindle-colored coat is running across the yard	a dog with a brindle-colored coat is running across the yard	FLICKR	FLICKR	TRAIN,[coat, coats]
6122	A black and white dog is holding a baseball in its mouth	A brown and white dog is holding a baseball in its mouth	NEUTRAL	3.4	A_neutral_B	B_neutral_A	brown and white dog with a baseball in its mouth	black and white dog holding a baseball in mouth	FLICKR	FLICKR	TRAIN,[black, brown]
6123	A boy wearing red shorts is jumping into a paddling pool	A kid wearing red shorts is jumping into a paddling pool	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a boy wearing red shorts is jumping into a paddling pool	a boy wearing red shorts is jumping into a paddling pool	FLICKR	FLICKR	TRAIN,[boy, kid]
6124	A boy wearing red shorts is jumping into a paddling pool	There is no boy wearing red shorts jumping into a paddling pool	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	a boy wearing red shorts is jumping into a paddling pool	a boy wearing red shorts is jumping into a paddling pool	FLICKR	FLICKR	TEST,[There, no]
6132	A group of dogs are racing furiously and have muzzles on the noses	A group of dogs are racing and have muzzles on their noses	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a group of greyhound dogs racing with muzzles covering their noses	a group of greyhound dogs racing with muzzles covering their noses	FLICKR	FLICKR	TEST,[furiously, their]
6135	A group of racing dogs is wearing striped uniforms and is running down a track	A group of dogs bred for racing is wearing striped uniforms and is running down a track	ENTAILMENT	4.7	A_entails_B	B_entails_A	a group of racing dogs wearing striped uniforms with numbers run down a track	a group of racing dogs wearing striped uniforms with numbers run down a track	FLICKR	FLICKR	TRAIN,[bred, for]
6136	A group of racing dogs is wearing striped uniforms and is running down a track	There is no group of racing dogs wearing striped uniforms and running down a track	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a group of racing dogs wearing striped uniforms with numbers run down a track	a group of racing dogs wearing striped uniforms with numbers run down a track	FLICKR	FLICKR	TRAIN,[There, no]
6171	A woman in a yellow shirt is surfing on a pink surfboard	There is no woman in a yellow shirt surfing on a pink surfboard	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a woman in a yellow shirt surfs on a pink surfboard	a woman in a yellow shirt surfs on a pink surfboard	FLICKR	FLICKR	TRAIN,[There, no]
6183	Four people are sitting on a low cement ledge	Some people are sitting on a low cement ledge	ENTAILMENT	4.5	A_entails_B	B_neutral_A	four people sitting on low cement ledge	four people sitting on low cement ledge	FLICKR	FLICKR	TRAIN,[Four, Some]
6184	Four people are standing on a low cement ledge	Four people are sitting on a low cement ledge	NEUTRAL	3.7	A_neutral_B	B_neutral_A	four people sitting on low cement ledge	four people sitting on low cement ledge	FLICKR	FLICKR	TEST,[standing, sitting]
6205	A cold cyclist is celebrating	There is no cold cyclist celebrating	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a cold cycler celebrates	a cold cycler celebrates	FLICKR	FLICKR	TRAIN,[There, no]
6214	A man is on a ship in front of the sunset	A man is on a boat in front of the sunset	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a man in a boat in front of a sunset	a man in a boat in front of a sunset	FLICKR	FLICKR	TRAIN,[ship, boat]
6215	There is no man on a boat in front of the sunset	A man is on a boat in front of the sunset	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	a man in a boat in front of a sunset	a man in a boat in front of a sunset	FLICKR	FLICKR	TRAIN,[There, no]
6223	The crowd is watching two cars designed for racing that are leaving the starting line	The crowd is watching two racing cars that are leaving the starting line	ENTAILMENT	4.7	A_entails_B	B_entails_A	a crowd watches as two formula one cars leave the starting line	a crowd watches as two formula one cars leave the starting line	FLICKR	FLICKR	TEST,[designed, for]
6232	A big dog and a small white dog are playing together	A big dog and a small dog with a white coat are playing together	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a german sheperd and a small white dog are playing	a german sheperd and a small white dog are playing	FLICKR	FLICKR	TRAIN,[with, coat]
6248	The cop is sitting on a police bike	The cop is sitting on a police bicycle	ENTAILMENT	4.8	A_entails_B	B_entails_A	a cop sitting on his police bike	a cop sitting on his police bike	FLICKR	FLICKR	TRAIN,[bike, bicycle]
6259	Two women are wearing bikinis on the sandy beach	Two women are wearing bikinis on the beach which is sandy	ENTAILMENT	4.9	A_entails_B	B_entails_A	two women wearing bikinis on a sandy beach	two women wearing bikinis on a sandy beach	FLICKR	FLICKR	TRAIN,[which, is]
6281	A black dog is running in the grass	A black dog is lying in the grass	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a black dog running in grass	a black dog running in grass	FLICKR	FLICKR	TEST,[running, lying]
6289	The cheerleaders are not parading and are not wearing black, pink and white uniforms	The cheerleaders are parading and wearing black, pink and white uniforms	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	parade of cheerleaders wearing black, pink and white uniforms	parade of cheerleaders wearing black, pink and white uniforms	FLICKR	FLICKR	TEST,[not, not]
6291	A large group of cheerleaders is walking in a parade	There is no large group of cheerleaders walking in a parade	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	a large group of cheerleaders walking in a parade	a large group of cheerleaders walking in a parade	FLICKR	FLICKR	TRAIN,[There, no]
6297	The man is sitting outside under a purple umbrella	The man is sitting outdoors under a purple umbrella	ENTAILMENT	5	A_entails_B	B_entails_A	the man is sitting outside on the street under a purple umbrella	the man is sitting outside on the street under a purple umbrella	FLICKR	FLICKR	TRAIN,[outside, outdoors]
6307	A woman is playing with two young boys at a park	There is no woman playing with two young boys at a park	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	a woman playing with two young boys at a park	a woman playing with two young boys at a park	FLICKR	FLICKR	TRAIN,[There, no]
6308	A lady is standing near three children	A woman is standing near three children	ENTAILMENT	4.9	A_entails_B	B_entails_A	a woman and three children	a woman and three children	FLICKR	FLICKR	TRAIN,[lady, woman]
6309	A woman is standing near three children	There is no woman standing near three children	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a woman and three children	a woman and three children	FLICKR	FLICKR	TRAIN,[There, no]
6316	A yellow dog is stopping on white snow on a sunny day	A yellow dog is running on white snow on a sunny day	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a yellow dog runs on white snow on a sunny day	a yellow dog runs on white snow on a sunny day	FLICKR	FLICKR	TRAIN,[stopping, running]
6325	A girl is wearing jeans and a pink shirt and is running	There is no girl wearing jeans and a pink shirt and running	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	a girls wearing jeans and a pink shirt runs	a girls wearing jeans and a pink shirt runs	FLICKR	FLICKR	TEST,[There, no]
6326	A girl is wearing jeans and a pink shirt and is running	A girl is running with a pink shirt and is not wearing jeans	NEUTRAL	3.9	A_contradicts_B	B_neutral_A	a girls wearing jeans and a pink shirt runs	a girls wearing jeans and a pink shirt runs	FLICKR	FLICKR	TRAIN,[with, not]
6328	A little boy in a pink shirt is running under a tree in the desert	The little girl in a pink shirt is running under a tree in the desert	NEUTRAL	4.1	A_neutral_B	B_neutral_A	the little girl in the pink shirt is running under a tree in the desert	the little girl in the pink shirt is running under a tree in the desert	FLICKR	FLICKR	TEST,[boy, girl]
