Pair ID;sentence_A;sentence_B;entailment_AB;entailment_BA;Annotation;Comments;If ungrammatical, corrected into*;*(the annotation label concerns the grammatical sentence)
5419;A woman is peeling a potato;A woman is peeling food;A_entails_B;B_neutral_A;correct: A entails B;a potato=>food;;
5426;A man is reading the email;A person is reading the email;A_entails_B;B_neutral_A;correct: A entails B;man=>person;;
5428;Someone is checking the email;Someone is reading the email;A_entails_B;B_neutral_A;correct: A entails B;checking email=>reading email;;
5430;A man is reading the email;Someone is checking the email;A_entails_B;B_neutral_A;correct: A entails B;a man=>someone, reading=>checking;;
5434;A man is reading the email;Someone is reading the email;A_entails_B;B_neutral_A;correct: A entails B;a man=>someone;;
5435;Two baby pandas are playing;Two cubs are playing;A_entails_B;B_neutral_A;correct: A entails B;baby pandas=> cubs;;
5440;Two baby pandas are playing;Two pandas are not lying together;A_entails_B;B_neutral_A;wrong: A should be neutral to B;playing=>not lying together;;
5448;Fish is being fried by a woman;A woman is cooking fish;A_entails_B;B_neutral_A;correct: A entails B;frying=>cooking, active/passive;;
5450;A woman is frying fish;Fish is being cooked by a woman;A_entails_B;B_neutral_A;correct: A entails B;frying=>cooking, active/passive;;
5452;A woman is frying fish;A woman is cooking fish;A_entails_B;B_neutral_A;correct: A entails B;frying=>cooking;;
5453;A man is playing a flute;A man is playing an instrument;A_entails_B;B_neutral_A;correct: A entails B;flute=>instrument;;
5462;A boy is mowing the lawn;A guy is mowing the lawn;A_entails_B;B_neutral_A;correct: A entails B;boy=>guy;;
5471;A person is frying meat in a pan;A person is frying food in a pan;A_entails_B;B_neutral_A;correct: A entails B;meat=>food;;
5482;The man is cracking eggs into a bowl;The person is cracking eggs into a bowl;A_entails_B;B_neutral_A;correct: A entails B;man=>person;;
5484;The lady is cracking an egg into a bowl;The person is cracking eggs into a bowl;A_entails_B;B_neutral_A;correct: A entails B;lady=>person;;
5485;The woman is cracking eggs into a bowl;The lady is cracking an egg into a bowl;A_entails_B;B_neutral_A;correct: A entails B;woman=>lady;;
5498;A woman is cutting a lemon;A woman is cutting fruit;A_entails_B;B_neutral_A;correct: A entails B;lemon=>fruit;;
5500;A woman is firing a rifle;A woman is firing a weapon;A_entails_B;B_neutral_A;correct: A entails B;rifle=>weapon;;
5509;A man is playing the drums;A man is playing the instrument;A_entails_B;B_neutral_A;correct: A entails B;drums=>instrument;;
5511;A man is playing guitar;A man is playing the instrument;A_entails_B;B_neutral_A;correct: A entails B;guitar=>instrument;;
5516;A man is drawing on a digital dry erase board;A man is drawing on a board;A_entails_B;B_neutral_A;correct: A entails B;digital dry erase board=>board;;
5518;A man is drawing some figures;A person is drawing some figures;A_entails_B;B_neutral_A;correct: A entails B;man=>person;;
5534;A group of people are dancing at a concert;A group of people are dancing in a show;A_entails_B;B_neutral_A;correct: A entails B;concert=>show;;
5536;A group of people are marching;A group of people are walking;A_entails_B;B_neutral_A;correct: A entails B;marching=>walking;;
5543;A man is working on the laptop;A man is working on the computer;A_entails_B;B_neutral_A;correct: A entails B;laptop=>computer;;
5545;The man is feeding the snake with a mouse;The man is feeding the snake with an animal;A_entails_B;B_neutral_A;correct: A entails B;mouse=>animal;;
5552;A boy is playing on a toy phone;A boy is playing on a toy;A_entails_B;B_neutral_A;correct: A entails B;toy phone=>toy, but not a phone;;
5554;The man is aiming a gun;The man is handling a gun;A_entails_B;B_neutral_A;correct: A entails B;playing on a toy phone? needs to be a big on to sit on;;
5563;The girl is trotting on the horse;The person is trotting on the horse;A_entails_B;B_neutral_A;correct: A entails B;girl=>person;;
5567;The girl is trotting on the horse;A horse is being ridden by a girl;A_entails_B;B_neutral_A;correct: A entails B;trot=>riding;;
5569;The girl is trotting on the horse;A girl is riding a horse;A_entails_B;B_neutral_A;correct: A entails B;trot=>riding;;
5572;The man is using a sledgehammer to break a concrete block that is on another man;The man is using a sledgehammer to break a concrete block that is on another person;A_entails_B;B_neutral_A;correct: A entails B;man=>person;;
5574;The man is using a sledgehammer to break a concrete block that is on another person;A man is breaking a slab of concrete with a sledge hammer;A_entails_B;B_neutral_A;correct: A entails B;using a sledgehammer to break=>breaking with a sledgehammer;;
5576;The man is using a sledgehammer to break a concrete block that is on another man;A man is breaking a block of concrete with a sledge hammer;A_entails_B;B_neutral_A;correct: A entails B;using a sledgehammer to break=>breaking with a sledgehammer;;
5578;The man is using a sledgehammer to break a concrete block that is on another man;A man is breaking a slab of concrete with a sledge hammer;A_entails_B;B_neutral_A;correct: A entails B;concrete block=>a slab of concrete;;
5579;A dog is barking at a ball;An animal is barking at a ball;A_entails_B;B_neutral_A;correct: A entails B;dog=>animal;;
5581;A dog is swimming after a tennis ball;A dog is swimming after a ball;A_entails_B;B_neutral_A;correct: A entails B;tennis ball=>ball;;
5599;A man is spitting;A person is spitting;A_entails_B;B_neutral_A;correct: A entails B;men=>person;;
5606;A man is playing keyboards;A man is playing an instrument;A_entails_B;B_neutral_A;correct: A entails B;keyboards=>an instrument?;;
5619;A person is severing the toe of an empty leather boot with a sword;A man is cutting a boot with a sword;A_entails_B;B_neutral_A;wrong: A should be neutral to B;person !=>man;;
5620;A woman is severing the toe of an empty leather boot with a sword;A man is cutting a boot with a sword;A_entails_B;B_neutral_A;wrong: A should be neutral to B;woman=>man, toe of leather boot=>boot;;
5621;A man is severing the toe of an empty leather boot with a sword;A man is cutting a boot with a blade;A_entails_B;B_neutral_A;correct: A entails B;severing=>cutting, sword=>blade;;
5623;A man is severing the toe of an empty leather boot with a sword;A man is cutting a boot with a sword;A_entails_B;B_neutral_A;correct: A entails B;severing=>cutting,toe of leather boot=>boot;;
5635;A young boy is singing and playing a guitar;A kid is singing and playing a guitar;A_entails_B;B_neutral_A;correct: A entails B;young boy=>kid;;
5637;A kid is singing and playing a guitar;A kid is playing the guitar;A_entails_B;B_neutral_A;correct: A entails B;A&B=>A;;
5639;A young boy is singing and playing a guitar;The guitar is being played by a kid;A_entails_B;B_neutral_A;correct: A entails B;young boy=>kid, active/passive young boy=>kid;;
5641;A young boy is singing and playing a guitar;A kid is playing the guitar;A_entails_B;B_neutral_A;correct: A entails B;A&B=>B, young boy=>kid;;
5644;Someone is stirring chili in a kettle;Someone is stirring chili in a pot;A_entails_B;B_neutral_A;correct: A entails B;kettle=>pot;;
5646;Someone is stirring a pot of chili with a spoon;Someone is stirring chili in a pot;A_entails_B;B_neutral_A;correct: A entails B;drop modifier;;
5648;Someone is stirring chili in a kettle;A pot of chili is being stirred by someone with a spoon;A_entails_B;B_neutral_A;wrong: A should be neutral to B;drop modifier wrong, could be with a stick;;
5653;A man is making a bed;A person is making a bed;A_entails_B;B_neutral_A;correct: A entails B;man=>person;;
5660;A cat is playing with a small bottle;An animal is playing with a small bottle;A_entails_B;B_neutral_A;correct: A entails B;cat=>animal;;
5671;A small dog is lying on the bed;A small animal is lying on the bed;A_entails_B;B_neutral_A;correct: A entails B;dog=>animal;;
5673;A small dog is lying on a bed;A small animal is lying on the bed;A_entails_B;B_neutral_A;correct: A entails B;dog=>animal;;
5689;The man is playing with a skull;The person is playing with a skull;A_entails_B;B_neutral_A;correct: A entails B;man=>person;;
5705;A man is firing a shotgun;A man is firing a gun;A_entails_B;B_neutral_A;correct: A entails B;shotgun=>gun;;
5707;A man is shooting a shotgun;A man is shooting a weapon;A_entails_B;B_neutral_A;correct: A entails B;shotgun=>weapon;;
5709;A man is firing a shotgun;A man is shooting a weapon;A_entails_B;B_neutral_A;correct: A entails B;shotgun=>weapon;;
5711;A man is shooting a shotgun;A man is firing a gun;A_entails_B;B_neutral_A;correct: A entails B;firing=>shooting;;
5714;A famous singer is dancing on the ceiling;A great singer is dancing on the ceiling;A_entails_B;B_neutral_A;wrong: A should be neutral to B;famous singer=>great singer;;
5716;A man is dancing on the ceiling;A person is dancing on the ceiling;A_entails_B;B_neutral_A;correct: A entails B;man=>person;;
5718;A famous singer is dancing on the ceiling;A person is dancing on the ceiling;A_entails_B;B_neutral_A;correct: A entails B;famous singer=>person;;
5727;Hay is being eaten by a cow;A cow is eating grass;A_entails_B;B_neutral_A;correct: A entails B;hay=>grass, active/passive;;
5728;A cow is eating grass;A cow is not eating hay;A_entails_B;B_neutral_A;wrong: A should be neutral to B;A cow is eating grass !=> A cow is not eating hay (different cows);;
5729;A cow is eating hay;A cow is grazing;A_entails_B;B_neutral_A;correct: A entails B;A cow is eating hay => A cow is grazing;;
5732;A man is having lunch;A man is eating;A_entails_B;B_neutral_A;correct: A entails B;having lunch=>eating;;
5734;A woman is dancing gracefully;A woman is dancing;A_entails_B;B_neutral_A;correct: A entails B;dancing gracefully=>dancing;;
5741;A baby is playing with a doll;A baby is playing with a toy;A_entails_B;B_neutral_A;correct: A entails B;doll=>toy;;
5752;The rhino is grazing on the grass;The animal is grazing on the grass;A_entails_B;B_neutral_A;correct: A entails B;rhino=>animal;;
5761;A woman is talking to a man;A man is talking to a woman;A_entails_B;B_neutral_A;correct: A entails B;talking to is symmetric;;
5772;A man is riding an electric bicycle;A person is riding an electric bicycle;A_entails_B;B_neutral_A;correct: A entails B;man=>person;;
5776;A man is riding an electric bicycle;A bicycle is being ridden by a man;A_entails_B;B_neutral_A;correct: A entails B;electric bike=>bike, active/passive riding bike;;
5778;A man is riding an electric bicycle;A man is riding a bicycle;A_entails_B;B_neutral_A;correct: A entails B;electric bike=>bike;;
5797;A person is frying some food;A person is cooking some food;A_entails_B;B_neutral_A;correct: A entails B;frying=>cooking, active/passive;;
5806;A man is rowing a canoe;A man is rowing a boat;A_entails_B;B_neutral_A;correct: A entails B;canoe=>boat;;
5808;A man is shooting with a gun;A man is shooting with a weapon;A_entails_B;B_neutral_A;correct: A entails B;gun=>weapon;;
5844;The man is playing the guitar;The person is playing the guitar;A_entails_B;B_neutral_A;correct: A entails B;boys=>children, drop mods;;
5853;Someone is stirring noodles in the water;Someone is stirring food in the water;A_entails_B;B_neutral_A;correct: A entails B;noodles=>food;;
5855;A woman is boiling noodles in water;Someone is stirring food in the water;A_entails_B;B_neutral_A;correct: A entails B;woman=>someone, noodles=>food;;
5860;The women are singing and dancing;The persons are singing and dancing;A_entails_B;B_neutral_A;correct: A entails B;women=>persons;;
5864;Two women are dancing and singing in front of many people;The women are singing and dancing;A_entails_B;B_neutral_A;correct: A entails B;two women=>the women;;
5866;Two women are dancing and singing in front of a crowd;The persons are singing and dancing;A_entails_B;B_neutral_A;correct: A entails B;women=>persons, A&B=>A;;
5868;Two women are dancing and singing in front of a crowd;The women are singing and dancing;A_entails_B;B_neutral_A;correct: A entails B;two women=>the women;;
5869;A lemur is biting a person's finger;An animal is biting a person's finger;A_entails_B;B_neutral_A;correct: A entails B;lemur=>animal;;
5871;An animal is biting someone's finger;An animal is biting somebody's hand;A_entails_B;B_neutral_A;correct: A entails B,;someone's finger=>somebody's hand;;
5877;A lemur is biting a person's finger;An animal is biting someone's finger;A_entails_B;B_neutral_A;correct: A entails B;lemur=>animal;;
5880;A skateboarder is doing acrobatics on a half pipe;A skateboarder is doing tricks on a half pipe;A_entails_B;B_neutral_A;correct: A entails B;doing acrobatics=>doing tricks;;
5882;A skateboarder is doing acrobatics on a half pipe;A man is skateboarding on a half pipe;A_entails_B;B_neutral_A;wrong: A should be neutral to B;skateboarder doing acrobatics !=> a man doing tricks;;
5886;A skateboarder is doing tricks on a half pipe;A man is skateboarding on a half pipe;A_entails_B;B_neutral_A;wrong: A should be neutral to B;skateboarder doing acrobatics=> a man skateboarding;;
5887;A big dog is running on the ground;A dog is running on the ground;A_entails_B;B_neutral_A;correct: A entails B;big dog=>dog;;
5898;A man and a woman are driving down the street in a jeep;Two persons are driving down the street in a jeep;A_entails_B;B_neutral_A;correct: A entails B;A man and a woman=>two persons;;
5902;A man and a woman are driving down the street in a jeep;A man and a woman are driving down the road in a car;A_entails_B;B_neutral_A;correct: A entails B;jeep=>car;;
5925;Two men are boxing;Two men are fighting;A_entails_B;B_neutral_A;correct: A entails B;boxing=>fighting;;
5934;Someone is pouring ingredients into a pot;Someone is adding ingredients to a pot;A_entails_B;B_neutral_A;correct: A entails B;pouring ingredients=>adding ingredients;;
5936;A man is putting vegetables into a pot;Someone is adding ingredients to a pot;A_entails_B;B_neutral_A;wrong: A should be neutral to B;putting vegetables=>adding ingredients;;
5938;Vegetables are being put into a pot by a man;Someone is pouring ingredients into a pot;A_entails_B;B_neutral_A;wrong: A should be neutral to B;putting vegetables=>adding ingredients, active/passive;;
5940;A man is putting vegetables into a pot;Someone is pouring ingredients into a pot;A_entails_B;B_neutral_A;wrong: A should be neutral to B;putting vegetables=>adding ingredients, man=>someone;;
5954;A dog is furiously chasing a ball through dirt;A dog is chasing a ball through dirt;A_entails_B;B_neutral_A;correct: A entails B;furiously chasing=>chasing;;
5960;A dog is chasing a ball through dirt;A dog is catching a ball;A_entails_B;B_neutral_A;wrong: A should be neutral to B;chasing a ball=>catching a ball;;
5972;A man in a hat is pacing through a store;A man in a hat is walking through a store;A_entails_B;B_neutral_A;correct: A entails B;pacing=>walkig;;
5977;The man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket;A man in a hat is walking through a store;A_entails_B;B_neutral_A;wrong: A should be neutral to B;a market=>a store;;
5994;A brown dog is calmly standing in the water;A brown dog is standing in the water;A_entails_B;B_neutral_A;correct: A entails B;calmly standing=>standing;;
6054;The little dog is grabbing the bedroom slipper with its mouth funnily;The little dog is grabbing the bedroom slipper with its mouth;A_entails_B;B_neutral_A;correct: A entails B;The little dog is grabbing the bedroom slipper with its mouth funnily.;;
6076;A person wearing jeans is sitting happily on the top of a horse saddle;A person wearing jeans is sitting on top of a horse saddle;A_entails_B;B_neutral_A;correct: A entails B;sitting happily=>sitting;;
6080;The woman in jeans is sitting on the saddle of a horse;A person wearing jeans is sitting on top of a horse saddle;A_entails_B;B_neutral_A;correct: A entails B;woman in jeans=>person wearing jeans;;
6082;A woman in jeans is sitting on the saddle of a horse;A person wearing jeans is sitting on top of a horse saddle;A_entails_B;B_neutral_A;correct: A entails B;on the saddle of a horse=>on top of a horse saddle;;
6092;The man is standing steadily next to a birdcage;The man is standing next to a bird cage;A_entails_B;B_neutral_A;correct: A entails B;standing steadily=>standing, birdcage=> bird cage;;
6096;A man is standing beside a birdcage which is large and colorful;The man is standing next to a bird cage;A_entails_B;B_neutral_A;correct: A entails B;standing beside=>standing next;;
6100;A man is standing beside a large and colorful birdcage;The man is standing next to a bird cage;A_entails_B;B_neutral_A;correct: A entails B;standing beside=>standing next;;
6104;A dog in a colored coat is running swiftly across the yard;A dog in a colored coat is running across the yard;A_entails_B;B_neutral_A;correct: A entails B;running swiftly=>running;;
6118;A brown and white dog is holding a baseball in its mouth;A baseball is being held in its mouth by a black and white dog;A_entails_B;B_neutral_A;correct: A entails B;active/passive holding a baseball in its mouth;;
6123;A boy wearing red shorts is jumping into a paddling pool;A kid wearing red shorts is jumping into a paddling pool;A_entails_B;B_neutral_A;correct: A entails B;boy=>kid;;
6132;A group of dogs are racing furiously and have muzzles on the noses;A group of dogs are racing and have muzzles on their noses;A_entails_B;B_neutral_A;correct: A entails B;racing furiously=>racing;;
6147;Two people are standing in the ocean and looking at the sunset;Two people are wading through the water;A_entails_B;B_neutral_A;wrong: A should be neutral to B;standing in the ocean=>wading through the water;;
6152;A race car driver is standing up and is fiercely pointing his hand at the sky;A race car driver is standing up and pointing his hand at the sky;A_entails_B;B_neutral_A;correct: A entails B;fiercely pointing=>pointing;;
6163;The boy and the girl are cheerfully playing and wearing arm floats;The boy and the girl are playing and wearing arm floats;A_entails_B;B_neutral_A;correct: A entails B;cheerfully playing=>playing;;
6179;A woman in a yellow dyed shirt is surfing on a pink surfboard;A surfer is riding the wave;A_entails_B;B_neutral_A;correct: A entails B;surfing=>riding the wave;;
6183;Four people are sitting on a low cement ledge;Some people are sitting on a low cement ledge;A_entails_B;B_neutral_A;correct: A entails B;Four people=>some people;;
6192;Two girls are laughing breathlessly and other girls are watching them;Two girls are laughing and other girls are watching them;A_entails_B;B_neutral_A;correct: A entails B;laughing breathlessly=>laughing;;
6195;A group of Asian girls are standing by themselves;A group of Asian girls are standing together;A_entails_B;B_neutral_A;ambiguous: standing by themselves could mean that each of them is standing alone or that all of them are standing somewhere, far away from the other people. In the second case, A would entail B, in the first it wouldnt.;by themselves ?=> together;;
6212;A man is sitting peacefully on a boat in front of the sunset near a flag;A man is sitting on a boat in font of the sunset near a flag;A_entails_B;B_neutral_A;correct: A entails B;font of instead of front of;;
6214;A man is on a ship in front of the sunset;A man is on a boat in front of the sunset;A_entails_B;B_neutral_A;correct: A entails B;ship=>boat;;
6216;A man is sitting on a boat in font of the sunset near a flag;A man is on a ship in front of the sunset;A_entails_B;B_neutral_A;wrong: A should be neutral to B;word FONT doesn't make sense here;;
6218;A man is sitting peacefully on a boat in front of the sunset near a flag;A man is on a boat in front of the sunset;A_entails_B;B_neutral_A;correct: A entails B;sitting peacefully on a boat=>is in a boat;;
6219;A man is standing on a boat in front of the sunset near a flag;A man is on a boat in front of the sunset;A_entails_B;B_neutral_A;correct: A entails B;standing on a boat=>is on a boat;;
6220;A man is sitting on a boat in font of the sunset near a flag;A man is on a boat in front of the sunset;A_entails_B;B_neutral_A;correct: A entails B, typo;standing on a boat;;
6230;Two dogs are cheerfully playing together on the grass;Two dogs are playing together on the grass;A_entails_B;B_neutral_A;correct: A entails B;cheerfully playing=>playing;;
6232;A big dog and a small white dog are playing together;A big dog and a small dog with a white coat are playing together;A_entails_B;B_neutral_A;correct: A entails B,;a small white dog=>a small dog with a white coat;;
6250;A policeman is sitting tiredly on a motorcycle;A policeman is sitting on a motorcycle;A_entails_B;B_neutral_A;correct: A entails B;sitting tiredly=>sitting;;
6253;A policeman is sitting tiredly on a motorcycle;The cop is sitting on a police bike;A_entails_B;B_neutral_A;correct: A entails B;policeman=>cop, sitting tiredly=>sitting;;
6258;A policeman is sitting on a motorcycle;The cop is sitting on a police bike;A_entails_B;B_neutral_A;wrong: A should be neutral to B;motorcycle !=>police bike;;
6265;Two women are wearing bikinis and are walking on the sand;Two women are wearing bikinis on the beach which is sandy;A_entails_B;B_neutral_A;correct: A entails B;Two women are wearing bikinis and are walking on the sand=>Two women are wearing bikinis on the beach which is sandy.;;
6267;Two women are wearing bikinis and are walking on the sand;Two women are wearing bikinis on the sandy beach;A_entails_B;B_neutral_A;correct: A entails B;Two women are wearing bikinis and are walking on the sand=>Two women are wearing bikinis on the sandy beach;;
6270;A dog with a golden coat is swimming clumsily through the water;A dog with a golden coat is swimming through the water;A_entails_B;B_neutral_A;correct: A entails B;swimming clumsily=>swimming;;
6282;A black dog is running in the grass and its tongue is hanging out;A dog which is black is running in the grass;A_entails_B;B_neutral_A;correct: A entails B;A&B=>A;;
6284;A dog which has a black coat is running in the grass and its tongue is hanging out;A black dog is running in the grass;A_entails_B;B_neutral_A;correct: A entails B;dog, which has a black coat=>black dog;;
6287;A black dog is running in the grass and its tongue is hanging out;A black dog is running in the grass;A_entails_B;B_neutral_A;correct: A entails B;A&B=>A;;
6315;A yellow dog is running on white snow on a very sunny day;A yellow dog is running on white snow on a sunny day;A_entails_B;B_neutral_A;correct: A entails B;very sunny day=>sunny day;;
6319;A yellow dog is running on white snow on a sunny day;A dog which is tan is running through the snow;A_entails_B;B_neutral_A;wrong: A should be neutral to B;yellow dog=>A dog, which is tan;;
6324;A girl is wearing jeans and a pink shirt and is cheerfully running;A girl is wearing jeans and a pink shirt and is running;A_entails_B;B_neutral_A;correct: A entails B;cheerfully running=>running;;
6338;A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass;A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass;A_entails_B;B_neutral_A;correct: A entails B;a brown dog=>a dog with a brown coat;;
6340;A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass;The white dog wearing reindeer ears is near a brown dog;A_entails_B;B_neutral_A;wrong: A should be neutral to B;A white dog is wearing a Christmas reindeer headband=>The white dog wearing reindeer ears;;
6345;A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass;The white dog wearing reindeer ears is near a brown dog;A_entails_B;B_neutral_A;correct: A entails B;A white dog is wearing a Christmas reindeer headband=>The white dog wearing reindeer ears;;
6359;The woman in a red costume is leaning against a wall made of bricks and playing an instrument;A woman in a red dress is playing an instrument;A_entails_B;B_neutral_A;correct: A entails B;A&B=>B;;
6364;The child is delightedly playing with toys outdoors;The child is playing with toys outdoors;A_entails_B;B_neutral_A;correct: A entails B;delightedly playing=>playing;;
6375;The man is wearing a wetsuit and is riding a surfboard;The person is wearing a wetsuit and is riding a surfboard;A_entails_B;B_neutral_A;correct: A entails B;man=>person;;
6386;A waterfall is flowing calmly into a shallow pool;A waterfall is flowing into a shallow pool;A_entails_B;B_neutral_A;correct: A entails B;flowing calmly=>flowing;;
6407;A black man is skillfully break dancing on the pavement;A black man is break dancing on the pavement;A_entails_B;B_neutral_A;correct: A entails B;skillfully break dancing=>break dancing;;
6454;A small boy in a shirt which is yellow is laughing on the beach;A little boy is wearing a yellow tank top and is laughing;A_entails_B;B_neutral_A;correct: A entails B;small boy<=little boy, shirt, which is yellow=>yellow tank top;;
6468;A dog with really long hair and a red vest is running in the grass;A dog with long hair and a red vest is running in the grass;A_entails_B;B_neutral_A;correct: A entails B;really long hair=>long hair;;
6470;The dog in the dyed red vest is running in the field;The dog in the red vest is running in the field;A_entails_B;B_neutral_A;correct: A entails B;dyed red vest=>red vest;;
6474;A dog with really long hair and a red vest is running in the grass;The dog in the red vest is running in the field;A_entails_B;B_neutral_A;correct: A entails B;A&B=>B;;
6476;A dog with long hair and a red vest is running in the grass;The dog in the red vest is running in the field;A_entails_B;B_neutral_A;correct: A entails B;A&B=>B, The dog in the red vest is running in the field.;;
6479;The person is standing dangerously on white ice;The person is standing on white ice;A_entails_B;B_neutral_A;correct: A entails B;standing dangerously=>standing;;
6485;A person is standing in a vast field of glacial ice;The person is standing on white ice;A_entails_B;B_neutral_A;correct: A entails B;in a vast field of glacial ice=>on white ice;;
6497;A man is holding up an electronic device;A person is holding up an electronic device;A_entails_B;B_neutral_A;correct: A entails B;man=>person;;
6500;The man is taking a picture of himself and another guy;A person is holding up an electronic device;A_entails_B;B_neutral_A;wrong: A should be neutral to B;taking a picture of himself=>holding an electronic device;;
6505;The man is taking a picture of himself and another guy;A man is holding up an electronic device;A_entails_B;B_neutral_A;wrong: A should be neutral to B;taking a picture of himself=>holding up an electronic device;;
6518;The sun is shining on the face of the girl who is in the dyed yellow dress;The sun is shining on the face of the girl who is in a yellow dress;A_entails_B;B_neutral_A;correct: A entails B;dyed yellow dress=>yellow dress;;
6526;Women are wearing bunny ears and race numbers and are curiously pointing at something in the distance;Women are wearing bunny ears and race numbers and are pointing at something in the distance;A_entails_B;B_neutral_A;correct: A entails B;curiously pointing=>pointing;;
6534;Women are wearing bunny ears and race numbers and are curiously pointing at something in the distance;Several women are wearing pink bunny ears and are pointing to the right;A_entails_B;B_neutral_A;wrong: A should be neutral to B;pointing at something in the distance=>pointing to theright;;
6541;The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal;A hockey player in a yellow jersey is guarding the goal;A_entails_B;B_neutral_A;correct: A entails B;ice hockey goalkeeper=>hockey player, wearing a yellow jersey=>in a yellow jersey,defending=>guarding;;
6550;The small boy is standing in the forest;A young child is standing in front of some trees;A_entails_B;B_neutral_A;wrong: A should be neutral to B;in the forest=>in front of some trees;;
6557;Two young men are cheerfully playing outside near a golden statue;Two young men are playing outside near a golden statue;A_entails_B;B_neutral_A;correct: A entails B;cheerfully playing=>playing;;
6564;The bicyclist is speeding on a city street;The bicyclist is riding on a city street;A_entails_B;B_neutral_A;correct: A entails B;speeding=>riding;;
6573;A woman is wearing a blue helmet and is riding a bicycle in a parking lot;The bicyclist is not riding on a city street;A_entails_B;B_neutral_A;correct: A entails B;riding a bicycle in a parking lot=>not riding in a city street;;
6586;A young girl is standing challengingly on one leg;A young girl is standing on one leg;A_entails_B;B_neutral_A;correct: A entails B;standing challengingly=>standing;;
6604;Four people are difficultly walking with difficulty across thick snow and the sun is setting;Four people are walking across thick snow and the sun is setting;A_entails_B;B_neutral_A;correct: A entails B;A is ungrammatical: Four people are difficultly walking with difficulty across thick snow and the sun is setting.;Four people are walking with difficulty across thick snow and the sun is setting.;
6611;The young boys are posing with a green soccer ball in a park;The young kids are posing with a green soccer ball in a park;A_entails_B;B_neutral_A;correct: A entails B;boys=>kids;;
6613;Four boys are kneeling next to each other in front of a ball;Some boys are kneeling next to each other in front of a ball;A_entails_B;B_neutral_A;correct: A entails B;Four boys=>some boys;;
6629;A horse and its rider are leaping quickly over a barrier;A horse and its rider are leaping over a barrier;A_entails_B;B_neutral_A;correct: A entails B;leaping quickly=>leaping;;
6651;A woman in a white dress and a woman in a blue dress are standing on a stage;A woman in white clothing and a woman in a blue dress are standing on a stage;A_entails_B;B_neutral_A;correct: A entails B;in a white dress=>in white clothing;;
6660;Two women with black hair are standing steadily in front of a plywood wall;Two women with black hair are standing in front of a plywood wall;A_entails_B;B_neutral_A;correct: A entails B;standing steadily=>standing;;
6691;The grotto with a pink interior is being climbed by four middle eastern children three girls and one boy;A group of kids is playing on a colorful structure;A_entails_B;B_neutral_A;correct: A entails B;Four middle eastern children, three girls and one boy=>a group of kids, climbing=>playing, grotto=>structure, pink=>colorful;;
6693;Four middle eastern children three girls and one boy are climbing on the grotto with a pink interior;A group of kids is playing on a structure which is colorful;A_entails_B;B_neutral_A;correct: A entails B;Four middle eastern children, three girls and one boy=>a group of kids, climbing=>playing, grotto=>structure, pink=>colorful;;
6695;Four middle eastern children three girls and one boy are climbing on the grotto with a pink interior;A group of kids is playing on a colorful structure;A_entails_B;B_neutral_A;correct: A entails B;Four middle eastern children=>a group of kids, climbing=>playing, grotto=>structure, pink=>colorful;;
6696;A group of people is sitting relaxed on both sides of a red stone monument;A group of people is sitting on both sides of a red stone structure;A_entails_B;B_neutral_A;correct: A entails B;sitting comfortably=>sitting;;
6714;The black bird is sitting comfortably in a leafless tree;The black bird is sitting in a leafless tree;A_entails_B;B_neutral_A;correct: A entails B;sitting comfortably=>sitting;;
6731;A child is making a snow ball;A child in orange is playing outdoors with a snowball;A_entails_B;B_neutral_A;wrong: A should be neutral to B;child !=>child in orange;;
6734;Three people are sitting on a bench under some palm trees;A few people are sitting on a bench under some palm trees;A_entails_B;B_neutral_A;correct: A entails B;Three people=>a few people;;
6736;The people are sitting aimlessly on a bench in front of a restaurant;The people are sitting on a bench in front of a restaurant;A_entails_B;B_neutral_A;correct: A entails B;sitting aimlessly=>sitting;;
6745;Two people are sitting in lawn chairs and are reading books;Some people are sitting in lawn chairs and are reading books;A_entails_B;B_neutral_A;correct: A entails B;Two people=>some people;;
6747;Two people in two chairs are reading pleasantly;Two people in two chairs are reading;A_entails_B;B_neutral_A;correct: A entails B;reading pleasantly=>reading;;
6753;Two people are sitting in lawn chairs and are reading books;Two people in two chairs are reading;A_entails_B;B_neutral_A;correct: A entails B;sitting in lawn chairs=>in two chairs;;
6763;Three boys are carefully walking on rocks along a river;Three boys are walking on rocks along a river;A_entails_B;B_neutral_A;correct: A entails B;carefully walking=>walking;;
6766;The men in brown shorts are walking on the rocks beside a river;The man in brown colored shorts is walking on the rocks beside a river;A_entails_B;B_neutral_A;correct: A entails B;The men in brown shorts=>the man in brown colored shorts;;
6783;A man elegantly dressed in black is wearing an elaborate black mask;A man dressed in black is wearing an elaborate black mask;A_entails_B;B_neutral_A;correct: A entails B;elegantly dressed=>dressed;;
6793;Two children are leaning on a rusty ledge;Two children are peering over a rusty ledge;A_entails_B;B_neutral_A;wrong: A should be neutral to B;leaning on a rusty ledge !=>peering over;standing on a black jeep on a dirt hill;
